symbol_id,lookback,candle_interval,macd_fast,macd_slow,macd_signal,stoch_k_len,stoch_d_len,cci_len,ema_fast,ema_mid,ema_slow,rsi_len,atr_len,atr_baseline_len,volume_sma_len,bb_len,bb_std_mult,donchian_len,adx_len,atr_percentile_window,macro_ema_period,type,side,win_rate,net_return,max_drawdown,calmar_ratio,run_timestamp
1,YTD,15m,8,26,9,10,5,20,12,21,55,14,7,100,20,14,1.5,14,7,60,50,,,72.72727272727273,26.761849411399925,-0.0213961090455929,61.66919461242294,2026-04-25 16:20:57.871828
1,YTD,15m,8,26,9,14,3,14,8,21,89,7,7,100,10,14,2.0,14,7,60,50,,,70.58823529411765,20.26436240567786,-0.0248069436607437,49.01426176217857,2026-04-25 16:22:03.157820
1,YTD,15m,8,26,9,14,3,14,8,34,55,7,14,100,20,14,1.5,14,7,60,50,,,66.66666666666666,21.463535714631185,-0.0130720756503233,137.25185066633924,2026-04-25 16:22:20.581450
1,YTD,15m,8,26,9,14,3,14,8,34,89,7,14,60,10,14,1.5,20,14,60,50,,,76.0,24.30581754167273,-0.0265669413598154,53.32484726006264,2026-04-25 16:22:33.100127
1,YTD,15m,8,26,9,14,3,14,8,34,89,14,14,100,20,20,1.5,14,7,60,0,,,67.64705882352942,22.61978890834097,-0.0290059500094924,41.75106886407885,2026-04-25 16:22:44.748883
1,YTD,15m,8,26,9,14,3,14,12,21,55,7,7,60,20,20,2.0,20,7,120,0,,,65.9090909090909,26.218899183365423,-0.0134462110384223,105.56932254333717,2026-04-25 16:22:48.230057
1,YTD,15m,8,26,9,14,3,14,12,21,55,7,7,60,20,20,2.0,20,14,60,0,,,66.66666666666666,21.56073522951585,-0.0316100468334705,37.996594240566736,2026-04-25 16:22:48.332495
1,YTD,15m,8,26,9,14,3,14,12,21,89,7,7,60,20,20,1.5,20,7,120,0,,,70.58823529411765,20.364095669691636,-0.0284533944294104,41.725848164370845,2026-04-25 16:23:01.027197
1,YTD,15m,8,26,9,14,3,14,12,34,55,14,14,60,10,14,1.5,20,14,120,50,,,67.85714285714286,22.56357894380816,-0.0224855524405955,48.63253182516423,2026-04-25 16:23:26.620330
1,YTD,15m,8,26,9,14,3,20,8,21,55,14,7,100,10,14,2.0,20,7,60,0,,,69.56521739130434,20.576278658236262,-0.0303811861558043,31.40015405783445,2026-04-25 16:23:53.955237
1,YTD,15m,8,26,9,14,3,20,8,21,89,7,7,60,10,14,1.5,20,14,60,0,,,65.625,20.687736194338918,-0.0374976610862853,31.483248182109385,2026-04-25 16:23:59.049233
1,YTD,15m,8,26,9,14,3,20,12,21,55,7,14,100,10,20,1.5,20,14,120,0,,,66.66666666666666,22.489268880997184,-0.0251975250657423,41.136193720232896,2026-04-25 16:24:48.286464
1,YTD,15m,8,26,9,14,3,20,12,21,89,7,14,100,20,20,1.5,14,14,60,50,,,71.42857142857143,21.881046967936754,-0.0179681313135361,83.25046426360595,2026-04-25 16:25:01.916752
1,YTD,15m,8,26,9,14,3,20,12,34,55,7,14,60,20,14,2.0,14,7,120,50,,,68.57142857142857,20.17942230812695,-0.0212811122959868,62.56361396629536,2026-04-25 16:25:14.896721
1,YTD,15m,8,26,9,14,5,14,8,21,55,14,14,60,20,14,2.0,20,14,120,50,,,66.66666666666666,20.50956448137404,-0.028217277281237,40.31005723330215,2026-04-25 16:25:50.336692
1,YTD,15m,8,26,9,14,5,14,8,21,89,7,7,60,20,14,2.0,14,14,120,0,,,69.56521739130434,23.158277675040026,-0.0176356547380868,86.18550066753126,2026-04-25 16:25:53.671433
1,YTD,15m,8,26,9,14,5,14,8,21,89,14,7,60,10,20,2.0,20,14,120,50,,,72.72727272727273,20.216854022254424,-0.0199118176057283,64.23155502302946,2026-04-25 16:25:59.828819
1,YTD,15m,8,26,9,14,5,14,12,21,89,14,14,60,10,20,2.0,20,7,60,0,,,65.21739130434783,20.39230954039166,-0.0230828726344999,55.72255376919027,2026-04-25 16:26:57.292955
1,YTD,15m,8,26,9,14,5,14,12,34,55,14,7,100,20,20,2.0,20,14,60,50,,,70.0,22.70303554715253,-0.013265071804864,95.1481920229749,2026-04-25 16:27:12.696886
1,YTD,15m,8,26,9,14,5,20,8,34,89,7,14,60,10,20,1.5,20,14,60,0,,,73.68421052631578,21.36093428924226,-0.0292660884277502,44.49897220849668,2026-04-25 16:28:20.778679
