entry_time,exit_time,direction,entry,exit,result,pnl_pct,dollar_pnl,equity
2026-01-02 10:45:00-05:00,2026-01-02 11:50:00-05:00,short,8.404999732971191,8.371398694556559,SL,0.4,139.89,10139.89
2026-01-02 11:50:00-05:00,2026-01-05 09:30:00-05:00,short,8.369999885559082,8.421858769740687,SL,-0.62,-374.96,9764.92
2026-01-05 11:05:00-05:00,2026-01-05 12:55:00-05:00,short,8.449999809265137,8.416248634961912,SL,0.399,136.43,9901.35
2026-01-05 12:55:00-05:00,2026-01-06 13:55:00-05:00,short,8.427200317382812,8.476611782999194,SL,-0.586,-349.68,9551.67
2026-01-07 09:35:00-05:00,2026-01-07 15:50:00-05:00,short,8.454500198364258,8.430822386714382,SL,0.28,76.44,9628.11
2026-01-08 09:30:00-05:00,2026-01-08 09:45:00-05:00,short,8.444999694824219,8.421022216582465,SL,0.284,78.91,9707.03
2026-01-08 09:45:00-05:00,2026-01-09 15:55:00-05:00,short,8.429800033569336,8.401217984816096,SL,0.339,106.32,9813.35
2026-01-13 10:00:00-05:00,2026-01-14 10:00:00-05:00,short,8.48449993133545,8.451220698746479,SL,0.392,133.58,9946.92
2026-01-14 10:00:00-05:00,2026-01-14 15:55:00-05:00,short,8.454999923706055,8.513058771143092,SL,-0.687,-401.2,9545.72
2026-01-15 10:40:00-05:00,2026-01-15 15:55:00-05:00,short,8.380900382995605,8.321723105234971,SL,0.706,238.06,9783.79
2026-01-16 09:30:00-05:00,2026-01-16 13:15:00-05:00,short,8.359999656677246,8.331473885244515,SL,0.341,107.41,9891.2
2026-01-16 13:20:00-05:00,2026-01-20 09:30:00-05:00,short,8.343000411987305,8.26766393245943,TP,0.903,387.24,10278.43
2026-01-20 11:50:00-05:00,2026-01-20 13:30:00-05:00,short,8.277199745178223,8.251095282088533,SL,0.315,100.41,10378.84
2026-01-21 11:30:00-05:00,2026-01-21 11:45:00-05:00,short,8.274999618530273,8.251118331418242,SL,0.289,87.49,10466.33
2026-01-21 11:55:00-05:00,2026-01-22 09:30:00-05:00,short,8.251899719238281,8.296456929153939,SL,-0.54,-345.37,10120.96
2026-01-23 09:45:00-05:00,2026-01-26 15:55:00-05:00,short,8.305000305175781,8.341861784125829,SL,-0.444,-285.33,9835.63
2026-01-27 11:05:00-05:00,2026-01-27 12:15:00-05:00,short,8.355400085449219,8.330885523951055,SL,0.293,85.27,9920.9
2026-01-27 12:15:00-05:00,2026-01-27 15:45:00-05:00,short,8.336199760437012,8.310848838266018,SL,0.304,91.33,10012.23
2026-01-28 11:10:00-05:00,2026-01-28 11:50:00-05:00,short,8.329999923706055,8.301010843089665,SL,0.348,114.14,10126.37
2026-01-28 11:50:00-05:00,2026-01-28 13:55:00-05:00,short,8.306599617004395,8.281157474416622,SL,0.306,94.32,10220.69
2026-01-29 09:45:00-05:00,2026-01-29 10:10:00-05:00,short,8.289899826049805,8.26130981560893,SL,0.345,114.92,10335.61
2026-01-29 10:10:00-05:00,2026-01-29 10:25:00-05:00,short,8.270000457763672,8.241407939711156,SL,0.346,116.66,10452.27
2026-01-29 10:25:00-05:00,2026-01-29 10:50:00-05:00,short,8.244999885559082,8.201431060818773,SL,0.528,213.45,10665.72
2026-01-29 11:00:00-05:00,2026-01-30 09:30:00-05:00,short,8.21660041809082,8.277703738881755,SL,-0.744,-433.54,10232.18
2026-02-03 09:55:00-05:00,2026-02-03 11:50:00-05:00,short,8.3149995803833,8.281676908928171,SL,0.401,132.53,10364.72
2026-02-03 11:50:00-05:00,2026-02-03 12:10:00-05:00,short,8.28499984741211,8.261249864800908,SL,0.287,86.37,10451.09
2026-02-03 12:45:00-05:00,2026-02-03 13:25:00-05:00,short,8.255000114440918,8.221359404950356,SL,0.408,150.24,10601.33
2026-02-04 09:55:00-05:00,2026-02-04 10:20:00-05:00,short,8.163000106811523,8.112119123600829,SL,0.623,179.82,10781.15
2026-02-04 10:20:00-05:00,2026-02-04 12:40:00-05:00,short,8.125,8.082243696070085,SL,0.526,138.77,10919.91
2026-02-04 12:50:00-05:00,2026-02-05 09:30:00-05:00,short,8.085000038146973,8.031281881578613,SL,0.664,297.25,11217.16
2026-02-05 09:55:00-05:00,2026-02-05 10:10:00-05:00,short,8.0649995803833,8.001579330484113,SL,0.786,333.99,11551.15
2026-02-05 11:00:00-05:00,2026-02-05 14:10:00-05:00,short,7.979899883270264,8.067407678387532,SL,-1.097,-448.53,11102.62
2026-02-06 11:25:00-05:00,2026-02-09 09:30:00-05:00,short,8.085000038146973,8.14125340933302,SL,-0.696,-452.86,10649.76
2026-02-09 09:35:00-05:00,2026-02-09 09:50:00-05:00,short,8.119999885559082,8.091240983954593,SL,0.354,124.69,10774.46
2026-02-09 09:50:00-05:00,2026-02-10 09:30:00-05:00,short,8.09000015258789,8.148750267120606,SL,-0.726,-439.42,10335.04
2026-02-10 09:40:00-05:00,2026-02-10 13:25:00-05:00,short,8.114999771118164,8.08104118252322,SL,0.418,154.23,10489.27
2026-02-10 13:25:00-05:00,2026-02-10 15:45:00-05:00,short,8.085000038146973,8.06108880801335,SL,0.296,92.17,10581.44
2026-02-11 09:35:00-05:00,2026-02-11 13:10:00-05:00,short,8.069999694824219,8.031875111597685,SL,0.472,140.41,10721.85
2026-02-11 13:10:00-05:00,2026-02-12 11:05:00-05:00,short,8.03499984741211,8.011187612083026,SL,0.296,94.54,10816.4
2026-02-12 11:05:00-05:00,2026-02-12 11:25:00-05:00,short,8.015000343322754,7.991181715320544,SL,0.297,95.82,10912.22
2026-02-12 12:50:00-05:00,2026-02-13 09:40:00-05:00,short,8.005000114440918,7.961092262530956,SL,0.549,233.8,11146.02
2026-02-13 10:35:00-05:00,2026-02-13 10:45:00-05:00,short,7.960000038146973,7.911306444698903,SL,0.612,274.04,11420.06
2026-02-13 10:55:00-05:00,2026-02-13 12:30:00-05:00,short,7.945000171661377,8.013370803099543,SL,-0.861,-455.44,10964.62
2026-02-13 13:55:00-05:00,2026-02-13 15:50:00-05:00,short,8.0,8.052805747717054,SL,-0.66,-427.66,10536.96
2026-02-17 12:20:00-05:00,2026-02-17 14:35:00-05:00,short,7.75600004196167,7.8235878323734855,SL,-0.871,-419.58,10117.38
2026-02-18 09:35:00-05:00,2026-02-18 09:55:00-05:00,short,7.71999979019165,7.580962672216825,TP,1.801,661.03,10778.41
2026-02-18 12:25:00-05:00,2026-02-19 09:30:00-05:00,short,7.349999904632568,7.055296198765968,SL,4.01,509.1,11287.51
2026-02-19 09:55:00-05:00,2026-02-20 11:15:00-05:00,short,7.224999904632568,7.4329819739287775,SL,-2.879,-411.53,10875.98
2026-02-23 10:55:00-05:00,2026-02-23 12:10:00-05:00,short,7.579999923706055,7.671817264187701,SL,-1.211,-418.37,10457.61
2026-02-24 12:45:00-05:00,2026-02-24 14:05:00-05:00,short,7.869999885559082,7.8365245758086335,SL,0.425,144.24,10601.84
2026-02-25 10:10:00-05:00,2026-02-26 10:20:00-05:00,short,7.885000228881836,7.851734384710796,SL,0.422,127.31,10729.16
2026-02-26 10:50:00-05:00,2026-02-26 11:40:00-05:00,short,7.84499979019165,7.8116838495195235,SL,0.425,133.26,10862.41
2026-02-26 12:35:00-05:00,2026-02-26 13:20:00-05:00,short,7.799900054931641,7.751416684462438,SL,0.622,262.48,11124.89
2026-02-27 09:30:00-05:00,2026-02-27 10:05:00-05:00,short,7.633500099182129,7.725021223644136,SL,-1.199,-428.34,10696.55
2026-02-27 11:55:00-05:00,2026-02-27 12:55:00-05:00,short,7.855000019073486,7.782909447126548,SL,0.918,201.6,10898.15
2026-02-27 12:55:00-05:00,2026-02-27 14:55:00-05:00,short,7.784999847412109,7.73234159025459,SL,0.676,176.4,11074.56
2026-03-02 10:05:00-05:00,2026-03-03 09:30:00-05:00,short,7.707499980926514,7.573413283149051,SL,1.74,354.43,11428.99
2026-03-03 12:05:00-05:00,2026-03-03 13:45:00-05:00,short,7.480000019073486,7.577976145960907,SL,-1.31,-436.66,10992.32
2026-03-05 09:45:00-05:00,2026-03-05 10:15:00-05:00,short,7.610000133514404,7.58615834036355,SL,0.313,106.24,11098.56
2026-03-05 10:15:00-05:00,2026-03-05 12:30:00-05:00,short,7.585000038146973,7.551242134552115,SL,0.445,180.39,11278.95
2026-03-05 12:30:00-05:00,2026-03-06 09:30:00-05:00,short,7.556000232696533,7.491399321169938,SL,0.855,391.6,11670.55
2026-03-06 10:05:00-05:00,2026-03-06 12:25:00-05:00,short,7.51609992980957,7.471829365740223,SL,0.589,196.75,11867.3
2026-03-06 13:25:00-05:00,2026-03-06 15:10:00-05:00,short,7.494999885559082,7.466157888163526,SL,0.385,157.13,12024.44
2026-03-09 10:25:00-04:00,2026-03-09 15:25:00-04:00,short,7.340099811553955,7.462567968901579,SL,-1.668,-451.12,11573.31
2026-03-11 09:30:00-04:00,2026-03-11 10:00:00-04:00,short,7.559999942779541,7.622266584986179,SL,-0.824,-464.08,11109.23
2026-03-11 10:35:00-04:00,2026-03-11 13:25:00-04:00,short,7.590099811553955,7.521776701439755,SL,0.9,323.97,11433.2
2026-03-12 09:30:00-04:00,2026-03-13 09:35:00-04:00,short,7.46999979019165,7.544327847796793,SL,-0.995,-448.42,10984.78
2026-03-13 10:45:00-04:00,2026-03-16 09:30:00-04:00,short,7.514999866485596,7.3969857460661395,SL,1.57,527.57,11512.35
2026-03-16 11:35:00-04:00,2026-03-17 09:30:00-04:00,short,7.372900009155273,7.427558117391351,SL,-0.741,-468.15,11044.2
2026-03-17 10:45:00-04:00,2026-03-17 11:05:00-04:00,short,7.425300121307373,7.401134089600209,SL,0.325,113.45,11157.65
2026-03-17 11:05:00-04:00,2026-03-17 11:25:00-04:00,short,7.406000137329102,7.381200979934173,SL,0.335,119.86,11277.51
2026-03-17 11:45:00-04:00,2026-03-17 12:35:00-04:00,short,7.385000228881836,7.351185307773736,SL,0.458,190.53,11468.04
2026-03-18 09:40:00-04:00,2026-03-18 10:25:00-04:00,short,7.375,7.341321293254053,SL,0.457,188.58,11656.62
2026-03-18 10:25:00-04:00,2026-03-18 14:50:00-04:00,short,7.360000133514404,7.3116489147888934,SL,0.657,244.44,11901.06
2026-03-19 09:45:00-04:00,2026-03-19 11:05:00-04:00,short,7.269999980926514,7.335901139391087,SL,-0.906,-471.68,11429.39
2026-03-19 11:30:00-04:00,2026-03-19 11:40:00-04:00,short,7.304999828338623,7.261766119998323,SL,0.592,195.2,11624.59
2026-03-19 11:40:00-04:00,2026-03-19 15:10:00-04:00,short,7.269999980926514,7.34712767237607,SL,-1.061,-452.88,11171.7
2026-03-20 09:30:00-04:00,2026-03-20 10:10:00-04:00,short,7.295000076293945,7.251505711165369,SL,0.596,225.54,11397.24
2026-03-20 10:10:00-04:00,2026-03-20 14:20:00-04:00,short,7.250999927520752,7.211785130749717,SL,0.541,170.47,11567.71
