trades,wr,pf,net_pct,max_dd,calmar,tp,sl,mb,tp_m,sl_m,max_bars
34,5.9,0.115,-23.08,-23.08,-1.0,1,32,1,2.0,0.3,25
37,8.1,0.105,-23.1,-23.1,-1.0,1,30,6,2.0,0.3,5
35,8.6,0.114,-23.13,-23.13,-1.0,1,31,3,2.0,0.3,10
41,17.1,0.129,-23.14,-23.14,-1.0,7,32,2,1.0,0.3,5
29,10.3,0.217,-23.15,-23.15,-1.0,0,27,2,5.0,0.7,25
29,10.3,0.217,-23.15,-23.15,-1.0,0,27,2,6.0,0.7,25
31,22.6,0.174,-23.17,-23.17,-1.0,5,20,6,1.5,1.0,15
39,23.1,0.14,-23.29,-23.29,-1.0,9,24,6,1.0,0.5,5
30,16.7,0.207,-23.29,-23.29,-1.0,3,24,3,2.5,0.7,20
34,5.9,0.104,-23.31,-23.31,-1.0,1,32,1,2.0,0.3,20
35,5.7,0.127,-23.37,-23.37,-1.0,1,33,1,3.0,0.3,15
30,13.3,0.207,-23.45,-23.45,-1.0,3,25,2,2.5,0.7,25
35,14.3,0.157,-23.5,-23.5,-1.0,1,18,16,3.0,0.7,5
42,9.5,0.021,-23.57,-23.57,-1.0,13,28,1,0.5,0.3,5
34,17.6,0.18,-23.67,-23.67,-1.0,6,28,0,1.5,0.5,0
35,5.7,0.108,-23.8,-23.8,-1.0,1,33,1,2.5,0.3,15
35,14.3,0.139,-23.93,-23.93,-1.0,1,18,16,2.5,0.7,5
36,30.6,0.15,-24.0,-24.0,-1.0,10,22,4,1.0,0.7,10
36,33.3,0.164,-24.02,-24.02,-1.0,12,24,0,1.0,0.7,0
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,15
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,10
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,0
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,20
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,25
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,30
42,9.5,0.021,-24.13,-24.13,-1.0,13,29,0,0.5,0.3,50
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,20
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,25
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,30
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,50
36,33.3,0.158,-24.15,-24.15,-1.0,11,24,1,1.0,0.7,20
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,10
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,0
41,17.1,0.124,-24.15,-24.15,-1.0,7,34,0,1.0,0.3,15
34,17.6,0.157,-24.18,-24.18,-1.0,5,28,1,1.5,0.5,20
35,5.7,0.09,-24.23,-24.23,-1.0,1,33,1,2.0,0.3,15
35,14.3,0.125,-24.25,-24.25,-1.0,2,18,15,2.0,0.7,5
39,7.7,0.107,-24.3,-24.3,-1.0,3,32,4,1.5,0.3,5
37,13.5,0.123,-24.3,-24.3,-1.0,4,23,10,1.5,0.5,5
36,30.6,0.15,-24.38,-24.38,-1.0,11,24,1,1.0,0.7,15
36,30.6,0.15,-24.38,-24.38,-1.0,11,24,1,1.0,0.7,50
34,14.7,0.149,-24.41,-24.41,-1.0,5,28,1,1.5,0.5,15
34,14.7,0.149,-24.41,-24.41,-1.0,5,28,1,1.5,0.5,50
34,14.7,0.132,-24.43,-24.43,-1.0,4,26,4,1.5,0.5,10
36,30.6,0.148,-24.61,-24.61,-1.0,11,24,1,1.0,0.7,25
36,30.6,0.148,-24.61,-24.61,-1.0,11,24,1,1.0,0.7,30
34,14.7,0.147,-24.63,-24.63,-1.0,5,28,1,1.5,0.5,25
34,14.7,0.147,-24.63,-24.63,-1.0,5,28,1,1.5,0.5,30
33,21.2,0.184,-25.14,-25.14,-1.0,7,26,0,1.5,0.7,0
39,23.1,0.126,-25.51,-25.51,-1.0,9,21,9,1.0,0.7,5
33,21.2,0.162,-25.65,-25.65,-1.0,6,26,1,1.5,0.7,20
33,18.2,0.154,-25.87,-25.87,-1.0,6,26,1,1.5,0.7,50
33,18.2,0.154,-25.87,-25.87,-1.0,6,26,1,1.5,0.7,15
39,7.7,0.101,-25.92,-25.92,-1.0,3,36,0,1.5,0.3,20
39,7.7,0.101,-25.92,-25.92,-1.0,3,36,0,1.5,0.3,0
39,7.7,0.101,-25.92,-25.92,-1.0,3,36,0,1.5,0.3,15
39,7.7,0.101,-25.92,-25.92,-1.0,3,36,0,1.5,0.3,25
39,7.7,0.101,-25.92,-25.92,-1.0,3,36,0,1.5,0.3,30
39,7.7,0.101,-25.92,-25.92,-1.0,3,36,0,1.5,0.3,50
39,7.7,0.101,-25.94,-25.94,-1.0,3,35,1,1.5,0.3,10
33,15.2,0.124,-26.08,-26.08,-1.0,4,23,6,1.5,0.7,10
33,18.2,0.153,-26.09,-26.09,-1.0,6,26,1,1.5,0.7,30
33,18.2,0.153,-26.09,-26.09,-1.0,6,26,1,1.5,0.7,25
37,13.5,0.114,-26.25,-26.25,-1.0,4,20,13,1.5,0.7,5
