entry_idx,exit_idx,entry,exit,qty,pnl,exit_type,equity
12990,12998,69476.19,69952.929,1.8557570715360574,-884.711770527031,stop_loss,43350.87675582452
13140,13164,68919.9165,68272.72975,1.688151122717578,1092.549038620454,trailing_stop,44443.42579444498
13142,13164,68973.65,68276.33916988036,1.3509321782705646,942.019638665172,trailing_stop,45385.44543311015
13143,13242,68818.1105,68817.368,1.0735278385386924,0.7970944201074806,max_bars_exit,45386.24252753026
13146,13245,68864.0525,68707.0065,0.8922398119896849,140.12269351373394,max_bars_exit,45526.36522104399
13149,13248,68917.5025,68805.297,0.9033098971199283,101.35633866128686,max_bars_exit,45627.72155970528
13166,13265,68440.982,68382.875,0.9709646745414355,56.419844343582696,max_bars_exit,45684.14140404886
13175,13274,68388.045,68345.405,0.4706568846237511,20.068809560356474,max_bars_exit,45704.210213609214
13184,13283,68388.2,68389.9,0.4643061149406934,-0.7893203953978275,max_bars_exit,45703.42089321381
13263,13362,68560.055,68769.2185,1.5738065496861895,-329.1828862553025,max_bars_exit,45374.23800695851
13272,13296,68269.017,68788.02914285715,1.7484846407320997,-907.4847601391702,stop_loss,44466.75324681934
13309,13346,68351.2175,68883.5432142857,1.6706596000716079,-889.3350649363867,stop_loss,43577.41818188295
13320,13346,68390.925,68811.34657142858,2.0730343609062674,-871.548363637659,stop_loss,42705.86981824529
13377,13387,68622.208,69181.98085714286,1.525828531101726,-854.1173963649059,stop_loss,41851.75242188039
13416,13515,68264.25,68708.79,0.5791757388239871,-257.4667829368115,max_bars_exit,41594.28563894358
13420,13519,68301.72,68602.565,0.5819418453940085,-175.07429447756115,max_bars_exit,41419.21134446601
13465,13488,67827.854,68272.32314285715,1.8637609386431122,-828.3842268893203,stop_loss,40590.82711757669
13469,13488,67858.484,68308.79585714286,1.8027874004969413,-811.8165423515338,stop_loss,39779.01057522516
13478,13488,67915.2355,68330.40864285715,1.9162612639860452,-795.5802115045033,stop_loss,38983.43036372066
13595,13694,68170.84,68165.0,0.9683173065828621,5.6549730704405325,max_bars_exit,38989.085336791104
13611,13650,68261.3955,67806.2779892857,2.0368367455487495,927.0000693655461,trailing_stop,39916.08540615665
13613,13650,68267.75,67805.97506785714,2.1534200019583882,994.3953752794044,trailing_stop,40910.480781436054
13625,13650,68251.9925,67808.47167857143,1.7386994694776652,771.1494169201472,trailing_stop,41681.6301983562
13630,13706,68172.605,66844.42788532724,1.2268767756833967,1629.5096559861868,trailing_stop,43311.139854342386
13654,13706,67751.44,66846.67433532723,1.1259393942198526,1018.711304392581,trailing_stop,44329.851158734964
13664,13686,67823.9165,68298.06778571429,1.8698610546612642,-886.5970231746993,stop_loss,43443.254135560266
13736,13835,67127.735,67042.675,0.328580938101318,27.949094594897343,max_bars_exit,43471.203230155166
13799,13829,67556.104,67077.33124285714,2.329336182525706,1115.2227064204787,trailing_stop,44586.425936575644
13807,13906,67412.2755,68155.965,1.1091200134350654,-824.8409082315094,max_bars_exit,43761.58502834413
13819,13913,67468.95,68230.63084729057,1.1490793075344274,-875.2317005668826,stop_loss,42886.35332777725
13823,13907,67330.845,68096.81513300486,1.1197917903022307,-857.7270665555451,stop_loss,42028.6262612217
13824,13907,67276.3,68044.90699014772,1.0936311222760107,-840.5725252244341,stop_loss,41188.053735997266
13962,13992,67492.255,66744.57036428571,1.326903575772005,992.1054166790844,trailing_stop,42180.15915267635
13964,13992,67353.76,66744.65871071428,1.351173710781597,823.0016492860287,trailing_stop,43003.16080196238
13973,13992,67449.8,66742.43290714287,1.606644966707229,1136.4877793532446,trailing_stop,44139.648581315625
13976,13992,67357.91,66742.27876428571,1.6683209265805323,1027.0704735987804,trailing_stop,45166.71905491441
13979,14001,67128.365,67630.88571428572,1.7976062586440822,-903.3343810982882,stop_loss,44263.384673816116
14027,14050,67125.0455,65967.76111018388,0.7493096483974636,867.1643592289812,trailing_stop,45130.5490330451
14030,14050,67071.56,65967.7849244696,0.7633738895286213,842.5930725723896,trailing_stop,45973.14210561749
14965,15064,67952.7625,67993.158,2.2250070219938554,-89.88027115694993,max_bars_exit,45883.261834460536
15070,15144,67933.858,67407.12269699019,1.9382603158981775,1020.9501348065011,trailing_stop,46904.21196926704
15132,15231,67618.57,67475.469,1.927199264555552,275.78414195718267,max_bars_exit,47179.99611122422
15147,15246,67337.8995,67576.32,1.7059917489754632,-406.74340578661713,max_bars_exit,46773.252705437604
15149,15248,67379.14,67534.138,1.7581511504419947,-272.50991201622037,max_bars_exit,46500.742793421385
15293,15392,64768.075,66169.755,0.35272705092286194,-494.4104527375598,max_bars_exit,46006.332340683824
