trades,wr,pf,net_pct,max_dd,calmar,tp,sl,mb,adx,pb_pct,atr_floor,vol_mult
37,56.8,0.719,-5.32,-9.04,-0.589,1,36,0,25,0.1,0.0005,0.5
37,56.8,0.719,-5.32,-9.04,-0.589,1,36,0,25,0.1,0.0,0.5
44,56.8,0.797,-4.48,-7.54,-0.594,1,43,0,25,0.3,0.0,1.0
44,56.8,0.797,-4.48,-7.54,-0.594,1,43,0,25,0.3,0.0005,1.0
50,60.0,0.832,-3.92,-6.58,-0.596,1,49,0,25,0.2,0.0005,0.5
50,60.0,0.832,-3.92,-6.58,-0.596,1,49,0,25,0.2,0.0,0.5
55,60.0,0.819,-4.63,-7.69,-0.602,1,54,0,25,0.3,0.0,0.5
55,60.0,0.819,-4.63,-7.69,-0.602,1,54,0,25,0.3,0.0005,0.5
55,60.0,0.839,-4.12,-6.71,-0.614,1,54,0,25,0.2,0.0,0.2
55,60.0,0.839,-4.12,-6.71,-0.614,1,54,0,25,0.2,0.0005,0.2
