min_body,panic_mult,tp_mult,sl_mult,max_bars,trades,wr,pf,net_pct,final_eq,max_dd,calmar
0.2,1.3,3.5,1.5,0,10,70.0,2.594,7.0,10700.09,-1.43,4.89
0.2,1.3,3.5,1.5,12,10,60.0,1.403,1.24,10124.14,-1.34,0.926
0.2,1.3,3.5,1.5,18,10,40.0,2.243,4.05,10405.33,-1.59,2.55
0.2,1.3,3.5,1.5,25,10,70.0,2.834,5.73,10572.67,-1.43,4.0
0.2,1.3,3.5,2.0,0,10,90.0,8.319,9.74,10974.5,-1.31,7.423
0.2,1.3,3.5,2.0,12,10,60.0,1.929,1.56,10155.98,-0.64,2.443
0.2,1.3,3.5,2.0,18,10,40.0,2.98,3.63,10363.08,-1.19,3.043
0.2,1.3,3.5,2.0,25,10,90.0,53.415,8.15,10814.67,-0.15,53.163
0.2,1.3,3.5,2.5,0,10,90.0,6.946,7.52,10751.85,-1.25,6.014
0.2,1.3,3.5,2.5,12,10,60.0,1.933,1.25,10124.95,-0.51,2.446
0.2,1.3,3.5,2.5,18,10,40.0,2.986,2.9,10290.12,-0.96,3.037
0.2,1.3,3.5,2.5,25,10,90.0,53.218,6.47,10647.46,-0.12,52.814
0.2,1.3,4.0,1.5,0,10,70.0,2.899,8.41,10840.64,-1.43,5.872
0.2,1.3,4.0,1.5,12,10,60.0,1.51,1.57,10157.2,-1.34,1.172
0.2,1.3,4.0,1.5,18,10,40.0,2.547,5.08,10507.66,-1.59,3.194
0.2,1.3,4.0,1.5,25,10,70.0,3.154,6.77,10676.64,-1.43,4.726
0.2,1.3,4.0,2.0,0,10,90.0,9.05,10.74,11074.48,-1.31,8.185
0.2,1.3,4.0,2.0,12,10,60.0,2.078,1.81,10180.98,-0.64,2.835
0.2,1.3,4.0,2.0,18,10,40.0,3.389,4.4,10439.83,-1.19,3.686
0.2,1.3,4.0,2.0,25,10,90.0,57.888,8.86,10886.37,-0.15,57.841
0.2,1.3,4.0,2.5,0,10,90.0,7.554,8.3,10830.39,-1.25,6.642
0.2,1.3,4.0,2.5,12,10,60.0,2.082,1.45,10144.95,-0.51,2.838
0.2,1.3,4.0,2.5,18,10,40.0,3.398,3.51,10351.24,-0.96,3.677
0.2,1.3,4.0,2.5,25,10,90.0,57.673,7.04,10704.08,-0.12,57.432
0.2,1.5,2.5,1.5,0,11,72.7,2.304,5.69,10569.46,-1.43,3.977
0.2,1.5,2.5,1.5,12,11,63.6,1.631,1.96,10195.74,-1.34,1.46
0.2,1.5,2.5,1.5,18,11,45.5,2.049,3.42,10342.37,-1.59,2.154
0.2,1.5,2.5,1.5,25,11,72.7,2.629,5.09,10508.7,-1.43,3.553
0.2,1.5,2.5,2.0,0,11,90.9,7.221,8.24,10824.18,-1.31,6.278
0.2,1.5,2.5,2.0,12,11,63.6,2.243,2.1,10209.76,-0.64,3.285
0.2,1.5,2.5,2.0,18,11,45.5,2.717,3.16,10315.56,-1.19,2.644
0.2,1.5,2.5,2.0,25,11,90.9,47.039,7.12,10712.05,-0.15,46.466
0.2,1.5,2.5,2.5,0,11,90.9,6.03,6.33,10633.44,-1.25,5.067
0.2,1.5,2.5,2.5,12,11,63.6,2.247,1.68,10167.8,-0.51,3.285
0.2,1.5,2.5,2.5,18,11,45.5,2.724,2.52,10252.14,-0.96,2.64
0.2,1.5,2.5,2.5,25,11,90.9,46.848,5.66,10566.22,-0.12,46.187
0.2,1.5,3.0,1.5,0,11,72.7,2.599,7.04,10703.66,-1.43,4.915
0.2,1.5,3.0,1.5,12,11,63.6,1.615,1.9,10190.44,-1.34,1.42
0.2,1.5,3.0,1.5,18,11,45.5,2.238,4.05,10405.13,-1.59,2.549
0.2,1.5,3.0,1.5,25,11,72.7,2.828,5.72,10572.46,-1.43,3.998
0.2,1.5,3.0,2.0,0,11,90.9,8.391,9.82,10981.69,-1.31,7.478
0.2,1.5,3.0,2.0,12,11,63.6,2.221,2.06,10205.79,-0.64,3.223
0.2,1.5,3.0,2.0,18,11,45.5,2.971,3.63,10362.67,-1.19,3.039
0.2,1.5,3.0,2.0,25,11,90.9,51.799,7.88,10787.61,-0.15,51.396
0.2,1.5,3.0,2.5,0,11,90.9,7.001,7.57,10757.34,-1.25,6.058
0.2,1.5,3.0,2.5,12,11,63.6,2.225,1.65,10164.65,-0.51,3.224
0.2,1.5,3.0,2.5,18,11,45.5,2.979,2.9,10289.67,-0.96,3.033
0.2,1.5,3.0,2.5,25,11,90.9,51.584,6.26,10625.95,-0.12,51.059
0.2,1.5,3.5,1.5,0,11,72.7,2.821,8.05,10805.45,-1.43,5.626
0.2,1.5,3.5,1.5,12,11,63.6,1.722,2.24,10223.83,-1.34,1.669
0.2,1.5,3.5,1.5,18,11,45.5,2.543,5.08,10507.79,-1.59,3.195
0.2,1.5,3.5,1.5,25,11,72.7,3.148,6.77,10676.77,-1.43,4.727
0.2,1.5,3.5,2.0,0,11,90.9,8.928,10.56,11055.54,-1.31,8.041
0.2,1.5,3.5,2.0,12,11,63.6,2.37,2.31,10230.98,-0.64,3.618
0.2,1.5,3.5,2.0,18,11,45.5,3.381,4.4,10439.61,-1.19,3.684
0.2,1.5,3.5,2.0,25,11,90.9,58.554,8.95,10894.54,-0.15,58.374
0.2,1.5,3.5,2.5,0,11,90.9,7.448,8.15,10815.37,-1.25,6.522
0.2,1.5,3.5,2.5,12,11,63.6,2.374,1.85,10184.77,-0.51,3.617
0.2,1.5,3.5,2.5,18,11,45.5,3.39,3.51,10350.92,-0.96,3.674
0.2,1.5,3.5,2.5,25,11,90.9,58.291,7.1,10710.36,-0.12,57.945
0.2,1.5,4.0,1.5,0,11,72.7,3.126,9.47,10947.38,-1.43,6.617
0.2,1.5,4.0,1.5,12,11,63.6,1.828,2.57,10257.21,-1.34,1.918
0.2,1.5,4.0,1.5,18,11,45.5,2.845,6.11,10611.12,-1.59,3.845
0.2,1.5,4.0,1.5,25,11,72.7,3.465,7.82,10781.77,-1.43,5.46
0.2,1.5,4.0,2.0,0,11,90.9,9.663,11.56,11156.26,-1.31,8.808
0.2,1.5,4.0,2.0,12,11,63.6,2.519,2.56,10256.16,-0.64,4.012
0.2,1.5,4.0,2.0,18,11,45.5,3.789,5.17,10516.93,-1.19,4.332
0.2,1.5,4.0,2.0,25,11,90.9,63.048,9.67,10966.76,-0.15,63.088
0.2,1.5,4.0,2.5,0,11,90.9,8.059,8.94,10894.38,-1.25,7.154
0.2,1.5,4.0,2.5,12,11,63.6,2.523,2.05,10204.89,-0.51,4.011
0.2,1.5,4.0,2.5,18,11,45.5,3.8,4.12,10412.4,-0.96,4.317
0.2,1.5,4.0,2.5,25,11,90.9,62.763,7.67,10767.32,-0.12,62.591
0.2,2.0,2.5,1.5,0,11,72.7,2.149,5.0,10499.77,-1.43,3.491
0.2,2.0,2.5,1.5,12,11,72.7,2.674,3.77,10376.72,-1.34,2.81
0.2,2.0,2.5,1.5,18,11,54.5,3.226,5.17,10517.28,-1.34,3.849
0.2,2.0,2.5,1.5,25,11,72.7,2.645,5.14,10513.91,-1.43,3.589
0.2,2.0,2.5,2.0,0,11,90.9,6.815,7.7,10770.46,-1.31,5.869
0.2,2.0,2.5,2.0,12,11,72.7,4.318,3.45,10345.38,-0.62,5.53
0.2,2.0,2.5,2.0,18,11,54.5,4.964,4.46,10446.09,-0.49,9.08
0.2,2.0,2.5,2.0,25,11,90.9,47.298,7.16,10716.04,-0.15,46.726
0.2,2.0,2.5,2.5,0,11,90.9,5.694,5.91,10591.14,-1.25,4.728
0.2,2.0,2.5,2.5,12,11,72.7,4.323,2.76,10275.72,-0.5,5.517
0.2,2.0,2.5,2.5,18,11,54.5,4.979,3.56,10355.77,-0.39,9.052
0.2,2.0,2.5,2.5,25,11,90.9,47.103,5.69,10569.38,-0.12,46.445
0.2,2.0,3.0,1.5,0,11,72.7,2.369,5.98,10598.24,-1.43,4.178
0.2,2.0,3.0,1.5,12,11,72.7,2.65,3.71,10371.33,-1.34,2.77
0.2,2.0,3.0,1.5,18,11,54.5,3.491,5.81,10581.09,-1.34,4.324
0.2,2.0,3.0,1.5,25,11,72.7,2.844,5.78,10577.71,-1.43,4.035
0.2,2.0,3.0,2.0,0,11,90.9,7.778,9.0,10900.22,-1.31,6.858
0.2,2.0,3.0,2.0,12,11,72.7,4.28,3.41,10341.37,-0.62,5.466
0.2,2.0,3.0,2.0,18,11,54.5,5.379,4.94,10493.8,-0.49,10.051
0.2,2.0,3.0,2.0,25,11,90.9,52.059,7.92,10791.63,-0.15,51.659
0.2,2.0,3.0,2.5,0,11,90.9,6.494,6.93,10693.34,-1.25,5.546
0.2,2.0,3.0,2.5,12,11,72.7,4.285,2.73,10272.54,-0.5,5.453
0.2,2.0,3.0,2.5,18,11,54.5,5.396,3.94,10393.69,-0.39,10.017
0.2,2.0,3.0,2.5,25,11,90.9,51.84,6.29,10629.13,-0.12,51.318
0.2,2.0,3.5,1.5,0,11,72.7,2.676,7.38,10737.91,-1.43,5.154
0.2,2.0,3.5,1.5,12,11,72.7,2.798,4.05,10405.3,-1.34,3.023
0.2,2.0,3.5,1.5,18,11,54.5,3.917,6.85,10685.49,-1.34,5.101
0.2,2.0,3.5,1.5,25,11,72.7,3.164,6.82,10682.07,-1.43,4.764
0.2,2.0,3.5,2.0,0,11,90.9,8.537,10.04,11003.55,-1.31,7.645
0.2,2.0,3.5,2.0,12,11,72.7,4.522,3.67,10366.89,-0.62,5.874
0.2,2.0,3.5,2.0,18,11,54.5,6.047,5.72,10571.71,-0.49,11.637
0.2,2.0,3.5,2.0,25,11,90.9,58.815,8.99,10898.6,-0.15,58.639
0.2,2.0,3.5,2.5,0,11,90.9,7.126,7.75,10774.59,-1.25,6.196
0.2,2.0,3.5,2.5,12,11,72.7,4.528,2.93,10292.87,-0.5,5.86
0.2,2.0,3.5,2.5,18,11,54.5,6.069,4.56,10455.55,-0.39,11.591
0.2,2.0,3.5,2.5,25,11,90.9,58.549,7.14,10713.56,-0.12,58.206
0.2,2.0,4.0,1.5,0,11,72.7,2.981,8.79,10878.96,-1.43,6.139
0.2,2.0,4.0,1.5,12,11,72.7,2.944,4.39,10439.28,-1.34,3.276
0.2,2.0,4.0,1.5,18,11,54.5,4.339,7.91,10790.57,-1.34,5.882
0.2,2.0,4.0,1.5,25,11,72.7,3.481,7.87,10787.12,-1.43,5.498
0.2,2.0,4.0,2.0,0,11,90.9,9.27,11.04,11103.79,-1.31,8.408
0.2,2.0,4.0,2.0,12,11,72.7,4.763,3.92,10392.41,-0.62,6.283
0.2,2.0,4.0,2.0,18,11,54.5,6.712,6.5,10650.01,-0.49,13.231
0.2,2.0,4.0,2.0,25,11,90.9,63.31,9.71,10970.85,-0.15,63.354
0.2,2.0,4.0,2.5,0,11,90.9,7.735,8.53,10853.3,-1.25,6.825
0.2,2.0,4.0,2.5,12,11,72.7,4.77,3.13,10313.2,-0.5,6.267
0.2,2.0,4.0,2.5,18,11,54.5,6.739,5.18,10517.65,-0.39,13.171
0.2,2.0,4.0,2.5,25,11,90.9,63.021,7.71,10770.53,-0.12,62.853
0.2,99.0,2.5,1.5,0,11,72.7,2.149,5.0,10499.77,-1.43,3.491
0.2,99.0,2.5,1.5,12,11,72.7,2.674,3.77,10376.72,-1.34,2.81
0.2,99.0,2.5,1.5,18,11,54.5,3.226,5.17,10517.28,-1.34,3.849
0.2,99.0,2.5,1.5,25,11,72.7,2.645,5.14,10513.91,-1.43,3.589
0.2,99.0,2.5,2.0,0,11,90.9,6.815,7.7,10770.46,-1.31,5.869
0.2,99.0,2.5,2.0,12,11,72.7,4.318,3.45,10345.38,-0.62,5.53
0.2,99.0,2.5,2.0,18,11,54.5,4.964,4.46,10446.09,-0.49,9.08
0.2,99.0,2.5,2.0,25,11,90.9,47.298,7.16,10716.04,-0.15,46.726
0.2,99.0,2.5,2.5,0,11,90.9,5.694,5.91,10591.14,-1.25,4.728
0.2,99.0,2.5,2.5,12,11,72.7,4.323,2.76,10275.72,-0.5,5.517
0.2,99.0,2.5,2.5,18,11,54.5,4.979,3.56,10355.77,-0.39,9.052
0.2,99.0,2.5,2.5,25,11,90.9,47.103,5.69,10569.38,-0.12,46.445
0.2,99.0,3.0,1.5,0,11,72.7,2.369,5.98,10598.24,-1.43,4.178
0.2,99.0,3.0,1.5,12,11,72.7,2.65,3.71,10371.33,-1.34,2.77
0.2,99.0,3.0,1.5,18,11,54.5,3.491,5.81,10581.09,-1.34,4.324
0.2,99.0,3.0,1.5,25,11,72.7,2.844,5.78,10577.71,-1.43,4.035
0.2,99.0,3.0,2.0,0,11,90.9,7.778,9.0,10900.22,-1.31,6.858
0.2,99.0,3.0,2.0,12,11,72.7,4.28,3.41,10341.37,-0.62,5.466
0.2,99.0,3.0,2.0,18,11,54.5,5.379,4.94,10493.8,-0.49,10.051
0.2,99.0,3.0,2.0,25,11,90.9,52.059,7.92,10791.63,-0.15,51.659
0.2,99.0,3.0,2.5,0,11,90.9,6.494,6.93,10693.34,-1.25,5.546
0.2,99.0,3.0,2.5,12,11,72.7,4.285,2.73,10272.54,-0.5,5.453
0.2,99.0,3.0,2.5,18,11,54.5,5.396,3.94,10393.69,-0.39,10.017
0.2,99.0,3.0,2.5,25,11,90.9,51.84,6.29,10629.13,-0.12,51.318
0.2,99.0,3.5,1.5,0,11,72.7,2.676,7.38,10737.91,-1.43,5.154
0.2,99.0,3.5,1.5,12,11,72.7,2.798,4.05,10405.3,-1.34,3.023
0.2,99.0,3.5,1.5,18,11,54.5,3.917,6.85,10685.49,-1.34,5.101
0.2,99.0,3.5,1.5,25,11,72.7,3.164,6.82,10682.07,-1.43,4.764
0.2,99.0,3.5,2.0,0,11,90.9,8.537,10.04,11003.55,-1.31,7.645
0.2,99.0,3.5,2.0,12,11,72.7,4.522,3.67,10366.89,-0.62,5.874
0.2,99.0,3.5,2.0,18,11,54.5,6.047,5.72,10571.71,-0.49,11.637
0.2,99.0,3.5,2.0,25,11,90.9,58.815,8.99,10898.6,-0.15,58.639
0.2,99.0,3.5,2.5,0,11,90.9,7.126,7.75,10774.59,-1.25,6.196
0.2,99.0,3.5,2.5,12,11,72.7,4.528,2.93,10292.87,-0.5,5.86
0.2,99.0,3.5,2.5,18,11,54.5,6.069,4.56,10455.55,-0.39,11.591
0.2,99.0,3.5,2.5,25,11,90.9,58.549,7.14,10713.56,-0.12,58.206
0.2,99.0,4.0,1.5,0,11,72.7,2.981,8.79,10878.96,-1.43,6.139
0.2,99.0,4.0,1.5,12,11,72.7,2.944,4.39,10439.28,-1.34,3.276
0.2,99.0,4.0,1.5,18,11,54.5,4.339,7.91,10790.57,-1.34,5.882
0.2,99.0,4.0,1.5,25,11,72.7,3.481,7.87,10787.12,-1.43,5.498
0.2,99.0,4.0,2.0,0,11,90.9,9.27,11.04,11103.79,-1.31,8.408
0.2,99.0,4.0,2.0,12,11,72.7,4.763,3.92,10392.41,-0.62,6.283
0.2,99.0,4.0,2.0,18,11,54.5,6.712,6.5,10650.01,-0.49,13.231
0.2,99.0,4.0,2.0,25,11,90.9,63.31,9.71,10970.85,-0.15,63.354
0.2,99.0,4.0,2.5,0,11,90.9,7.735,8.53,10853.3,-1.25,6.825
0.2,99.0,4.0,2.5,12,11,72.7,4.77,3.13,10313.2,-0.5,6.267
0.2,99.0,4.0,2.5,18,11,54.5,6.739,5.18,10517.65,-0.39,13.171
0.2,99.0,4.0,2.5,25,11,90.9,63.021,7.71,10770.53,-0.12,62.853
