session,adx,tp,sl,pb_pct,trail_dist,risk_pct,trades,wr,pf,ret,mdd
all,25,4.5,1.5,0.4,1.0,0.02,11,63.63636363636363,2.864505541596386,15.226126922681992,-5.6224277852746125
all,22,4.5,1.5,0.3,0.4,0.02,12,58.333333333333336,2.4960224181483817,15.17870307802822,-7.656999869736428
no_overnight,22,4.5,1.5,0.4,0.4,0.02,12,58.333333333333336,2.4960224181483817,15.17870307802822,-7.656999869736428
all,22,4.5,1.5,0.5,0.4,0.02,12,58.333333333333336,2.4960224181483817,15.17870307802822,-7.656999869736428
all,22,4.5,1.5,0.4,0.4,0.02,12,58.333333333333336,2.4960224181483817,15.17870307802822,-7.656999869736428
no_overnight,22,4.5,1.5,0.3,0.4,0.02,12,58.333333333333336,2.4960224181483817,15.17870307802822,-7.656999869736428
no_overnight,22,4.5,1.5,0.5,0.4,0.02,12,58.333333333333336,2.4960224181483817,15.17870307802822,-7.656999869736428
no_overnight,25,4.0,1.5,0.4,0.4,0.02,11,63.63636363636363,2.8520337006858356,15.102595503705896,-5.6224277852746125
no_overnight,25,4.0,1.5,0.3,0.4,0.02,11,63.63636363636363,2.8520337006858356,15.102595503705896,-5.6224277852746125
all,25,4.0,1.5,0.3,0.4,0.02,11,63.63636363636363,2.8520337006858356,15.102595503705896,-5.6224277852746125
all,25,4.0,1.5,0.4,0.4,0.02,11,63.63636363636363,2.8520337006858356,15.102595503705896,-5.6224277852746125
no_overnight,25,4.0,1.5,0.5,0.4,0.02,11,63.63636363636363,2.8520337006858356,15.102595503705896,-5.6224277852746125
all,25,4.0,1.5,0.5,0.4,0.02,11,63.63636363636363,2.8520337006858356,15.102595503705896,-5.6224277852746125
no_overnight,20,5.0,2.0,0.5,0.6,0.02,13,61.53846153846154,2.2639320000464314,14.97592301633861,-4.559229806416697
no_overnight,20,5.0,2.0,0.3,0.6,0.02,13,61.53846153846154,2.2639320000464314,14.97592301633861,-4.559229806416697
all,20,5.0,2.0,0.4,0.6,0.02,13,61.53846153846154,2.2639320000464314,14.97592301633861,-4.559229806416697
no_overnight,20,5.0,2.0,0.4,0.6,0.02,13,61.53846153846154,2.2639320000464314,14.97592301633861,-4.559229806416697
all,20,5.0,2.0,0.5,0.6,0.02,13,61.53846153846154,2.2639320000464314,14.97592301633861,-4.559229806416697
all,20,5.0,2.0,0.3,0.6,0.02,13,61.53846153846154,2.2639320000464314,14.97592301633861,-4.559229806416697
all,22,4.0,2.5,0.5,0.4,0.02,12,75.0,3.0717258884262852,14.96545570226846,-4.790216310019313
all,22,4.0,2.5,0.3,0.4,0.02,12,75.0,3.0717258884262852,14.96545570226846,-4.790216310019313
