entry_time,exit_time,direction,entry,exit,result,pnl_pct,dollar_pnl,equity
2025-03-27 14:30,2025-03-27 14:30,short,7.535,7.5642,TSL,-0.387,-131.0,9869.0
2025-04-04 09:30,2025-04-04 09:30,short,7.285,6.8248,TSL,6.317,614.55,10483.55
2025-06-03 14:00,2025-06-03 14:00,long,7.79,7.8529,TSL,0.807,174.95,10658.5
2025-06-11 10:30,2025-06-11 10:30,long,8.005,8.0778,TSL,0.909,200.78,10859.28
2025-06-25 09:30,2025-06-25 09:30,long,7.94,7.9884,TSL,0.609,171.07,11030.35
2025-07-11 14:30,2025-07-11 14:30,long,8.265,8.2423,TSL,-0.274,-158.56,10871.79
2025-08-11 10:30,2025-08-11 10:30,long,8.14,8.1789,TSL,0.478,189.84,11061.63
2025-08-11 11:30,2025-08-11 11:30,long,8.18,8.2187,TSL,0.473,165.54,11227.17
2025-09-05 15:00,2025-09-05 15:00,long,8.17,8.2188,TSL,0.598,246.78,11473.95
2025-09-08 13:30,2025-09-08 13:30,long,8.22,8.2029,TSL,-0.208,-180.92,11293.04
2025-10-22 10:30,2025-10-22 10:30,short,8.165,8.0816,TSL,1.021,337.73,11630.77
2025-11-04 09:30,2025-11-04 09:30,long,8.33,8.3023,TSL,-0.333,-158.22,11472.55
2025-11-10 09:30,2025-11-10 09:30,short,8.185,8.2168,TSL,-0.388,-150.19,11322.35
2025-11-21 10:30,2025-11-21 10:30,short,8.06,7.9629,TSL,1.205,229.25,11551.61
2025-12-17 09:30,2025-12-17 09:30,short,8.155,8.1798,TSL,-0.304,-161.07,11390.53
2026-01-13 09:30,2026-01-13 09:30,long,8.475,8.504,TSL,0.343,126.77,11517.3
2026-02-05 10:00,2026-02-05 10:00,short,8.1,7.9924,TSL,1.329,316.77,11834.07
2026-02-11 09:30,2026-02-11 09:30,short,8.05,8.0689,TSL,-0.234,-178.94,11655.13
2026-03-06 12:00,2026-03-06 12:00,short,7.56,7.4777,TSL,1.088,207.71,11862.84
2026-03-09 09:30,2026-03-09 09:30,short,7.455,7.2276,TSL,3.051,676.77,12539.61
2026-03-13 09:30,2026-03-13 09:30,short,7.455,7.4958,TSL,-0.547,-152.9,12386.7
