entry_time,exit_time,direction,entry,exit,result,pnl_pct,dollar_pnl,equity
2025-03-27 11:30:00-04:00,2025-03-27 15:00:00-04:00,short,7.535,7.573886979581291,SL,-0.516,-123.25,9876.75
2025-10-20 15:30:00-04:00,2025-10-21 11:30:00-04:00,short,8.195,8.143959613523892,TP,0.623,139.54,10016.29
2025-11-07 10:00:00-05:00,2025-11-10 09:30:00-05:00,short,8.185,8.227360128682024,SL,-0.518,-123.39,9892.9
2025-11-20 13:30:00-05:00,2025-11-21 10:30:00-05:00,short,8.115,8.008008635511635,TP,1.318,157.37,10050.27
2025-12-17 10:30:00-05:00,2025-12-18 09:30:00-05:00,short,8.155,8.19067101439482,SL,-0.437,-128.07,9922.2
2026-01-28 15:30:00-05:00,2026-01-29 09:30:00-05:00,short,8.275,8.298130095957026,SL,-0.28,-141.82,9780.38
2026-02-10 15:00:00-05:00,2026-02-11 09:30:00-05:00,short,8.075,8.098239989908665,SL,-0.288,-138.58,9641.79
2026-02-11 10:00:00-05:00,2026-02-12 11:00:00-05:00,short,8.055,7.998030447812923,TP,0.707,140.1,9781.9
