vol_mult,rsi_lo,rsi_hi,adx_thresh,sl,tp,risk,n,wr,pf,ret,mdd,calmar
1.0,28,58,14,2.0,9.0,0.025,14,21.4,0.663,-7.73,-7.73,-1.0
1.0,32,52,14,2.0,9.0,0.025,14,21.4,0.663,-7.73,-7.73,-1.0
0.5,32,52,14,2.0,9.0,0.025,17,23.5,0.724,-7.77,-7.77,-1.0
0.5,28,58,14,2.0,9.0,0.025,17,23.5,0.724,-7.77,-7.77,-1.0
0.5,30,55,14,2.0,9.0,0.025,17,23.5,0.724,-7.77,-7.77,-1.0
1.0,32,52,17,2.0,8.0,0.025,13,23.1,0.63,-7.8,-7.8,-1.0
1.0,28,58,17,2.0,8.0,0.025,13,23.1,0.63,-7.8,-7.8,-1.0
1.0,30,55,17,2.0,8.0,0.025,13,23.1,0.63,-7.8,-7.8,-1.0
0.5,30,55,14,2.0,8.0,0.025,19,26.3,0.726,-8.14,-8.14,-1.0
0.5,32,52,14,2.0,8.0,0.025,19,26.3,0.726,-8.14,-8.14,-1.0
0.5,28,58,14,2.0,8.0,0.025,19,26.3,0.726,-8.14,-8.14,-1.0
1.0,30,55,14,2.0,8.0,0.02,14,21.4,0.614,-8.3,-8.3,-1.0
1.0,28,58,14,2.0,8.0,0.02,14,21.4,0.614,-8.3,-8.3,-1.0
1.0,32,52,14,2.0,8.0,0.02,14,21.4,0.614,-8.3,-8.3,-1.0
1.0,30,55,17,2.0,7.0,0.02,13,23.1,0.575,-8.38,-8.38,-1.0
1.0,28,58,17,2.0,7.0,0.02,13,23.1,0.575,-8.38,-8.38,-1.0
1.0,32,52,17,2.0,7.0,0.02,13,23.1,0.575,-8.38,-8.38,-1.0
0.5,30,55,17,2.0,9.0,0.025,17,23.5,0.706,-8.45,-8.45,-1.0
0.5,28,58,17,2.0,9.0,0.025,17,23.5,0.706,-8.45,-8.45,-1.0
0.5,32,52,17,2.0,9.0,0.025,17,23.5,0.706,-8.45,-8.45,-1.0
0.7,28,58,17,2.0,7.0,0.02,18,27.8,0.682,-8.59,-8.59,-1.0
0.7,32,52,17,2.0,7.0,0.02,18,27.8,0.682,-8.59,-8.59,-1.0
0.7,30,55,17,2.0,7.0,0.02,18,27.8,0.682,-8.59,-8.59,-1.0
0.5,30,55,17,2.0,8.0,0.025,19,26.3,0.71,-8.82,-8.82,-1.0
0.5,32,52,17,2.0,8.0,0.025,19,26.3,0.71,-8.82,-8.82,-1.0
0.5,28,58,17,2.0,8.0,0.025,19,26.3,0.71,-8.82,-8.82,-1.0
1.0,30,55,14,2.0,8.0,0.025,14,21.4,0.585,-9.37,-9.37,-1.0
1.0,28,58,14,2.0,8.0,0.025,14,21.4,0.585,-9.37,-9.37,-1.0
1.0,32,52,14,2.0,8.0,0.025,14,21.4,0.585,-9.37,-9.37,-1.0
1.0,28,58,17,2.0,7.0,0.025,13,23.1,0.546,-9.45,-9.45,-1.0
1.0,32,52,17,2.0,7.0,0.025,13,23.1,0.546,-9.45,-9.45,-1.0
1.0,30,55,17,2.0,7.0,0.025,13,23.1,0.546,-9.45,-9.45,-1.0
0.7,28,58,17,2.0,7.0,0.025,18,27.8,0.648,-9.99,-9.99,-1.0
0.7,30,55,17,2.0,7.0,0.025,18,27.8,0.648,-9.99,-9.99,-1.0
0.7,32,52,17,2.0,7.0,0.025,18,27.8,0.648,-9.99,-9.99,-1.0
0.5,30,55,17,2.0,7.0,0.02,19,26.3,0.645,-10.06,-10.06,-1.0
0.5,32,52,17,2.0,7.0,0.02,19,26.3,0.645,-10.06,-10.06,-1.0
0.5,28,58,17,2.0,7.0,0.02,19,26.3,0.645,-10.06,-10.06,-1.0
0.5,32,52,17,2.0,7.0,0.025,19,26.3,0.615,-11.44,-11.44,-1.0
0.5,28,58,17,2.0,7.0,0.025,19,26.3,0.615,-11.44,-11.44,-1.0
0.5,30,55,17,2.0,7.0,0.025,19,26.3,0.615,-11.44,-11.44,-1.0
