trail_act,trail_dist,tp_mult,adx_thresh,sl_mult,risk_pct,n,wr,pf,ret,mdd,calmar
1.0,0.3,8.0,14,2.0,0.02,58,56.9,0.78,-10.89,-20.68,-0.53
1.0,0.3,8.0,14,2.0,0.025,58,56.9,0.811,-9.96,-21.51,-0.46
1.0,0.3,8.0,14,2.0,0.03,58,56.9,0.852,-8.09,-21.97,-0.37
1.0,0.3,8.0,18,1.5,0.02,42,54.8,0.967,-1.16,-14.19,-0.08
1.0,0.3,8.0,18,1.5,0.025,42,54.8,1.019,0.69,-15.0,0.05
1.0,0.3,8.0,18,1.5,0.03,42,54.8,1.021,0.79,-15.15,0.05
1.0,0.3,8.0,18,2.0,0.02,42,59.5,0.921,-2.84,-15.33,-0.18
1.0,0.3,8.0,18,2.0,0.025,42,59.5,0.953,-1.81,-16.3,-0.11
1.0,0.3,8.0,18,2.0,0.03,42,59.5,1.001,0.03,-16.96,0.0
1.0,0.3,16.0,10,1.5,0.02,63,52.4,0.861,-6.85,-19.99,-0.34
1.0,0.3,16.0,10,1.5,0.025,63,52.4,0.917,-4.26,-20.45,-0.21
1.0,0.3,16.0,10,1.5,0.03,63,52.4,0.926,-3.83,-20.5,-0.19
1.0,0.3,16.0,10,2.0,0.02,63,57.1,0.809,-9.57,-20.53,-0.47
1.0,0.3,16.0,10,2.0,0.025,63,57.1,0.844,-8.31,-21.35,-0.39
1.0,0.3,16.0,10,2.0,0.03,63,57.1,0.889,-6.17,-21.81,-0.28
1.0,0.3,16.0,14,1.5,0.02,58,51.7,0.839,-7.85,-20.85,-0.38
1.0,0.3,16.0,14,1.5,0.025,58,51.7,0.894,-5.33,-21.34,-0.25
1.0,0.3,16.0,14,1.5,0.03,58,51.7,0.903,-4.9,-21.39,-0.23
1.0,0.3,16.0,14,2.0,0.02,58,56.9,0.792,-10.3,-20.68,-0.5
1.0,0.3,16.0,14,2.0,0.025,58,56.9,0.825,-9.23,-21.51,-0.43
1.0,0.3,16.0,14,2.0,0.03,58,56.9,0.868,-7.22,-21.97,-0.33
1.0,0.3,16.0,18,1.5,0.02,42,54.8,0.991,-0.31,-14.19,-0.02
1.0,0.3,16.0,18,1.5,0.025,42,54.8,1.048,1.74,-15.0,0.12
1.0,0.3,16.0,18,1.5,0.03,42,54.8,1.05,1.87,-15.15,0.12
1.0,0.3,16.0,18,2.0,0.02,42,59.5,0.939,-2.2,-15.33,-0.14
1.0,0.3,16.0,18,2.0,0.025,42,59.5,0.974,-1.02,-16.3,-0.06
1.0,0.3,16.0,18,2.0,0.03,42,59.5,1.024,0.98,-16.96,0.06
1.0,0.3,32.0,10,1.5,0.02,63,52.4,0.861,-6.85,-19.99,-0.34
1.0,0.3,32.0,10,1.5,0.025,63,52.4,0.917,-4.26,-20.45,-0.21
1.0,0.3,32.0,10,1.5,0.03,63,52.4,0.926,-3.83,-20.5,-0.19
1.0,0.3,32.0,10,2.0,0.02,63,57.1,0.809,-9.57,-20.53,-0.47
1.0,0.3,32.0,10,2.0,0.025,63,57.1,0.844,-8.31,-21.35,-0.39
1.0,0.3,32.0,10,2.0,0.03,63,57.1,0.889,-6.17,-21.81,-0.28
1.0,0.3,32.0,14,1.5,0.02,58,51.7,0.839,-7.85,-20.85,-0.38
1.0,0.3,32.0,14,1.5,0.025,58,51.7,0.894,-5.33,-21.34,-0.25
1.0,0.3,32.0,14,1.5,0.03,58,51.7,0.903,-4.9,-21.39,-0.23
1.0,0.3,32.0,14,2.0,0.02,58,56.9,0.792,-10.3,-20.68,-0.5
1.0,0.3,32.0,14,2.0,0.025,58,56.9,0.825,-9.23,-21.51,-0.43
1.0,0.3,32.0,14,2.0,0.03,58,56.9,0.868,-7.22,-21.97,-0.33
1.0,0.3,32.0,18,1.5,0.02,42,54.8,0.991,-0.31,-14.19,-0.02
1.0,0.3,32.0,18,1.5,0.025,42,54.8,1.048,1.74,-15.0,0.12
1.0,0.3,32.0,18,1.5,0.03,42,54.8,1.05,1.87,-15.15,0.12
1.0,0.3,32.0,18,2.0,0.02,42,59.5,0.939,-2.2,-15.33,-0.14
1.0,0.3,32.0,18,2.0,0.025,42,59.5,0.974,-1.02,-16.3,-0.06
1.0,0.3,32.0,18,2.0,0.03,42,59.5,1.024,0.98,-16.96,0.06
1.0,0.3,999.0,10,1.5,0.02,63,52.4,0.861,-6.85,-19.99,-0.34
1.0,0.3,999.0,10,1.5,0.025,63,52.4,0.917,-4.26,-20.45,-0.21
1.0,0.3,999.0,10,1.5,0.03,63,52.4,0.926,-3.83,-20.5,-0.19
1.0,0.3,999.0,10,2.0,0.02,63,57.1,0.809,-9.57,-20.53,-0.47
1.0,0.3,999.0,10,2.0,0.025,63,57.1,0.844,-8.31,-21.35,-0.39
1.0,0.3,999.0,10,2.0,0.03,63,57.1,0.889,-6.17,-21.81,-0.28
1.0,0.3,999.0,14,1.5,0.02,58,51.7,0.839,-7.85,-20.85,-0.38
1.0,0.3,999.0,14,1.5,0.025,58,51.7,0.894,-5.33,-21.34,-0.25
1.0,0.3,999.0,14,1.5,0.03,58,51.7,0.903,-4.9,-21.39,-0.23
1.0,0.3,999.0,14,2.0,0.02,58,56.9,0.792,-10.3,-20.68,-0.5
1.0,0.3,999.0,14,2.0,0.025,58,56.9,0.825,-9.23,-21.51,-0.43
1.0,0.3,999.0,14,2.0,0.03,58,56.9,0.868,-7.22,-21.97,-0.33
1.0,0.3,999.0,18,1.5,0.02,42,54.8,0.991,-0.31,-14.19,-0.02
1.0,0.3,999.0,18,1.5,0.025,42,54.8,1.048,1.74,-15.0,0.12
1.0,0.3,999.0,18,1.5,0.03,42,54.8,1.05,1.87,-15.15,0.12
1.0,0.3,999.0,18,2.0,0.02,42,59.5,0.939,-2.2,-15.33,-0.14
1.0,0.3,999.0,18,2.0,0.025,42,59.5,0.974,-1.02,-16.3,-0.06
1.0,0.3,999.0,18,2.0,0.03,42,59.5,1.024,0.98,-16.96,0.06
1.0,0.5,8.0,10,1.5,0.02,62,50.0,0.812,-8.96,-21.02,-0.43
1.0,0.5,8.0,10,1.5,0.025,62,50.0,0.868,-6.51,-21.43,-0.3
1.0,0.5,8.0,10,1.5,0.03,62,50.0,0.875,-6.21,-21.5,-0.29
1.0,0.5,8.0,10,2.0,0.02,62,54.8,0.758,-11.7,-21.39,-0.55
1.0,0.5,8.0,10,2.0,0.025,62,54.8,0.798,-10.35,-22.08,-0.47
1.0,0.5,8.0,10,2.0,0.03,62,54.8,0.846,-8.18,-22.45,-0.36
1.0,0.5,8.0,14,1.5,0.02,57,49.1,0.806,-9.1,-21.14,-0.43
1.0,0.5,8.0,14,1.5,0.025,57,49.1,0.863,-6.68,-21.57,-0.31
1.0,0.5,8.0,14,1.5,0.03,57,49.1,0.87,-6.38,-21.65,-0.29
1.0,0.5,8.0,14,2.0,0.02,57,54.4,0.755,-11.73,-21.3,-0.55
1.0,0.5,8.0,14,2.0,0.025,57,54.4,0.793,-10.46,-21.99,-0.48
1.0,0.5,8.0,14,2.0,0.03,57,54.4,0.841,-8.34,-22.4,-0.37
1.0,0.5,8.0,18,1.5,0.02,42,50.0,0.882,-4.11,-16.64,-0.25
1.0,0.5,8.0,18,1.5,0.025,42,50.0,0.939,-2.23,-17.42,-0.13
1.0,0.5,8.0,18,1.5,0.03,42,50.0,0.941,-2.18,-17.56,-0.12
1.0,0.5,8.0,18,2.0,0.02,42,54.8,0.832,-5.95,-16.19,-0.37
1.0,0.5,8.0,18,2.0,0.025,42,54.8,0.867,-5.09,-17.22,-0.3
1.0,0.5,8.0,18,2.0,0.03,42,54.8,0.916,-3.34,-17.88,-0.19
1.0,0.5,16.0,10,1.5,0.02,62,50.0,0.823,-8.4,-21.02,-0.4
1.0,0.5,16.0,10,1.5,0.025,62,50.0,0.882,-5.81,-21.43,-0.27
1.0,0.5,16.0,10,1.5,0.03,62,50.0,0.889,-5.49,-21.5,-0.26
1.0,0.5,16.0,10,2.0,0.02,62,54.8,0.767,-11.29,-21.39,-0.53
1.0,0.5,16.0,10,2.0,0.025,62,54.8,0.808,-9.83,-22.08,-0.45
1.0,0.5,16.0,10,2.0,0.03,62,54.8,0.858,-7.55,-22.45,-0.34
1.0,0.5,16.0,14,1.5,0.02,57,49.1,0.818,-8.54,-21.14,-0.4
1.0,0.5,16.0,14,1.5,0.025,57,49.1,0.877,-5.98,-21.57,-0.28
1.0,0.5,16.0,14,1.5,0.03,57,49.1,0.885,-5.66,-21.65,-0.26
1.0,0.5,16.0,14,2.0,0.02,57,54.4,0.764,-11.32,-21.3,-0.53
1.0,0.5,16.0,14,2.0,0.025,57,54.4,0.803,-9.94,-21.99,-0.45
1.0,0.5,16.0,14,2.0,0.03,57,54.4,0.853,-7.72,-22.4,-0.34
1.0,0.5,16.0,18,1.5,0.02,42,50.0,0.899,-3.52,-16.64,-0.21
1.0,0.5,16.0,18,1.5,0.025,42,50.0,0.959,-1.49,-17.42,-0.09
1.0,0.5,16.0,18,1.5,0.03,42,50.0,0.961,-1.43,-17.56,-0.08
1.0,0.5,16.0,18,2.0,0.02,42,54.8,0.845,-5.51,-16.19,-0.34
1.0,0.5,16.0,18,2.0,0.025,42,54.8,0.881,-4.54,-17.22,-0.26
1.0,0.5,16.0,18,2.0,0.03,42,54.8,0.933,-2.68,-17.88,-0.15
1.0,0.5,32.0,10,1.5,0.02,62,50.0,0.823,-8.4,-21.02,-0.4
1.0,0.5,32.0,10,1.5,0.025,62,50.0,0.882,-5.81,-21.43,-0.27
1.0,0.5,32.0,10,1.5,0.03,62,50.0,0.889,-5.49,-21.5,-0.26
1.0,0.5,32.0,10,2.0,0.02,62,54.8,0.767,-11.29,-21.39,-0.53
1.0,0.5,32.0,10,2.0,0.025,62,54.8,0.808,-9.83,-22.08,-0.45
1.0,0.5,32.0,10,2.0,0.03,62,54.8,0.858,-7.55,-22.45,-0.34
1.0,0.5,32.0,14,1.5,0.02,57,49.1,0.818,-8.54,-21.14,-0.4
1.0,0.5,32.0,14,1.5,0.025,57,49.1,0.877,-5.98,-21.57,-0.28
1.0,0.5,32.0,14,1.5,0.03,57,49.1,0.885,-5.66,-21.65,-0.26
1.0,0.5,32.0,14,2.0,0.02,57,54.4,0.764,-11.32,-21.3,-0.53
1.0,0.5,32.0,14,2.0,0.025,57,54.4,0.803,-9.94,-21.99,-0.45
1.0,0.5,32.0,14,2.0,0.03,57,54.4,0.853,-7.72,-22.4,-0.34
1.0,0.5,32.0,18,1.5,0.02,42,50.0,0.899,-3.52,-16.64,-0.21
1.0,0.5,32.0,18,1.5,0.025,42,50.0,0.959,-1.49,-17.42,-0.09
1.0,0.5,32.0,18,1.5,0.03,42,50.0,0.961,-1.43,-17.56,-0.08
1.0,0.5,32.0,18,2.0,0.02,42,54.8,0.845,-5.51,-16.19,-0.34
1.0,0.5,32.0,18,2.0,0.025,42,54.8,0.881,-4.54,-17.22,-0.26
1.0,0.5,32.0,18,2.0,0.03,42,54.8,0.933,-2.68,-17.88,-0.15
1.0,0.5,999.0,10,1.5,0.02,62,50.0,0.823,-8.4,-21.02,-0.4
1.0,0.5,999.0,10,1.5,0.025,62,50.0,0.882,-5.81,-21.43,-0.27
1.0,0.5,999.0,10,1.5,0.03,62,50.0,0.889,-5.49,-21.5,-0.26
1.0,0.5,999.0,10,2.0,0.02,62,54.8,0.767,-11.29,-21.39,-0.53
1.0,0.5,999.0,10,2.0,0.025,62,54.8,0.808,-9.83,-22.08,-0.45
1.0,0.5,999.0,10,2.0,0.03,62,54.8,0.858,-7.55,-22.45,-0.34
1.0,0.5,999.0,14,1.5,0.02,57,49.1,0.818,-8.54,-21.14,-0.4
1.0,0.5,999.0,14,1.5,0.025,57,49.1,0.877,-5.98,-21.57,-0.28
1.0,0.5,999.0,14,1.5,0.03,57,49.1,0.885,-5.66,-21.65,-0.26
1.0,0.5,999.0,14,2.0,0.02,57,54.4,0.764,-11.32,-21.3,-0.53
1.0,0.5,999.0,14,2.0,0.025,57,54.4,0.803,-9.94,-21.99,-0.45
1.0,0.5,999.0,14,2.0,0.03,57,54.4,0.853,-7.72,-22.4,-0.34
1.0,0.5,999.0,18,1.5,0.02,42,50.0,0.899,-3.52,-16.64,-0.21
1.0,0.5,999.0,18,1.5,0.025,42,50.0,0.959,-1.49,-17.42,-0.09
1.0,0.5,999.0,18,1.5,0.03,42,50.0,0.961,-1.43,-17.56,-0.08
1.0,0.5,999.0,18,2.0,0.02,42,54.8,0.845,-5.51,-16.19,-0.34
1.0,0.5,999.0,18,2.0,0.025,42,54.8,0.881,-4.54,-17.22,-0.26
1.0,0.5,999.0,18,2.0,0.03,42,54.8,0.933,-2.68,-17.88,-0.15
1.0,0.8,8.0,10,1.5,0.02,62,43.5,0.729,-12.91,-23.05,-0.56
1.0,0.8,8.0,10,1.5,0.025,62,43.5,0.779,-10.89,-23.48,-0.46
1.0,0.8,8.0,10,1.5,0.03,62,43.5,0.783,-10.75,-23.58,-0.46
1.0,0.8,8.0,10,2.0,0.02,62,46.8,0.668,-16.01,-24.04,-0.67
1.0,0.8,8.0,10,2.0,0.025,62,46.8,0.707,-14.94,-24.81,-0.6
1.0,0.8,8.0,10,2.0,0.03,62,46.8,0.752,-13.11,-25.2,-0.52
1.0,0.8,8.0,14,1.5,0.02,57,45.6,0.681,-14.66,-24.6,-0.6
1.0,0.8,8.0,14,1.5,0.025,57,45.6,0.731,-12.79,-25.11,-0.51
1.0,0.8,8.0,14,1.5,0.03,57,45.6,0.736,-12.64,-25.21,-0.5
1.0,0.8,8.0,14,2.0,0.02,57,49.1,0.634,-17.16,-23.92,-0.72
1.0,0.8,8.0,14,2.0,0.025,57,49.1,0.666,-16.51,-24.74,-0.67
1.0,0.8,8.0,14,2.0,0.03,57,49.1,0.707,-14.95,-25.01,-0.6
1.0,0.8,8.0,18,1.5,0.02,42,45.2,0.763,-8.19,-18.71,-0.44
1.0,0.8,8.0,18,1.5,0.025,42,45.2,0.817,-6.64,-19.47,-0.34
1.0,0.8,8.0,18,1.5,0.03,42,45.2,0.818,-6.67,-19.62,-0.34
1.0,0.8,8.0,18,2.0,0.02,42,50.0,0.717,-9.9,-17.07,-0.58
1.0,0.8,8.0,18,2.0,0.025,42,50.0,0.747,-9.53,-18.23,-0.52
1.0,0.8,8.0,18,2.0,0.03,42,50.0,0.792,-8.18,-18.76,-0.44
1.0,0.8,16.0,10,1.5,0.02,62,43.5,0.733,-12.69,-23.05,-0.55
1.0,0.8,16.0,10,1.5,0.025,62,43.5,0.784,-10.62,-23.48,-0.45
1.0,0.8,16.0,10,1.5,0.03,62,43.5,0.789,-10.46,-23.58,-0.44
1.0,0.8,16.0,10,2.0,0.02,62,46.8,0.671,-15.85,-24.04,-0.66
1.0,0.8,16.0,10,2.0,0.025,62,46.8,0.711,-14.73,-24.81,-0.59
1.0,0.8,16.0,10,2.0,0.03,62,46.8,0.757,-12.86,-25.2,-0.51
1.0,0.8,16.0,14,1.5,0.02,57,45.6,0.686,-14.44,-24.6,-0.59
1.0,0.8,16.0,14,1.5,0.025,57,45.6,0.737,-12.52,-25.11,-0.5
1.0,0.8,16.0,14,1.5,0.03,57,45.6,0.742,-12.37,-25.21,-0.49
1.0,0.8,16.0,14,2.0,0.02,57,49.1,0.637,-17.0,-23.92,-0.71
1.0,0.8,16.0,14,2.0,0.025,57,49.1,0.67,-16.31,-24.74,-0.66
1.0,0.8,16.0,14,2.0,0.03,57,49.1,0.712,-14.72,-25.01,-0.59
1.0,0.8,16.0,18,1.5,0.02,42,45.2,0.77,-7.96,-18.71,-0.43
1.0,0.8,16.0,18,1.5,0.025,42,45.2,0.825,-6.35,-19.47,-0.33
1.0,0.8,16.0,18,1.5,0.03,42,45.2,0.826,-6.38,-19.62,-0.33
1.0,0.8,16.0,18,2.0,0.02,42,50.0,0.722,-9.73,-17.07,-0.57
1.0,0.8,16.0,18,2.0,0.025,42,50.0,0.753,-9.31,-18.23,-0.51
1.0,0.8,16.0,18,2.0,0.03,42,50.0,0.798,-7.93,-18.76,-0.42
1.0,0.8,32.0,10,1.5,0.02,62,43.5,0.733,-12.69,-23.05,-0.55
1.0,0.8,32.0,10,1.5,0.025,62,43.5,0.784,-10.62,-23.48,-0.45
1.0,0.8,32.0,10,1.5,0.03,62,43.5,0.789,-10.46,-23.58,-0.44
1.0,0.8,32.0,10,2.0,0.02,62,46.8,0.671,-15.85,-24.04,-0.66
1.0,0.8,32.0,10,2.0,0.025,62,46.8,0.711,-14.73,-24.81,-0.59
1.0,0.8,32.0,10,2.0,0.03,62,46.8,0.757,-12.86,-25.2,-0.51
1.0,0.8,32.0,14,1.5,0.02,57,45.6,0.686,-14.44,-24.6,-0.59
1.0,0.8,32.0,14,1.5,0.025,57,45.6,0.737,-12.52,-25.11,-0.5
1.0,0.8,32.0,14,1.5,0.03,57,45.6,0.742,-12.37,-25.21,-0.49
1.0,0.8,32.0,14,2.0,0.02,57,49.1,0.637,-17.0,-23.92,-0.71
1.0,0.8,32.0,14,2.0,0.025,57,49.1,0.67,-16.31,-24.74,-0.66
1.0,0.8,32.0,14,2.0,0.03,57,49.1,0.712,-14.72,-25.01,-0.59
1.0,0.8,32.0,18,1.5,0.02,42,45.2,0.77,-7.96,-18.71,-0.43
1.0,0.8,32.0,18,1.5,0.025,42,45.2,0.825,-6.35,-19.47,-0.33
1.0,0.8,32.0,18,1.5,0.03,42,45.2,0.826,-6.38,-19.62,-0.33
1.0,0.8,32.0,18,2.0,0.02,42,50.0,0.722,-9.73,-17.07,-0.57
1.0,0.8,32.0,18,2.0,0.025,42,50.0,0.753,-9.31,-18.23,-0.51
1.0,0.8,32.0,18,2.0,0.03,42,50.0,0.798,-7.93,-18.76,-0.42
1.0,0.8,999.0,10,1.5,0.02,62,43.5,0.733,-12.69,-23.05,-0.55
1.0,0.8,999.0,10,1.5,0.025,62,43.5,0.784,-10.62,-23.48,-0.45
1.0,0.8,999.0,10,1.5,0.03,62,43.5,0.789,-10.46,-23.58,-0.44
1.0,0.8,999.0,10,2.0,0.02,62,46.8,0.671,-15.85,-24.04,-0.66
1.0,0.8,999.0,10,2.0,0.025,62,46.8,0.711,-14.73,-24.81,-0.59
1.0,0.8,999.0,10,2.0,0.03,62,46.8,0.757,-12.86,-25.2,-0.51
1.0,0.8,999.0,14,1.5,0.02,57,45.6,0.686,-14.44,-24.6,-0.59
1.0,0.8,999.0,14,1.5,0.025,57,45.6,0.737,-12.52,-25.11,-0.5
1.0,0.8,999.0,14,1.5,0.03,57,45.6,0.742,-12.37,-25.21,-0.49
1.0,0.8,999.0,14,2.0,0.02,57,49.1,0.637,-17.0,-23.92,-0.71
1.0,0.8,999.0,14,2.0,0.025,57,49.1,0.67,-16.31,-24.74,-0.66
1.0,0.8,999.0,14,2.0,0.03,57,49.1,0.712,-14.72,-25.01,-0.59
1.0,0.8,999.0,18,1.5,0.02,42,45.2,0.77,-7.96,-18.71,-0.43
1.0,0.8,999.0,18,1.5,0.025,42,45.2,0.825,-6.35,-19.47,-0.33
1.0,0.8,999.0,18,1.5,0.03,42,45.2,0.826,-6.38,-19.62,-0.33
1.0,0.8,999.0,18,2.0,0.02,42,50.0,0.722,-9.73,-17.07,-0.57
1.0,0.8,999.0,18,2.0,0.025,42,50.0,0.753,-9.31,-18.23,-0.51
1.0,0.8,999.0,18,2.0,0.03,42,50.0,0.798,-7.93,-18.76,-0.42
1.0,1.5,8.0,10,1.5,0.02,56,33.9,0.946,-2.58,-19.97,-0.13
1.0,1.5,8.0,10,1.5,0.025,56,33.9,1.002,0.08,-20.26,0.0
1.0,1.5,8.0,10,1.5,0.03,56,33.9,1.004,0.2,-20.36,0.01
1.0,1.5,8.0,10,2.0,0.02,55,38.2,0.83,-8.18,-22.86,-0.36
1.0,1.5,8.0,10,2.0,0.025,55,38.2,0.898,-5.21,-23.25,-0.22
1.0,1.5,8.0,10,2.0,0.03,55,38.2,0.962,-2.0,-23.73,-0.08
1.0,1.5,8.0,14,1.5,0.02,52,34.6,0.938,-2.82,-19.72,-0.14
1.0,1.5,8.0,14,1.5,0.025,52,34.6,0.996,-0.2,-20.51,-0.01
1.0,1.5,8.0,14,1.5,0.03,52,34.6,0.998,-0.09,-20.68,-0.0
1.0,1.5,8.0,14,2.0,0.02,52,38.5,0.805,-9.23,-22.66,-0.41
1.0,1.5,8.0,14,2.0,0.025,52,38.5,0.867,-6.62,-23.13,-0.29
1.0,1.5,8.0,14,2.0,0.03,52,38.5,0.93,-3.66,-23.61,-0.15
1.0,1.5,8.0,18,1.5,0.02,39,38.5,1.126,4.33,-13.1,0.33
1.0,1.5,8.0,18,1.5,0.025,39,38.5,1.176,6.39,-13.88,0.46
1.0,1.5,8.0,18,1.5,0.03,39,38.5,1.167,6.14,-14.04,0.44
1.0,1.5,8.0,18,2.0,0.02,39,43.6,1.019,0.66,-14.42,0.05
1.0,1.5,8.0,18,2.0,0.025,39,43.6,1.082,3.0,-15.02,0.2
1.0,1.5,8.0,18,2.0,0.03,39,43.6,1.148,5.71,-15.49,0.37
1.0,1.5,16.0,10,1.5,0.02,56,33.9,0.89,-5.15,-19.97,-0.26
1.0,1.5,16.0,10,1.5,0.025,56,33.9,0.942,-2.81,-20.54,-0.14
1.0,1.5,16.0,10,1.5,0.03,56,33.9,0.944,-2.72,-20.71,-0.13
1.0,1.5,16.0,10,2.0,0.02,55,38.2,0.786,-10.14,-22.86,-0.44
1.0,1.5,16.0,10,2.0,0.025,55,38.2,0.848,-7.6,-23.25,-0.33
1.0,1.5,16.0,10,2.0,0.03,55,38.2,0.908,-4.77,-23.73,-0.2
1.0,1.5,16.0,14,1.5,0.02,52,34.6,0.88,-5.39,-20.07,-0.27
1.0,1.5,16.0,14,1.5,0.025,52,34.6,0.934,-3.09,-20.86,-0.15
1.0,1.5,16.0,14,1.5,0.03,52,34.6,0.936,-3.0,-21.03,-0.14
1.0,1.5,16.0,14,2.0,0.02,52,38.5,0.76,-11.16,-22.66,-0.49
1.0,1.5,16.0,14,2.0,0.025,52,38.5,0.817,-8.97,-23.13,-0.39
1.0,1.5,16.0,14,2.0,0.03,52,38.5,0.875,-6.38,-23.61,-0.27
1.0,1.5,16.0,18,1.5,0.02,39,38.5,1.046,1.57,-13.48,0.12
1.0,1.5,16.0,18,1.5,0.025,39,38.5,1.093,3.31,-14.26,0.23
1.0,1.5,16.0,18,1.5,0.03,39,38.5,1.085,3.05,-14.42,0.21
1.0,1.5,16.0,18,2.0,0.02,39,43.6,0.956,-1.49,-14.42,-0.1
1.0,1.5,16.0,18,2.0,0.025,39,43.6,1.011,0.41,-15.02,0.03
1.0,1.5,16.0,18,2.0,0.03,39,43.6,1.072,2.72,-15.49,0.18
1.0,1.5,32.0,10,1.5,0.02,56,33.9,0.89,-5.15,-19.97,-0.26
1.0,1.5,32.0,10,1.5,0.025,56,33.9,0.942,-2.81,-20.54,-0.14
1.0,1.5,32.0,10,1.5,0.03,56,33.9,0.944,-2.72,-20.71,-0.13
1.0,1.5,32.0,10,2.0,0.02,55,38.2,0.786,-10.14,-22.86,-0.44
1.0,1.5,32.0,10,2.0,0.025,55,38.2,0.848,-7.6,-23.25,-0.33
1.0,1.5,32.0,10,2.0,0.03,55,38.2,0.908,-4.77,-23.73,-0.2
1.0,1.5,32.0,14,1.5,0.02,52,34.6,0.88,-5.39,-20.07,-0.27
1.0,1.5,32.0,14,1.5,0.025,52,34.6,0.934,-3.09,-20.86,-0.15
1.0,1.5,32.0,14,1.5,0.03,52,34.6,0.936,-3.0,-21.03,-0.14
1.0,1.5,32.0,14,2.0,0.02,52,38.5,0.76,-11.16,-22.66,-0.49
1.0,1.5,32.0,14,2.0,0.025,52,38.5,0.817,-8.97,-23.13,-0.39
1.0,1.5,32.0,14,2.0,0.03,52,38.5,0.875,-6.38,-23.61,-0.27
1.0,1.5,32.0,18,1.5,0.02,39,38.5,1.046,1.57,-13.48,0.12
1.0,1.5,32.0,18,1.5,0.025,39,38.5,1.093,3.31,-14.26,0.23
1.0,1.5,32.0,18,1.5,0.03,39,38.5,1.085,3.05,-14.42,0.21
1.0,1.5,32.0,18,2.0,0.02,39,43.6,0.956,-1.49,-14.42,-0.1
1.0,1.5,32.0,18,2.0,0.025,39,43.6,1.011,0.41,-15.02,0.03
1.0,1.5,32.0,18,2.0,0.03,39,43.6,1.072,2.72,-15.49,0.18
1.0,1.5,999.0,10,1.5,0.02,56,33.9,0.89,-5.15,-19.97,-0.26
1.0,1.5,999.0,10,1.5,0.025,56,33.9,0.942,-2.81,-20.54,-0.14
1.0,1.5,999.0,10,1.5,0.03,56,33.9,0.944,-2.72,-20.71,-0.13
1.0,1.5,999.0,10,2.0,0.02,55,38.2,0.786,-10.14,-22.86,-0.44
1.0,1.5,999.0,10,2.0,0.025,55,38.2,0.848,-7.6,-23.25,-0.33
1.0,1.5,999.0,10,2.0,0.03,55,38.2,0.908,-4.77,-23.73,-0.2
1.0,1.5,999.0,14,1.5,0.02,52,34.6,0.88,-5.39,-20.07,-0.27
1.0,1.5,999.0,14,1.5,0.025,52,34.6,0.934,-3.09,-20.86,-0.15
1.0,1.5,999.0,14,1.5,0.03,52,34.6,0.936,-3.0,-21.03,-0.14
1.0,1.5,999.0,14,2.0,0.02,52,38.5,0.76,-11.16,-22.66,-0.49
1.0,1.5,999.0,14,2.0,0.025,52,38.5,0.817,-8.97,-23.13,-0.39
1.0,1.5,999.0,14,2.0,0.03,52,38.5,0.875,-6.38,-23.61,-0.27
1.0,1.5,999.0,18,1.5,0.02,39,38.5,1.046,1.57,-13.48,0.12
1.0,1.5,999.0,18,1.5,0.025,39,38.5,1.093,3.31,-14.26,0.23
1.0,1.5,999.0,18,1.5,0.03,39,38.5,1.085,3.05,-14.42,0.21
1.0,1.5,999.0,18,2.0,0.02,39,43.6,0.956,-1.49,-14.42,-0.1
1.0,1.5,999.0,18,2.0,0.025,39,43.6,1.011,0.41,-15.02,0.03
1.0,1.5,999.0,18,2.0,0.03,39,43.6,1.072,2.72,-15.49,0.18
1.5,0.3,8.0,10,1.5,0.02,59,55.9,1.001,0.06,-14.19,0.0
1.5,0.3,8.0,10,1.5,0.025,59,55.9,1.054,2.69,-14.01,0.19
1.5,0.3,8.0,10,1.5,0.03,59,55.9,1.062,3.12,-13.92,0.22
1.5,0.3,8.0,10,2.0,0.02,58,60.3,0.955,-2.19,-16.89,-0.13
1.5,0.3,8.0,10,2.0,0.025,58,60.3,0.997,-0.16,-17.23,-0.01
1.5,0.3,8.0,10,2.0,0.03,58,60.3,1.043,2.32,-17.5,0.13
1.5,0.3,8.0,14,1.5,0.02,56,51.8,0.937,-3.08,-16.04,-0.19
1.5,0.3,8.0,14,1.5,0.025,56,51.8,0.988,-0.58,-16.53,-0.04
1.5,0.3,8.0,14,1.5,0.03,56,51.8,0.997,-0.16,-16.58,-0.01
1.5,0.3,8.0,14,2.0,0.02,55,56.4,0.895,-5.26,-18.69,-0.28
1.5,0.3,8.0,14,2.0,0.025,55,56.4,0.934,-3.49,-19.04,-0.18
1.5,0.3,8.0,14,2.0,0.03,55,56.4,0.978,-1.22,-19.3,-0.06
1.5,0.3,8.0,18,1.5,0.02,40,55.0,1.14,4.85,-10.71,0.45
1.5,0.3,8.0,18,1.5,0.025,40,55.0,1.189,6.85,-10.95,0.63
1.5,0.3,8.0,18,1.5,0.03,40,55.0,1.189,6.95,-10.95,0.63
1.5,0.3,8.0,18,2.0,0.02,40,60.0,1.068,2.44,-12.76,0.19
1.5,0.3,8.0,18,2.0,0.025,40,60.0,1.114,4.36,-13.39,0.33
1.5,0.3,8.0,18,2.0,0.03,40,60.0,1.166,6.61,-13.87,0.48
1.5,0.3,16.0,10,1.5,0.02,59,55.9,1.019,0.92,-14.19,0.06
