trail_act,trail_dist,tp_mult,adx_thresh,sl_mult,risk_pct,n,wr,pf,ret,mdd,calmar
2.5,1.5,32.0,18,2.0,0.03,37,51.4,1.132,6.36,-21.78,0.29
2.5,1.5,999.0,10,1.5,0.02,50,46.0,1.06,3.16,-20.77,0.15
2.5,1.5,999.0,10,1.5,0.025,50,46.0,1.14,7.78,-20.56,0.38
2.5,1.5,999.0,10,1.5,0.03,50,46.0,1.145,8.15,-20.41,0.4
2.5,1.5,999.0,10,2.0,0.02,49,49.0,0.891,-5.98,-24.82,-0.24
2.5,1.5,999.0,10,2.0,0.025,49,49.0,0.953,-2.77,-25.75,-0.11
2.5,1.5,999.0,10,2.0,0.03,49,49.0,1.028,1.76,-25.95,0.07
2.5,1.5,999.0,14,1.5,0.02,47,44.7,1.047,2.42,-20.37,0.12
2.5,1.5,999.0,14,1.5,0.025,47,44.7,1.129,6.91,-20.67,0.33
2.5,1.5,999.0,14,1.5,0.03,47,44.7,1.135,7.28,-20.66,0.35
2.5,1.5,999.0,14,2.0,0.02,47,48.9,0.914,-4.58,-23.82,-0.19
2.5,1.5,999.0,14,2.0,0.025,47,48.9,0.977,-1.32,-24.76,-0.05
2.5,1.5,999.0,14,2.0,0.03,47,48.9,1.054,3.28,-24.96,0.13
2.5,1.5,999.0,18,1.5,0.02,37,45.9,1.092,3.77,-18.3,0.21
2.5,1.5,999.0,18,1.5,0.025,37,45.9,1.164,7.08,-19.04,0.37
2.5,1.5,999.0,18,1.5,0.03,37,45.9,1.195,8.53,-19.18,0.44
2.5,1.5,999.0,18,2.0,0.02,37,51.4,1.0,-0.02,-19.95,-0.0
2.5,1.5,999.0,18,2.0,0.025,37,51.4,1.055,2.51,-21.26,0.12
2.5,1.5,999.0,18,2.0,0.03,37,51.4,1.132,6.36,-21.78,0.29
