rsi_dir,ema_slope,trade_mode,adx_thresh,sl,tp,risk,n,wr,pf,ret,mdd,calmar
0,0,both,20,2.0,10.0,0.025,25,20.0,0.706,-12.26,-14.82,-0.83
0,1,both,17,2.0,10.0,0.02,31,19.4,0.752,-12.34,-15.64,-0.79
0,1,both,14,2.0,5.0,0.02,44,34.1,0.784,-12.41,-15.6,-0.8
1,1,longs,17,2.0,7.0,0.025,12,16.7,0.374,-12.43,-14.01,-0.89
1,1,longs,17,1.5,9.0,0.025,12,8.3,0.316,-12.45,-12.45,-1.0
1,1,longs,17,1.5,9.0,0.02,12,8.3,0.316,-12.45,-12.45,-1.0
0,0,both,17,1.5,5.0,0.025,36,30.6,0.736,-12.46,-12.46,-1.0
1,0,both,17,2.0,7.0,0.02,33,27.3,0.742,-12.53,-12.53,-1.0
0,0,shorts,14,2.0,5.0,0.025,26,34.6,0.673,-12.64,-12.64,-1.0
0,1,both,14,2.0,6.0,0.02,43,30.2,0.78,-12.81,-18.43,-0.69
1,1,longs,17,2.0,6.0,0.02,12,16.7,0.324,-13.0,-14.07,-0.92
1,1,longs,17,1.5,8.0,0.02,12,8.3,0.279,-13.04,-13.04,-1.0
1,1,longs,17,1.5,8.0,0.025,12,8.3,0.279,-13.04,-13.04,-1.0
0,1,both,17,1.5,6.0,0.02,34,26.5,0.705,-13.06,-13.06,-1.0
0,0,both,17,2.0,7.0,0.02,34,26.5,0.74,-13.08,-13.08,-1.0
1,1,both,17,1.5,7.0,0.02,31,22.6,0.693,-13.1,-13.1,-1.0
1,0,longs,17,1.5,10.0,0.02,13,7.7,0.329,-13.13,-13.13,-1.0
1,0,longs,17,1.5,10.0,0.025,13,7.7,0.329,-13.13,-13.13,-1.0
1,1,both,17,1.5,5.0,0.025,32,28.1,0.693,-13.23,-13.23,-1.0
0,0,both,17,2.0,5.0,0.025,35,34.3,0.733,-13.26,-13.26,-1.0
1,1,longs,17,2.0,10.0,0.02,11,9.1,0.327,-13.27,-13.27,-1.0
1,1,both,17,2.0,7.0,0.02,31,25.8,0.709,-13.46,-13.46,-1.0
1,0,shorts,14,1.5,5.0,0.025,26,30.8,0.639,-13.47,-13.47,-1.0
1,0,both,17,1.5,10.0,0.025,33,18.2,0.727,-13.47,-13.57,-0.99
0,1,both,14,1.5,5.0,0.025,46,30.4,0.772,-13.52,-13.52,-1.0
1,1,longs,17,2.0,6.0,0.025,12,16.7,0.314,-13.54,-14.61,-0.93
1,1,both,14,1.5,9.0,0.02,42,19.0,0.766,-13.57,-18.73,-0.72
1,1,longs,17,1.5,7.0,0.025,12,8.3,0.241,-13.64,-13.64,-1.0
1,1,longs,17,1.5,7.0,0.02,12,8.3,0.241,-13.64,-13.64,-1.0
0,1,both,14,1.5,6.0,0.02,45,26.7,0.764,-13.67,-13.99,-0.98
1,0,longs,17,1.5,9.0,0.02,13,7.7,0.295,-13.71,-13.71,-1.0
1,0,longs,17,1.5,9.0,0.025,13,7.7,0.295,-13.71,-13.71,-1.0
1,0,both,17,1.5,5.0,0.025,34,29.4,0.697,-13.72,-13.72,-1.0
0,0,shorts,14,1.5,5.0,0.02,28,28.6,0.633,-13.73,-13.73,-1.0
1,1,longs,17,2.0,10.0,0.025,11,9.1,0.317,-13.82,-13.82,-1.0
1,1,longs,17,2.0,9.0,0.02,11,9.1,0.293,-13.86,-13.86,-1.0
0,0,shorts,17,1.5,5.0,0.025,22,27.3,0.552,-14.0,-14.0,-1.0
0,0,both,17,2.0,6.0,0.02,34,29.4,0.703,-14.02,-15.24,-0.92
0,1,both,17,2.0,7.0,0.025,33,27.3,0.727,-14.07,-14.07,-1.0
0,0,both,17,2.0,9.0,0.025,32,21.9,0.739,-14.07,-14.67,-0.96
0,0,longs,14,2.0,6.0,0.02,19,21.1,0.503,-14.08,-14.32,-0.98
0,1,longs,17,2.0,10.0,0.02,12,8.3,0.342,-14.08,-14.08,-1.0
1,0,both,17,2.0,8.0,0.025,32,25.0,0.728,-14.09,-14.09,-1.0
0,1,both,14,2.0,5.0,0.025,44,34.1,0.768,-14.1,-15.75,-0.9
0,1,both,14,1.5,8.0,0.02,43,20.9,0.755,-14.1,-16.11,-0.88
0,0,longs,17,2.0,10.0,0.02,12,8.3,0.342,-14.11,-14.11,-1.0
0,0,both,17,1.5,10.0,0.025,34,17.6,0.724,-14.12,-14.12,-1.0
0,1,longs,14,2.0,6.0,0.02,19,21.1,0.5,-14.16,-14.32,-0.99
1,0,both,17,1.5,7.0,0.025,33,24.2,0.697,-14.19,-14.19,-1.0
1,0,both,17,1.5,8.0,0.025,33,21.2,0.705,-14.22,-14.22,-1.0
1,1,longs,17,1.5,6.0,0.02,12,8.3,0.203,-14.24,-14.24,-1.0
1,1,longs,17,1.5,6.0,0.025,12,8.3,0.203,-14.24,-14.24,-1.0
1,0,shorts,17,2.0,5.0,0.025,20,30.0,0.546,-14.24,-14.24,-1.0
0,1,both,14,1.5,9.0,0.02,43,18.6,0.76,-14.25,-18.12,-0.79
1,0,longs,17,1.5,8.0,0.02,13,7.7,0.261,-14.3,-14.3,-1.0
1,0,longs,17,1.5,8.0,0.025,13,7.7,0.261,-14.3,-14.3,-1.0
0,0,both,17,2.0,10.0,0.02,32,18.8,0.72,-14.31,-17.55,-0.82
1,1,both,17,2.0,5.0,0.02,32,31.2,0.677,-14.36,-14.36,-1.0
1,0,both,17,2.0,5.0,0.02,34,32.4,0.69,-14.38,-14.38,-1.0
1,0,longs,14,1.5,6.0,0.02,19,15.8,0.446,-14.4,-14.4,-1.0
1,1,longs,17,2.0,9.0,0.025,11,9.1,0.284,-14.4,-14.4,-1.0
0,0,both,17,2.0,8.0,0.025,33,24.2,0.729,-14.5,-14.5,-1.0
1,1,both,14,1.5,10.0,0.02,41,17.1,0.742,-14.52,-21.54,-0.67
0,1,both,17,1.5,6.0,0.025,34,26.5,0.681,-14.6,-14.6,-1.0
0,1,longs,17,2.0,10.0,0.025,12,8.3,0.332,-14.62,-14.62,-1.0
1,0,longs,14,2.0,6.0,0.02,19,21.1,0.482,-14.63,-14.75,-0.99
1,1,both,17,1.5,7.0,0.025,31,22.6,0.669,-14.64,-14.64,-1.0
0,0,longs,17,2.0,10.0,0.025,12,8.3,0.332,-14.65,-14.65,-1.0
0,0,longs,14,2.0,6.0,0.025,19,21.1,0.497,-14.72,-14.95,-0.98
0,1,longs,17,2.0,9.0,0.02,12,8.3,0.307,-14.73,-14.73,-1.0
0,0,longs,17,2.0,9.0,0.02,12,8.3,0.307,-14.76,-14.76,-1.0
1,0,longs,17,2.0,10.0,0.02,12,8.3,0.304,-14.77,-14.77,-1.0
0,1,longs,14,2.0,6.0,0.025,19,21.1,0.494,-14.8,-14.95,-0.99
1,0,longs,14,1.5,6.0,0.025,19,15.8,0.436,-14.9,-14.9,-1.0
0,0,both,17,1.5,6.0,0.02,35,25.7,0.673,-14.9,-14.9,-1.0
1,1,both,17,2.0,10.0,0.025,30,20.0,0.707,-14.93,-14.93,-1.0
0,1,both,17,2.0,6.0,0.025,33,30.3,0.691,-14.99,-14.99,-1.0
1,0,shorts,14,2.0,5.0,0.025,25,32.0,0.607,-15.1,-15.1,-1.0
0,1,both,17,2.0,10.0,0.025,31,19.4,0.71,-15.16,-16.88,-0.9
1,0,both,17,2.0,9.0,0.025,32,21.9,0.717,-15.19,-15.19,-1.0
0,0,longs,14,1.5,7.0,0.02,19,15.8,0.413,-15.2,-17.2,-0.88
0,1,longs,17,2.0,9.0,0.025,12,8.3,0.298,-15.26,-15.26,-1.0
1,0,longs,14,2.0,6.0,0.025,19,21.1,0.477,-15.27,-15.39,-0.99
0,0,longs,17,2.0,9.0,0.025,12,8.3,0.298,-15.29,-15.29,-1.0
0,1,longs,14,1.5,7.0,0.02,19,15.8,0.409,-15.3,-17.2,-0.89
1,0,longs,17,2.0,10.0,0.025,12,8.3,0.295,-15.31,-15.31,-1.0
1,0,longs,17,2.0,9.0,0.02,12,8.3,0.273,-15.35,-15.35,-1.0
1,0,both,17,2.0,10.0,0.02,32,18.8,0.694,-15.53,-16.74,-0.93
0,0,both,14,1.5,5.0,0.02,48,29.2,0.743,-15.6,-15.6,-1.0
1,1,both,14,1.5,9.0,0.025,42,19.0,0.738,-15.6,-19.23,-0.81
1,1,both,17,2.0,5.0,0.025,32,31.2,0.667,-15.68,-15.68,-1.0
0,0,longs,14,1.5,7.0,0.025,19,15.8,0.404,-15.7,-17.68,-0.89
0,1,both,14,1.5,6.0,0.025,45,26.7,0.737,-15.7,-15.7,-1.0
0,1,longs,14,1.5,7.0,0.025,19,15.8,0.4,-15.79,-17.68,-0.89
1,0,both,17,2.0,7.0,0.025,33,27.3,0.693,-15.79,-15.79,-1.0
1,1,both,14,1.5,5.0,0.02,44,27.3,0.717,-15.8,-15.8,-1.0
0,1,both,14,2.0,6.0,0.025,43,30.2,0.741,-15.87,-19.9,-0.8
1,0,longs,17,2.0,9.0,0.025,12,8.3,0.265,-15.88,-15.88,-1.0
0,0,shorts,14,1.5,5.0,0.025,28,28.6,0.595,-16.03,-16.03,-1.0
0,1,both,14,2.0,9.0,0.02,40,20.0,0.733,-16.05,-24.44,-0.66
0,1,both,14,1.5,8.0,0.025,43,20.9,0.728,-16.12,-17.56,-0.92
1,0,both,17,2.0,5.0,0.025,34,32.4,0.672,-16.15,-16.15,-1.0
1,1,both,17,2.0,7.0,0.025,31,25.8,0.667,-16.24,-16.24,-1.0
0,1,both,14,1.5,9.0,0.025,43,18.6,0.734,-16.26,-18.62,-0.87
0,0,both,17,2.0,7.0,0.025,34,26.5,0.692,-16.32,-16.32,-1.0
0,0,both,14,2.0,5.0,0.02,46,32.6,0.728,-16.42,-17.49,-0.94
1,1,both,14,1.5,10.0,0.025,41,17.1,0.715,-16.53,-22.02,-0.75
0,1,both,14,1.5,10.0,0.02,43,16.3,0.718,-16.63,-22.3,-0.75
1,0,both,17,1.5,6.0,0.02,33,24.2,0.617,-16.7,-16.7,-1.0
0,1,both,14,1.5,7.0,0.02,44,22.7,0.706,-16.78,-17.87,-0.94
0,0,both,14,2.0,6.0,0.02,45,28.9,0.726,-16.8,-20.27,-0.83
1,0,both,14,1.5,5.0,0.02,46,28.3,0.714,-16.81,-16.81,-1.0
0,1,longs,14,1.5,8.0,0.02,18,11.1,0.35,-16.81,-19.1,-0.88
0,0,longs,14,1.5,8.0,0.02,18,11.1,0.35,-16.83,-19.12,-0.88
0,0,both,17,1.5,6.0,0.025,35,25.7,0.644,-16.86,-16.86,-1.0
1,1,both,14,2.0,8.0,0.02,40,22.5,0.709,-16.89,-21.68,-0.78
1,1,both,17,1.5,6.0,0.02,31,22.6,0.587,-17.13,-17.13,-1.0
1,1,both,14,2.0,9.0,0.02,40,20.0,0.713,-17.18,-23.69,-0.73
0,0,both,17,2.0,6.0,0.025,34,29.4,0.656,-17.23,-17.23,-1.0
0,1,both,14,2.0,8.0,0.02,41,22.0,0.711,-17.23,-22.34,-0.77
0,1,longs,14,1.5,8.0,0.025,18,11.1,0.342,-17.3,-19.57,-0.88
0,0,longs,14,1.5,8.0,0.025,18,11.1,0.342,-17.32,-19.59,-0.88
0,0,both,17,2.0,10.0,0.025,32,18.8,0.675,-17.5,-19.19,-0.91
1,0,both,17,2.0,6.0,0.02,33,27.3,0.627,-17.53,-17.53,-1.0
1,0,both,14,1.5,9.0,0.02,44,18.2,0.712,-17.56,-20.5,-0.86
0,0,both,14,1.5,6.0,0.02,47,25.5,0.71,-17.73,-17.73,-1.0
1,1,both,14,1.5,5.0,0.025,44,27.3,0.691,-17.78,-17.78,-1.0
1,1,longs,14,1.5,6.0,0.02,19,10.5,0.337,-17.94,-17.94,-1.0
1,1,both,17,2.0,6.0,0.02,31,25.8,0.6,-17.96,-17.96,-1.0
1,1,both,14,2.0,10.0,0.02,39,17.9,0.69,-18.08,-26.18,-0.69
0,0,both,14,1.5,8.0,0.02,45,20.0,0.702,-18.1,-18.1,-1.0
0,0,both,14,1.5,7.0,0.02,47,23.4,0.706,-18.11,-18.11,-1.0
0,0,both,14,1.5,9.0,0.02,45,17.8,0.708,-18.25,-19.94,-0.92
1,1,both,14,1.5,8.0,0.02,42,19.0,0.675,-18.29,-21.42,-0.85
0,0,both,14,1.5,5.0,0.025,48,29.2,0.709,-18.33,-18.33,-1.0
1,1,longs,14,2.0,6.0,0.02,19,15.8,0.376,-18.41,-18.41,-1.0
1,1,longs,14,1.5,6.0,0.025,19,10.5,0.33,-18.43,-18.43,-1.0
1,0,both,14,1.5,10.0,0.02,43,16.3,0.69,-18.47,-23.18,-0.8
1,1,both,14,2.0,5.0,0.02,43,30.2,0.677,-18.57,-20.11,-0.92
0,1,both,14,1.5,10.0,0.025,43,16.3,0.693,-18.59,-22.77,-0.82
1,1,both,17,1.5,6.0,0.025,31,22.6,0.567,-18.61,-18.61,-1.0
1,0,both,17,1.5,6.0,0.025,33,24.2,0.59,-18.62,-18.62,-1.0
0,1,both,14,2.0,10.0,0.02,40,17.5,0.688,-18.65,-28.44,-0.66
1,0,both,17,2.0,10.0,0.025,32,18.8,0.651,-18.68,-18.68,-1.0
0,1,both,14,1.5,7.0,0.025,44,22.7,0.681,-18.73,-19.38,-0.97
1,1,both,14,1.5,6.0,0.02,43,23.3,0.662,-18.93,-19.23,-0.98
0,0,both,14,2.0,5.0,0.025,46,32.6,0.705,-18.96,-18.96,-1.0
1,1,longs,14,2.0,6.0,0.025,19,15.8,0.375,-19.02,-19.02,-1.0
0,0,longs,14,2.0,7.0,0.02,19,15.8,0.354,-19.05,-20.2,-0.94
0,1,longs,14,2.0,7.0,0.02,19,15.8,0.351,-19.14,-20.2,-0.95
1,0,both,14,2.0,5.0,0.02,45,31.1,0.681,-19.21,-19.21,-1.0
0,1,both,14,2.0,9.0,0.025,40,20.0,0.691,-19.36,-26.15,-0.74
1,0,both,14,1.5,6.0,0.02,45,24.4,0.67,-19.47,-19.47,-1.0
1,0,both,14,1.5,5.0,0.025,46,28.3,0.68,-19.51,-19.51,-1.0
1,0,longs,14,2.0,7.0,0.02,19,15.8,0.331,-19.65,-20.67,-0.95
0,0,both,14,2.0,9.0,0.02,42,19.0,0.686,-19.86,-26.12,-0.76
0,1,both,14,2.0,7.0,0.02,42,23.8,0.663,-19.87,-23.04,-0.86
1,1,both,14,2.0,6.0,0.02,42,26.2,0.657,-19.99,-22.25,-0.9
1,0,longs,14,1.5,7.0,0.02,19,10.5,0.257,-20.0,-20.0,-1.0
1,1,both,14,2.0,5.0,0.025,43,30.2,0.668,-20.14,-21.19,-0.95
1,1,both,14,2.0,8.0,0.025,40,22.5,0.667,-20.17,-23.45,-0.86
0,0,longs,14,2.0,7.0,0.025,19,15.8,0.338,-20.2,-21.33,-0.95
1,0,both,14,2.0,6.0,0.02,44,27.3,0.669,-20.2,-20.54,-0.98
1,1,both,14,1.5,8.0,0.025,42,19.0,0.651,-20.21,-21.9,-0.92
1,0,both,14,1.5,9.0,0.025,44,18.2,0.68,-20.23,-21.42,-0.94
0,1,longs,14,2.0,7.0,0.025,19,15.8,0.335,-20.29,-21.33,-0.95
0,1,longs,14,1.5,10.0,0.02,18,5.6,0.256,-20.35,-20.35,-1.0
0,0,longs,14,1.5,10.0,0.02,18,5.6,0.256,-20.37,-20.37,-1.0
0,0,both,14,1.5,6.0,0.025,47,25.5,0.677,-20.39,-20.39,-1.0
1,0,both,14,1.5,7.0,0.02,45,22.2,0.657,-20.4,-20.4,-1.0
1,1,both,14,2.0,9.0,0.025,40,20.0,0.673,-20.45,-25.41,-0.8
1,0,longs,14,1.5,7.0,0.025,19,10.5,0.252,-20.47,-20.47,-1.0
0,1,both,14,2.0,8.0,0.025,41,22.0,0.67,-20.5,-24.09,-0.85
0,0,both,14,1.5,10.0,0.02,45,15.6,0.669,-20.52,-23.96,-0.86
1,0,both,14,2.0,7.0,0.02,44,25.0,0.667,-20.56,-21.65,-0.95
0,1,longs,14,2.0,8.0,0.02,18,11.1,0.302,-20.58,-22.52,-0.91
0,0,longs,14,2.0,8.0,0.02,18,11.1,0.302,-20.6,-22.54,-0.91
1,1,both,17,2.0,6.0,0.025,31,25.8,0.564,-20.6,-20.6,-1.0
1,0,both,17,2.0,6.0,0.025,33,27.3,0.585,-20.61,-20.61,-1.0
1,0,both,14,2.0,8.0,0.02,42,21.4,0.662,-20.61,-23.37,-0.88
0,0,both,14,2.0,6.0,0.025,45,28.9,0.682,-20.64,-22.13,-0.93
1,0,longs,14,1.5,10.0,0.02,18,5.6,0.23,-20.73,-20.73,-1.0
0,0,both,14,1.5,8.0,0.025,45,20.0,0.67,-20.75,-20.75,-1.0
1,1,longs,14,1.5,10.0,0.02,18,5.6,0.229,-20.75,-20.75,-1.0
0,0,both,14,1.5,7.0,0.025,47,23.4,0.675,-20.76,-20.76,-1.0
1,0,longs,14,2.0,7.0,0.025,19,15.8,0.316,-20.79,-21.8,-0.95
0,1,longs,14,1.5,10.0,0.025,18,5.6,0.251,-20.82,-20.82,-1.0
1,1,both,14,1.5,6.0,0.025,43,23.3,0.638,-20.83,-20.83,-1.0
0,0,longs,14,1.5,10.0,0.025,18,5.6,0.25,-20.84,-20.84,-1.0
1,0,both,14,2.0,9.0,0.02,42,19.0,0.668,-20.89,-25.33,-0.82
0,0,both,14,1.5,9.0,0.025,45,17.8,0.677,-20.89,-20.89,-1.0
0,1,longs,14,1.5,9.0,0.02,18,5.6,0.23,-20.95,-20.95,-1.0
0,0,longs,14,1.5,9.0,0.02,18,5.6,0.229,-20.97,-20.97,-1.0
0,0,both,14,2.0,8.0,0.02,43,20.9,0.664,-20.99,-24.06,-0.87
0,0,both,14,2.0,7.0,0.02,45,24.4,0.667,-21.06,-22.34,-0.94
1,0,both,14,1.5,10.0,0.025,43,16.3,0.658,-21.11,-24.07,-0.88
1,0,longs,14,1.5,10.0,0.025,18,5.6,0.225,-21.2,-21.2,-1.0
1,1,longs,14,1.5,10.0,0.025,18,5.6,0.225,-21.21,-21.21,-1.0
1,0,longs,14,2.0,8.0,0.02,18,11.1,0.275,-21.27,-23.06,-0.92
1,1,longs,14,2.0,8.0,0.02,18,11.1,0.275,-21.29,-23.08,-0.92
1,1,both,14,2.0,10.0,0.025,39,17.9,0.65,-21.31,-27.85,-0.77
0,1,longs,14,1.5,9.0,0.025,18,5.6,0.225,-21.42,-21.42,-1.0
0,0,longs,14,1.5,9.0,0.025,18,5.6,0.225,-21.44,-21.44,-1.0
1,0,both,14,2.0,5.0,0.025,45,31.1,0.661,-21.67,-21.67,-1.0
0,1,longs,14,2.0,8.0,0.025,18,11.1,0.288,-21.71,-23.62,-0.92
0,0,longs,14,2.0,8.0,0.025,18,11.1,0.288,-21.73,-23.64,-0.92
1,0,both,14,2.0,10.0,0.02,41,17.1,0.645,-21.76,-27.77,-0.78
0,1,both,14,2.0,10.0,0.025,40,17.5,0.649,-21.86,-30.06,-0.73
1,0,both,14,1.5,8.0,0.02,44,18.2,0.628,-22.07,-23.14,-0.95
1,0,both,14,1.5,6.0,0.025,45,24.4,0.639,-22.08,-22.08,-1.0
0,0,both,14,2.0,10.0,0.02,42,16.7,0.644,-22.34,-30.03,-0.74
1,0,longs,14,2.0,8.0,0.025,18,11.1,0.263,-22.39,-24.15,-0.93
1,1,longs,14,2.0,8.0,0.025,18,11.1,0.262,-22.41,-24.17,-0.93
1,0,longs,14,1.5,9.0,0.02,19,5.3,0.195,-22.67,-22.67,-1.0
1,1,longs,14,1.5,9.0,0.02,19,5.3,0.195,-22.68,-22.68,-1.0
1,1,both,14,1.5,7.0,0.02,42,19.0,0.584,-22.79,-24.04,-0.95
1,1,both,14,2.0,6.0,0.025,42,26.2,0.626,-22.8,-24.55,-0.93
1,0,both,14,1.5,7.0,0.025,45,22.2,0.627,-22.97,-22.97,-1.0
0,1,both,14,2.0,7.0,0.025,42,23.8,0.625,-23.04,-25.48,-0.9
0,0,both,14,1.5,10.0,0.025,45,15.6,0.64,-23.09,-24.84,-0.93
1,0,longs,14,1.5,9.0,0.025,19,5.3,0.191,-23.12,-23.12,-1.0
1,1,longs,14,1.5,9.0,0.025,19,5.3,0.191,-23.14,-23.14,-1.0
1,0,longs,14,2.0,10.0,0.02,17,5.9,0.21,-23.15,-23.15,-1.0
1,1,longs,14,2.0,10.0,0.02,17,5.9,0.21,-23.17,-23.17,-1.0
1,0,longs,14,1.5,8.0,0.02,19,5.3,0.172,-23.19,-23.19,-1.0
1,1,longs,14,1.5,8.0,0.02,19,5.3,0.172,-23.21,-23.21,-1.0
1,1,both,14,2.0,7.0,0.02,41,22.0,0.595,-23.26,-26.13,-0.89
1,1,longs,14,2.0,7.0,0.02,19,10.5,0.226,-23.63,-23.63,-1.0
1,0,longs,14,1.5,8.0,0.025,19,5.3,0.169,-23.64,-23.64,-1.0
1,1,longs,14,1.5,8.0,0.025,19,5.3,0.169,-23.66,-23.66,-1.0
1,1,longs,14,1.5,7.0,0.02,19,5.3,0.149,-23.74,-23.74,-1.0
1,0,both,14,2.0,6.0,0.025,44,27.3,0.63,-23.88,-23.88,-1.0
0,0,both,14,2.0,9.0,0.025,42,19.0,0.64,-23.9,-28.17,-0.85
1,1,longs,14,1.5,7.0,0.025,19,5.3,0.146,-24.18,-24.18,-1.0
0,1,longs,14,2.0,10.0,0.02,18,5.6,0.224,-24.21,-24.21,-1.0
0,0,longs,14,2.0,10.0,0.02,18,5.6,0.224,-24.23,-24.23,-1.0
1,0,longs,14,2.0,10.0,0.025,17,5.9,0.201,-24.24,-24.24,-1.0
1,1,longs,14,2.0,10.0,0.025,17,5.9,0.201,-24.26,-24.26,-1.0
1,0,both,14,1.5,8.0,0.025,44,18.2,0.6,-24.59,-24.59,-1.0
1,1,both,14,1.5,7.0,0.025,42,19.0,0.563,-24.61,-25.2,-0.98
1,0,both,14,2.0,8.0,0.025,42,21.4,0.616,-24.62,-25.5,-0.97
1,1,longs,14,2.0,7.0,0.025,19,10.5,0.216,-24.71,-24.71,-1.0
1,0,both,14,2.0,7.0,0.025,44,25.0,0.62,-24.73,-24.88,-0.99
0,1,longs,14,2.0,9.0,0.02,18,5.6,0.201,-24.78,-24.78,-1.0
0,0,longs,14,2.0,9.0,0.02,18,5.6,0.201,-24.8,-24.8,-1.0
1,0,both,14,2.0,9.0,0.025,42,19.0,0.623,-24.88,-27.41,-0.91
0,0,both,14,2.0,8.0,0.025,43,20.9,0.619,-24.98,-26.17,-0.95
0,0,both,14,2.0,7.0,0.025,45,24.4,0.621,-25.21,-25.35,-0.99
0,1,longs,14,2.0,10.0,0.025,18,5.6,0.214,-25.28,-25.28,-1.0
0,0,longs,14,2.0,10.0,0.025,18,5.6,0.214,-25.31,-25.31,-1.0
1,0,longs,14,2.0,9.0,0.02,18,5.6,0.178,-25.32,-25.32,-1.0
1,1,longs,14,2.0,9.0,0.02,18,5.6,0.178,-25.34,-25.34,-1.0
1,0,both,14,2.0,10.0,0.025,41,17.1,0.601,-25.7,-29.78,-0.86
0,1,longs,14,2.0,9.0,0.025,18,5.6,0.192,-25.84,-25.84,-1.0
0,0,longs,14,2.0,9.0,0.025,18,5.6,0.192,-25.87,-25.87,-1.0
0,0,both,14,2.0,10.0,0.025,42,16.7,0.601,-26.26,-31.97,-0.82
1,1,both,14,2.0,7.0,0.025,41,22.0,0.561,-26.3,-28.64,-0.92
1,0,longs,14,2.0,9.0,0.025,18,5.6,0.171,-26.38,-26.38,-1.0
1,1,longs,14,2.0,9.0,0.025,18,5.6,0.17,-26.4,-26.4,-1.0
