rsi_dir,ema_slope,trade_mode,adx_thresh,sl,tp,risk,n,wr,pf,ret,mdd,calmar
1,0,longs,20,2.0,8.0,0.02,9,22.2,0.646,-4.9,-8.76,-0.56
1,0,longs,20,2.0,8.0,0.025,9,22.2,0.646,-4.9,-8.76,-0.56
1,0,shorts,14,2.0,7.0,0.025,25,32.0,0.879,-4.97,-5.16,-0.96
1,0,both,20,2.0,9.0,0.02,24,25.0,0.868,-4.99,-7.17,-0.7
0,1,longs,20,2.0,6.0,0.025,8,25.0,0.584,-5.05,-7.96,-0.63
1,0,both,20,2.0,7.0,0.025,24,33.3,0.864,-5.05,-5.05,-1.0
0,1,longs,20,2.0,6.0,0.02,8,25.0,0.584,-5.05,-7.96,-0.63
1,1,shorts,17,1.5,6.0,0.025,19,31.6,0.815,-5.09,-5.09,-1.0
0,0,both,20,2.0,6.0,0.02,26,34.6,0.855,-5.16,-6.5,-0.79
0,1,longs,20,1.5,9.0,0.02,8,12.5,0.56,-5.18,-5.18,-1.0
0,1,longs,20,1.5,9.0,0.025,8,12.5,0.56,-5.18,-5.18,-1.0
1,0,longs,20,1.5,6.0,0.02,9,22.2,0.549,-5.2,-5.2,-1.0
1,0,longs,20,1.5,6.0,0.025,9,22.2,0.549,-5.2,-5.2,-1.0
0,0,both,20,2.0,8.0,0.02,26,26.9,0.868,-5.21,-6.46,-0.81
1,1,longs,20,1.5,10.0,0.025,8,12.5,0.556,-5.21,-5.21,-1.0
1,1,longs,20,1.5,10.0,0.02,8,12.5,0.556,-5.21,-5.21,-1.0
1,0,both,20,1.5,10.0,0.02,24,20.8,0.848,-5.22,-9.64,-0.54
0,1,shorts,20,2.0,6.0,0.025,17,35.3,0.799,-5.26,-5.26,-1.0
0,0,shorts,17,2.0,7.0,0.02,21,28.6,0.835,-5.28,-5.28,-1.0
0,0,shorts,20,2.0,6.0,0.025,17,35.3,0.796,-5.35,-5.35,-1.0
0,0,longs,17,1.5,7.0,0.025,13,23.1,0.681,-5.39,-9.02,-0.6
1,1,longs,17,2.0,5.0,0.02,13,30.8,0.699,-5.39,-8.61,-0.63
0,0,longs,17,1.5,7.0,0.02,13,23.1,0.681,-5.39,-9.02,-0.6
0,0,both,20,2.0,9.0,0.02,25,24.0,0.861,-5.47,-8.14,-0.67
1,1,both,20,1.5,10.0,0.025,23,21.7,0.843,-5.48,-8.34,-0.66
0,1,longs,17,1.5,7.0,0.025,13,23.1,0.675,-5.49,-9.02,-0.61
0,1,longs,17,1.5,7.0,0.02,13,23.1,0.675,-5.49,-9.02,-0.61
1,0,both,20,1.5,7.0,0.025,24,29.2,0.839,-5.5,-5.5,-1.0
1,0,shorts,17,1.5,6.0,0.02,20,30.0,0.8,-5.51,-5.51,-1.0
1,0,both,20,2.0,8.0,0.025,24,29.2,0.856,-5.54,-6.23,-0.89
1,1,both,20,2.0,7.0,0.02,23,30.4,0.834,-5.59,-5.79,-0.97
0,1,both,17,1.5,8.0,0.02,33,24.2,0.879,-5.63,-5.63,-1.0
0,1,shorts,17,2.0,7.0,0.025,20,30.0,0.828,-5.66,-5.66,-1.0
1,1,longs,20,2.0,6.0,0.025,8,25.0,0.532,-5.66,-8.43,-0.67
1,1,longs,20,2.0,6.0,0.02,8,25.0,0.532,-5.66,-8.43,-0.67
1,1,shorts,17,2.0,6.0,0.02,19,31.6,0.796,-5.7,-5.7,-1.0
1,1,both,20,2.0,9.0,0.025,23,26.1,0.852,-5.74,-6.33,-0.91
0,1,shorts,14,1.5,6.0,0.025,26,30.8,0.841,-5.81,-5.81,-1.0
0,1,shorts,20,1.5,6.0,0.02,17,29.4,0.75,-5.83,-5.83,-1.0
0,0,longs,20,1.5,10.0,0.025,9,11.1,0.558,-5.84,-5.84,-1.0
0,0,longs,20,1.5,10.0,0.02,9,11.1,0.558,-5.84,-5.84,-1.0
1,1,longs,20,1.5,9.0,0.02,8,12.5,0.498,-5.85,-5.85,-1.0
1,1,longs,20,1.5,9.0,0.025,8,12.5,0.498,-5.85,-5.85,-1.0
0,1,both,20,1.5,10.0,0.02,25,20.0,0.837,-5.87,-8.93,-0.66
0,0,shorts,20,1.5,6.0,0.02,17,29.4,0.748,-5.88,-5.88,-1.0
0,1,both,20,1.5,7.0,0.025,25,28.0,0.833,-5.91,-5.91,-1.0
1,0,shorts,14,1.5,6.0,0.02,26,30.8,0.837,-5.93,-5.93,-1.0
0,1,both,20,2.0,8.0,0.025,25,28.0,0.853,-5.96,-5.96,-1.0
0,0,shorts,14,1.5,7.0,0.025,28,28.6,0.859,-6.0,-6.0,-1.0
0,0,both,20,1.5,6.0,0.02,26,30.8,0.819,-6.07,-6.07,-1.0
1,1,shorts,20,1.5,5.0,0.02,15,33.3,0.696,-6.11,-6.11,-1.0
1,0,shorts,20,1.5,5.0,0.02,15,33.3,0.694,-6.16,-6.16,-1.0
0,0,both,20,2.0,5.0,0.02,26,38.5,0.815,-6.18,-6.18,-1.0
0,1,both,20,2.0,9.0,0.025,24,25.0,0.846,-6.21,-7.31,-0.85
1,1,both,17,1.5,9.0,0.025,31,22.6,0.868,-6.22,-6.22,-1.0
0,1,shorts,17,1.5,6.0,0.02,21,28.6,0.781,-6.23,-6.23,-1.0
0,0,shorts,14,2.0,7.0,0.025,26,30.8,0.853,-6.27,-6.46,-0.97
1,0,both,20,1.5,8.0,0.025,24,25.0,0.822,-6.27,-6.27,-1.0
1,0,longs,14,1.5,5.0,0.02,20,25.0,0.741,-6.42,-6.9,-0.93
1,1,longs,20,1.5,8.0,0.02,8,12.5,0.44,-6.49,-6.49,-1.0
1,1,longs,20,1.5,8.0,0.025,8,12.5,0.44,-6.49,-6.49,-1.0
1,0,shorts,14,2.0,6.0,0.02,25,32.0,0.821,-6.52,-6.93,-0.94
0,1,shorts,20,2.0,5.0,0.02,17,35.3,0.718,-6.52,-6.52,-1.0
0,0,longs,20,1.5,9.0,0.02,9,11.1,0.501,-6.55,-6.55,-1.0
0,0,longs,20,1.5,9.0,0.025,9,11.1,0.501,-6.55,-6.55,-1.0
1,0,longs,20,1.5,10.0,0.025,9,11.1,0.497,-6.58,-6.58,-1.0
1,0,longs,20,1.5,10.0,0.02,9,11.1,0.497,-6.58,-6.58,-1.0
0,0,shorts,20,2.0,5.0,0.02,17,35.3,0.715,-6.61,-6.61,-1.0
1,1,shorts,14,1.5,5.0,0.02,24,33.3,0.787,-6.65,-6.65,-1.0
0,1,both,17,1.5,9.0,0.02,33,21.2,0.861,-6.66,-6.66,-1.0
0,0,shorts,17,1.5,7.0,0.025,22,27.3,0.797,-6.7,-6.7,-1.0
0,1,shorts,20,2.0,7.0,0.025,17,29.4,0.759,-6.79,-6.79,-1.0
0,0,both,20,1.5,5.0,0.02,26,34.6,0.786,-6.79,-6.79,-1.0
0,1,shorts,17,2.0,5.0,0.02,20,35.0,0.748,-6.86,-6.86,-1.0
0,1,longs,20,2.0,10.0,0.025,8,12.5,0.517,-6.86,-6.86,-1.0
0,1,longs,20,2.0,10.0,0.02,8,12.5,0.517,-6.86,-6.86,-1.0
0,0,shorts,20,2.0,7.0,0.025,17,29.4,0.757,-6.87,-6.87,-1.0
1,1,both,20,1.5,7.0,0.02,23,26.1,0.782,-6.88,-6.88,-1.0
1,1,shorts,20,2.0,6.0,0.025,15,33.3,0.717,-6.88,-6.88,-1.0
1,0,both,20,1.5,10.0,0.025,24,20.8,0.809,-6.89,-9.67,-0.71
0,0,shorts,14,2.0,6.0,0.025,26,34.6,0.827,-6.94,-8.69,-0.8
1,0,shorts,17,2.0,7.0,0.025,20,30.0,0.791,-6.96,-6.96,-1.0
1,0,shorts,20,2.0,6.0,0.025,15,33.3,0.715,-6.96,-6.96,-1.0
1,0,longs,14,1.5,5.0,0.025,20,25.0,0.724,-6.97,-7.45,-0.94
1,1,longs,20,1.5,7.0,0.025,8,12.5,0.38,-7.13,-7.13,-1.0
1,1,longs,20,1.5,7.0,0.02,8,12.5,0.38,-7.13,-7.13,-1.0
1,1,both,17,2.0,8.0,0.02,30,26.7,0.846,-7.15,-7.15,-1.0
0,1,longs,17,1.5,8.0,0.02,12,16.7,0.574,-7.18,-11.11,-0.65
0,1,longs,17,1.5,8.0,0.025,12,16.7,0.574,-7.18,-11.11,-0.65
0,0,longs,17,1.5,8.0,0.025,12,16.7,0.573,-7.2,-11.13,-0.65
0,0,longs,17,1.5,6.0,0.025,13,23.1,0.57,-7.2,-9.72,-0.74
0,0,longs,17,1.5,8.0,0.02,12,16.7,0.573,-7.2,-11.13,-0.65
0,0,longs,17,1.5,6.0,0.02,13,23.1,0.57,-7.2,-9.72,-0.74
1,0,longs,20,1.5,9.0,0.02,9,11.1,0.446,-7.21,-7.21,-1.0
1,0,longs,20,1.5,9.0,0.025,9,11.1,0.446,-7.21,-7.21,-1.0
0,0,longs,14,2.0,5.0,0.025,20,30.0,0.74,-7.24,-10.82,-0.67
1,1,shorts,17,1.5,5.0,0.02,19,31.6,0.71,-7.25,-7.25,-1.0
0,1,longs,17,1.5,6.0,0.02,13,23.1,0.565,-7.28,-9.72,-0.75
0,1,longs,17,1.5,6.0,0.025,13,23.1,0.565,-7.28,-9.72,-0.75
0,0,both,20,1.5,10.0,0.02,26,19.2,0.804,-7.29,-10.25,-0.71
0,1,both,17,1.5,8.0,0.025,33,24.2,0.848,-7.3,-7.3,-1.0
0,1,longs,14,2.0,5.0,0.025,20,30.0,0.737,-7.31,-10.82,-0.68
0,0,both,20,2.0,7.0,0.025,26,30.8,0.819,-7.33,-7.33,-1.0
0,1,shorts,14,2.0,5.0,0.025,24,37.5,0.785,-7.33,-9.1,-0.81
1,1,shorts,14,2.0,5.0,0.02,23,34.8,0.767,-7.35,-9.1,-0.81
1,0,both,20,2.0,6.0,0.02,24,33.3,0.781,-7.37,-7.37,-1.0
1,0,both,20,2.0,9.0,0.025,24,25.0,0.814,-7.45,-7.95,-0.94
0,0,shorts,17,2.0,6.0,0.025,21,33.3,0.771,-7.46,-7.46,-1.0
1,1,shorts,20,2.0,5.0,0.02,15,33.3,0.65,-7.49,-7.49,-1.0
0,1,shorts,20,1.5,6.0,0.025,17,29.4,0.7,-7.5,-7.5,-1.0
0,1,both,20,1.5,10.0,0.025,25,20.0,0.8,-7.54,-8.96,-0.84
0,0,shorts,20,1.5,6.0,0.025,17,29.4,0.698,-7.54,-7.54,-1.0
0,1,longs,20,2.0,9.0,0.02,8,12.5,0.464,-7.56,-7.56,-1.0
0,1,longs,20,2.0,9.0,0.025,8,12.5,0.464,-7.56,-7.56,-1.0
1,0,shorts,20,2.0,5.0,0.02,15,33.3,0.647,-7.58,-7.58,-1.0
1,1,longs,20,2.0,10.0,0.02,8,12.5,0.461,-7.58,-7.58,-1.0
1,1,longs,20,2.0,10.0,0.025,8,12.5,0.461,-7.58,-7.58,-1.0
0,0,both,20,2.0,6.0,0.025,26,34.6,0.799,-7.62,-7.62,-1.0
0,1,both,20,2.0,6.0,0.02,25,32.0,0.78,-7.64,-8.93,-0.86
1,0,both,20,2.0,5.0,0.02,24,37.5,0.758,-7.66,-7.66,-1.0
0,0,both,20,2.0,8.0,0.025,26,26.9,0.817,-7.67,-7.67,-1.0
1,0,shorts,17,1.5,6.0,0.025,20,30.0,0.74,-7.68,-7.68,-1.0
0,1,both,17,1.5,7.0,0.02,34,26.5,0.832,-7.71,-7.71,-1.0
0,0,both,20,1.5,6.0,0.025,26,30.8,0.78,-7.72,-7.72,-1.0
0,0,both,17,1.5,8.0,0.02,34,23.5,0.838,-7.73,-7.73,-1.0
1,0,longs,14,2.0,5.0,0.025,20,30.0,0.721,-7.73,-11.2,-0.69
1,1,longs,20,1.5,6.0,0.025,8,12.5,0.321,-7.77,-7.77,-1.0
1,1,longs,20,1.5,6.0,0.02,8,12.5,0.321,-7.77,-7.77,-1.0
1,1,shorts,20,1.5,5.0,0.025,15,33.3,0.643,-7.78,-7.78,-1.0
1,0,shorts,17,2.0,6.0,0.02,20,30.0,0.737,-7.79,-7.79,-1.0
1,0,shorts,20,1.5,5.0,0.025,15,33.3,0.642,-7.82,-7.82,-1.0
1,0,longs,20,1.5,8.0,0.025,9,11.1,0.394,-7.84,-7.84,-1.0
1,0,longs,20,1.5,8.0,0.02,9,11.1,0.394,-7.84,-7.84,-1.0
0,1,both,20,2.0,7.0,0.02,25,28.0,0.788,-7.87,-7.87,-1.0
0,1,shorts,17,1.5,6.0,0.025,21,28.6,0.738,-7.89,-7.89,-1.0
1,1,both,20,2.0,10.0,0.02,23,21.7,0.783,-7.91,-11.73,-0.67
0,0,both,20,2.0,9.0,0.025,25,24.0,0.811,-7.92,-8.91,-0.89
1,0,both,17,1.5,9.0,0.02,33,21.2,0.833,-7.98,-8.41,-0.95
0,0,longs,14,2.0,5.0,0.02,20,30.0,0.703,-8.05,-11.6,-0.69
1,1,both,20,2.0,7.0,0.025,23,30.4,0.777,-8.05,-8.05,-1.0
1,0,both,20,1.5,6.0,0.02,24,29.2,0.744,-8.06,-8.06,-1.0
1,1,both,17,1.5,10.0,0.02,31,19.4,0.821,-8.1,-9.85,-0.82
0,1,longs,14,2.0,5.0,0.02,20,30.0,0.7,-8.12,-11.6,-0.7
1,0,both,20,1.5,5.0,0.02,24,33.3,0.728,-8.13,-8.13,-1.0
0,1,both,20,2.0,5.0,0.02,25,36.0,0.752,-8.14,-8.14,-1.0
1,1,shorts,17,2.0,6.0,0.025,19,31.6,0.731,-8.16,-8.16,-1.0
1,1,longs,20,2.0,9.0,0.02,8,12.5,0.413,-8.2,-8.2,-1.0
1,1,longs,20,2.0,9.0,0.025,8,12.5,0.413,-8.2,-8.2,-1.0
0,0,shorts,17,2.0,7.0,0.025,21,28.6,0.764,-8.23,-8.23,-1.0
0,0,longs,17,2.0,7.0,0.02,13,23.1,0.579,-8.24,-11.2,-0.74
0,1,both,20,2.0,10.0,0.02,24,20.8,0.784,-8.25,-12.59,-0.66
0,0,shorts,17,1.5,6.0,0.02,22,27.3,0.724,-8.3,-8.3,-1.0
1,1,shorts,14,1.5,5.0,0.025,24,33.3,0.747,-8.31,-8.31,-1.0
0,1,both,17,1.5,9.0,0.025,33,21.2,0.833,-8.32,-8.32,-1.0
1,1,both,17,2.0,9.0,0.02,30,23.3,0.828,-8.33,-8.43,-0.99
0,1,longs,17,2.0,7.0,0.02,13,23.1,0.574,-8.34,-11.2,-0.74
0,0,both,20,1.5,5.0,0.025,26,34.6,0.747,-8.43,-8.43,-1.0
0,1,both,17,1.5,5.0,0.02,35,31.4,0.808,-8.44,-8.44,-1.0
1,0,shorts,14,1.5,6.0,0.025,26,30.8,0.782,-8.44,-8.44,-1.0
0,0,longs,20,2.0,10.0,0.025,9,11.1,0.465,-8.47,-8.47,-1.0
0,0,longs,20,2.0,10.0,0.02,9,11.1,0.465,-8.47,-8.47,-1.0
1,1,both,20,1.5,7.0,0.025,23,26.1,0.743,-8.53,-8.53,-1.0
1,0,longs,14,2.0,5.0,0.02,20,30.0,0.683,-8.55,-11.98,-0.71
0,1,both,20,1.5,6.0,0.02,25,28.0,0.738,-8.57,-8.57,-1.0
0,0,both,20,2.0,5.0,0.025,26,38.5,0.759,-8.62,-8.62,-1.0
0,1,both,17,2.0,9.0,0.02,31,22.6,0.825,-8.7,-10.93,-0.8
0,0,shorts,14,1.5,6.0,0.02,28,28.6,0.776,-8.71,-8.71,-1.0
0,0,both,17,1.5,9.0,0.02,34,20.6,0.823,-8.74,-8.74,-1.0
0,1,both,20,1.5,5.0,0.02,25,32.0,0.718,-8.77,-8.77,-1.0
0,0,longs,17,2.0,7.0,0.025,13,23.1,0.561,-8.82,-11.76,-0.75
0,1,shorts,20,1.5,5.0,0.02,17,29.4,0.61,-8.88,-8.88,-1.0
1,1,shorts,17,1.5,5.0,0.025,19,31.6,0.666,-8.9,-8.9,-1.0
1,1,both,17,1.5,8.0,0.02,31,22.6,0.798,-8.9,-8.9,-1.0
0,1,longs,17,2.0,7.0,0.025,13,23.1,0.556,-8.91,-11.76,-0.76
1,0,longs,17,2.0,7.0,0.02,13,23.1,0.542,-8.92,-11.72,-0.76
0,0,shorts,17,2.0,5.0,0.02,21,33.3,0.691,-8.92,-8.92,-1.0
0,0,both,20,1.5,10.0,0.025,26,19.2,0.77,-8.93,-10.28,-0.87
0,0,shorts,20,1.5,5.0,0.02,17,29.4,0.608,-8.93,-8.93,-1.0
0,1,shorts,20,2.0,5.0,0.025,17,35.3,0.649,-8.95,-8.95,-1.0
0,0,shorts,20,2.0,5.0,0.025,17,35.3,0.647,-9.03,-9.03,-1.0
0,0,shorts,14,2.0,5.0,0.02,26,34.6,0.743,-9.1,-10.27,-0.89
0,0,longs,20,2.0,9.0,0.02,9,11.1,0.417,-9.16,-9.16,-1.0
0,1,both,17,2.0,8.0,0.02,32,25.0,0.815,-9.16,-9.16,-1.0
0,0,longs,20,2.0,9.0,0.025,9,11.1,0.417,-9.16,-9.16,-1.0
1,1,longs,17,2.0,8.0,0.02,11,18.2,0.487,-9.18,-12.87,-0.71
1,0,longs,20,2.0,10.0,0.025,9,11.1,0.414,-9.18,-9.18,-1.0
1,0,longs,20,2.0,10.0,0.02,9,11.1,0.414,-9.18,-9.18,-1.0
0,1,shorts,17,2.0,5.0,0.025,20,35.0,0.686,-9.28,-9.28,-1.0
1,0,shorts,17,1.5,5.0,0.02,20,30.0,0.652,-9.29,-9.29,-1.0
0,1,both,17,1.5,7.0,0.025,34,26.5,0.803,-9.34,-9.34,-1.0
0,1,shorts,14,1.5,5.0,0.02,26,30.8,0.721,-9.41,-9.41,-1.0
1,1,shorts,17,2.0,5.0,0.02,19,31.6,0.65,-9.48,-9.48,-1.0
1,0,longs,17,2.0,7.0,0.025,13,23.1,0.525,-9.49,-12.27,-0.77
0,1,both,17,2.0,5.0,0.02,34,35.3,0.79,-9.5,-9.5,-1.0
1,1,both,20,2.0,5.0,0.02,23,34.8,0.691,-9.59,-9.59,-1.0
1,0,both,20,2.0,10.0,0.02,24,20.8,0.746,-9.6,-13.26,-0.72
0,0,both,17,1.5,7.0,0.02,35,25.7,0.796,-9.64,-9.64,-1.0
1,0,both,20,1.5,6.0,0.025,24,29.2,0.708,-9.68,-9.68,-1.0
1,1,both,17,1.5,10.0,0.025,31,19.4,0.792,-9.73,-9.88,-0.99
1,0,both,20,1.5,5.0,0.025,24,33.3,0.69,-9.75,-9.75,-1.0
1,1,longs,17,2.0,8.0,0.025,11,18.2,0.471,-9.76,-13.42,-0.73
1,0,both,20,2.0,6.0,0.025,24,33.3,0.728,-9.77,-9.77,-1.0
1,0,longs,20,2.0,9.0,0.02,9,11.1,0.371,-9.79,-9.79,-1.0
1,0,longs,20,2.0,9.0,0.025,9,11.1,0.371,-9.79,-9.79,-1.0
1,1,both,20,2.0,6.0,0.02,23,30.4,0.702,-9.8,-9.8,-1.0
1,1,longs,14,1.5,5.0,0.02,20,20.0,0.624,-9.81,-9.81,-1.0
0,0,both,17,1.5,8.0,0.025,34,23.5,0.801,-9.85,-9.85,-1.0
0,0,longs,14,1.5,6.0,0.02,19,21.1,0.602,-9.88,-10.98,-0.9
1,1,shorts,20,2.0,5.0,0.025,15,33.3,0.583,-9.9,-9.9,-1.0
0,0,both,20,2.0,10.0,0.02,25,20.0,0.749,-9.93,-14.1,-0.7
1,1,shorts,14,2.0,5.0,0.025,23,34.8,0.708,-9.94,-11.12,-0.89
0,1,longs,17,2.0,8.0,0.02,12,16.7,0.489,-9.97,-13.78,-0.72
0,1,longs,14,1.5,6.0,0.02,19,21.1,0.599,-9.97,-10.98,-0.91
1,0,shorts,20,2.0,5.0,0.025,15,33.3,0.581,-9.98,-9.98,-1.0
0,0,longs,17,2.0,6.0,0.02,13,23.1,0.485,-9.99,-11.88,-0.84
0,1,shorts,17,1.5,5.0,0.02,21,28.6,0.638,-9.99,-9.99,-1.0
0,0,longs,17,2.0,8.0,0.02,12,16.7,0.488,-10.0,-13.81,-0.72
0,1,both,20,2.0,6.0,0.025,25,32.0,0.729,-10.05,-10.05,-1.0
1,0,both,20,2.0,5.0,0.025,24,37.5,0.703,-10.06,-10.06,-1.0
0,1,both,17,1.5,5.0,0.025,35,31.4,0.779,-10.07,-10.07,-1.0
0,1,longs,17,2.0,6.0,0.02,13,23.1,0.481,-10.07,-11.88,-0.85
1,1,both,20,1.5,5.0,0.02,23,30.4,0.657,-10.08,-10.08,-1.0
0,1,both,17,1.5,10.0,0.02,33,18.2,0.789,-10.09,-10.44,-0.97
1,0,both,17,1.5,9.0,0.025,33,21.2,0.797,-10.1,-10.1,-1.0
1,1,both,17,2.0,8.0,0.025,30,26.7,0.794,-10.13,-10.13,-1.0
1,0,shorts,14,2.0,6.0,0.025,25,32.0,0.745,-10.16,-10.16,-1.0
0,1,both,20,1.5,6.0,0.025,25,28.0,0.704,-10.19,-10.19,-1.0
0,1,both,20,2.0,7.0,0.025,25,28.0,0.74,-10.26,-10.26,-1.0
1,1,both,20,2.0,10.0,0.025,23,21.7,0.734,-10.31,-12.47,-0.83
1,1,longs,14,1.5,5.0,0.025,20,20.0,0.61,-10.33,-10.33,-1.0
0,0,both,17,1.5,5.0,0.02,36,30.6,0.771,-10.39,-10.39,-1.0
0,1,both,20,1.5,5.0,0.025,25,32.0,0.683,-10.39,-10.39,-1.0
0,0,shorts,17,1.5,6.0,0.025,22,27.3,0.676,-10.41,-10.41,-1.0
0,0,longs,14,1.5,6.0,0.025,19,21.1,0.588,-10.41,-11.5,-0.91
0,1,shorts,20,1.5,5.0,0.025,17,29.4,0.569,-10.5,-10.5,-1.0
1,1,both,20,1.5,6.0,0.02,23,26.1,0.66,-10.5,-10.5,-1.0
0,1,longs,14,1.5,6.0,0.025,19,21.1,0.585,-10.5,-11.5,-0.91
1,1,both,17,1.5,8.0,0.025,31,22.6,0.769,-10.52,-10.52,-1.0
0,1,both,20,2.0,5.0,0.025,25,36.0,0.7,-10.53,-10.53,-1.0
0,0,shorts,20,1.5,5.0,0.025,17,29.4,0.568,-10.54,-10.54,-1.0
0,1,longs,17,2.0,8.0,0.025,12,16.7,0.474,-10.54,-14.32,-0.74
0,0,longs,17,2.0,6.0,0.025,13,23.1,0.47,-10.56,-12.44,-0.85
0,0,longs,17,2.0,8.0,0.025,12,16.7,0.473,-10.57,-14.35,-0.74
1,0,longs,17,2.0,6.0,0.02,13,23.1,0.453,-10.57,-12.33,-0.86
0,1,longs,17,2.0,6.0,0.025,13,23.1,0.466,-10.64,-12.44,-0.86
0,1,both,20,2.0,10.0,0.025,24,20.8,0.737,-10.64,-13.32,-0.8
1,0,shorts,17,2.0,6.0,0.025,20,30.0,0.67,-10.66,-10.66,-1.0
1,0,longs,17,1.5,7.0,0.025,13,15.4,0.407,-10.74,-10.74,-1.0
1,0,longs,17,1.5,7.0,0.02,13,15.4,0.407,-10.74,-10.74,-1.0
0,0,both,17,2.0,9.0,0.02,32,21.9,0.79,-10.74,-12.94,-0.83
1,0,longs,17,2.0,8.0,0.02,12,16.7,0.446,-10.76,-14.38,-0.75
1,0,both,17,2.0,8.0,0.02,32,25.0,0.78,-10.77,-10.77,-1.0
0,0,both,17,1.5,9.0,0.025,34,20.6,0.789,-10.85,-10.85,-1.0
0,1,both,17,2.0,5.0,0.025,34,35.3,0.773,-10.89,-10.89,-1.0
0,1,shorts,14,1.5,5.0,0.025,26,30.8,0.687,-11.01,-11.01,-1.0
1,0,shorts,14,1.5,5.0,0.02,26,30.8,0.684,-11.1,-11.1,-1.0
1,0,longs,17,2.0,6.0,0.025,13,23.1,0.439,-11.13,-12.88,-0.86
0,0,shorts,14,1.5,6.0,0.025,28,28.6,0.728,-11.14,-11.14,-1.0
0,1,longs,17,1.5,10.0,0.025,12,8.3,0.396,-11.14,-11.14,-1.0
0,1,longs,17,1.5,10.0,0.02,12,8.3,0.396,-11.14,-11.14,-1.0
0,0,longs,17,1.5,10.0,0.025,12,8.3,0.396,-11.16,-11.16,-1.0
0,0,longs,17,1.5,10.0,0.02,12,8.3,0.396,-11.16,-11.16,-1.0
0,0,both,17,2.0,8.0,0.02,33,24.2,0.78,-11.19,-11.19,-1.0
0,1,both,17,2.0,7.0,0.02,33,27.3,0.771,-11.22,-11.22,-1.0
1,1,both,17,2.0,9.0,0.025,30,23.3,0.779,-11.27,-11.27,-1.0
1,0,longs,17,2.0,8.0,0.025,12,16.7,0.432,-11.32,-14.92,-0.76
1,1,longs,14,2.0,5.0,0.025,20,25.0,0.611,-11.33,-12.76,-0.89
1,0,shorts,17,1.5,5.0,0.025,20,30.0,0.604,-11.38,-11.38,-1.0
0,0,both,17,2.0,5.0,0.02,35,34.3,0.755,-11.43,-11.43,-1.0
1,0,both,17,1.5,10.0,0.02,33,18.2,0.76,-11.43,-13.07,-0.87
0,1,both,14,1.5,5.0,0.02,46,30.4,0.801,-11.44,-11.44,-1.0
1,0,shorts,17,2.0,5.0,0.02,20,30.0,0.601,-11.48,-11.48,-1.0
0,1,shorts,17,1.5,5.0,0.025,21,28.6,0.603,-11.59,-11.59,-1.0
0,1,both,17,2.0,9.0,0.025,31,22.6,0.778,-11.64,-12.23,-0.95
1,1,both,17,1.5,5.0,0.02,32,28.1,0.719,-11.66,-11.66,-1.0
1,0,shorts,14,2.0,5.0,0.02,25,32.0,0.67,-11.66,-11.66,-1.0
1,0,both,17,1.5,5.0,0.02,34,29.4,0.731,-11.68,-11.68,-1.0
1,1,both,20,1.5,5.0,0.025,23,30.4,0.623,-11.68,-11.68,-1.0
0,1,both,17,1.5,10.0,0.025,33,18.2,0.764,-11.69,-11.69,-1.0
0,0,both,17,1.5,7.0,0.025,35,25.7,0.761,-11.72,-11.72,-1.0
0,0,shorts,17,2.0,5.0,0.025,21,33.3,0.627,-11.76,-11.76,-1.0
0,1,longs,17,1.5,9.0,0.02,12,8.3,0.356,-11.8,-11.8,-1.0
0,1,longs,17,1.5,9.0,0.025,12,8.3,0.356,-11.8,-11.8,-1.0
0,0,longs,17,1.5,9.0,0.02,12,8.3,0.355,-11.83,-11.83,-1.0
0,0,longs,17,1.5,9.0,0.025,12,8.3,0.355,-11.83,-11.83,-1.0
1,1,shorts,17,2.0,5.0,0.025,19,31.6,0.597,-11.84,-11.84,-1.0
1,0,longs,17,1.5,6.0,0.02,13,15.4,0.342,-11.84,-11.84,-1.0
1,0,longs,17,1.5,6.0,0.025,13,15.4,0.342,-11.84,-11.84,-1.0
1,1,longs,17,1.5,10.0,0.02,12,8.3,0.352,-11.85,-11.85,-1.0
1,1,longs,17,1.5,10.0,0.025,12,8.3,0.352,-11.85,-11.85,-1.0
1,1,longs,17,2.0,7.0,0.02,12,16.7,0.387,-11.88,-13.47,-0.88
1,0,both,17,2.0,9.0,0.02,32,21.9,0.766,-11.9,-12.01,-0.99
1,1,both,20,2.0,5.0,0.025,23,34.8,0.642,-11.94,-11.94,-1.0
1,0,both,20,2.0,10.0,0.025,24,20.8,0.702,-11.94,-13.98,-0.85
0,0,shorts,17,1.5,5.0,0.02,22,27.3,0.591,-11.97,-11.97,-1.0
0,1,both,17,2.0,8.0,0.025,32,25.0,0.768,-12.08,-12.08,-1.0
1,1,both,20,1.5,6.0,0.025,23,26.1,0.627,-12.09,-12.09,-1.0
1,1,both,17,2.0,10.0,0.02,30,20.0,0.75,-12.1,-13.34,-0.91
0,0,both,17,1.5,10.0,0.02,34,17.6,0.754,-12.1,-12.39,-0.98
1,1,longs,14,2.0,5.0,0.02,20,25.0,0.573,-12.11,-13.52,-0.9
1,1,both,20,2.0,6.0,0.025,23,30.4,0.655,-12.14,-12.14,-1.0
1,0,both,17,1.5,7.0,0.02,33,24.2,0.73,-12.16,-12.16,-1.0
0,1,both,17,2.0,6.0,0.02,33,30.3,0.735,-12.16,-13.39,-0.91
1,0,both,17,1.5,8.0,0.02,33,21.2,0.737,-12.2,-12.2,-1.0
