ema_slope,vol_mult,pb_pct,adx_thresh,tp,risk,n,wr,pf,ret,mdd,calmar
0,0.8,0.2,22,11.0,0.025,6,16.7,0.802,-1.66,-1.66,-1.0
0,0.9,0.15,18,14.0,0.025,11,18.2,0.901,-1.75,-1.75,-1.0
0,0.9,0.15,18,14.0,0.03,11,18.2,0.901,-1.75,-1.75,-1.0
0,1.2,0.2,18,12.0,0.03,10,20.0,0.877,-1.88,-1.88,-1.0
0,1.2,0.15,18,12.0,0.03,10,20.0,0.877,-1.88,-1.88,-1.0
0,1.2,0.15,18,12.0,0.025,10,20.0,0.877,-1.88,-1.88,-1.0
0,1.2,0.2,18,12.0,0.025,10,20.0,0.877,-1.88,-1.88,-1.0
0,0.9,0.2,18,10.0,0.02,13,23.1,0.9,-1.94,-1.94,-1.0
1,0.9,0.2,20,12.0,0.02,6,16.7,0.757,-1.99,-6.21,-0.32
1,0.9,0.2,20,12.0,0.025,6,16.7,0.757,-1.99,-6.21,-0.32
1,0.9,0.2,20,12.0,0.03,6,16.7,0.757,-1.99,-6.21,-0.32
0,1.0,0.15,18,12.0,0.03,10,20.0,0.868,-2.02,-2.02,-1.0
0,1.0,0.15,18,12.0,0.025,10,20.0,0.868,-2.02,-2.02,-1.0
0,0.8,0.2,18,11.0,0.03,14,21.4,0.901,-2.11,-2.11,-1.0
0,0.8,0.2,18,11.0,0.025,14,21.4,0.901,-2.11,-2.11,-1.0
0,0.8,0.2,22,10.0,0.03,6,16.7,0.727,-2.28,-2.28,-1.0
0,0.8,0.2,22,10.0,0.02,6,16.7,0.727,-2.28,-2.28,-1.0
0,0.8,0.2,22,10.0,0.025,6,16.7,0.727,-2.28,-2.28,-1.0
1,0.8,0.2,20,14.0,0.025,7,14.3,0.757,-2.32,-7.57,-0.31
1,0.8,0.2,20,14.0,0.02,7,14.3,0.757,-2.32,-7.57,-0.31
1,0.8,0.2,20,14.0,0.03,7,14.3,0.757,-2.32,-7.57,-0.31
1,1.0,0.15,18,11.0,0.02,10,20.0,0.842,-2.35,-2.35,-1.0
0,0.9,0.2,18,16.0,0.02,13,15.4,0.882,-2.41,-2.41,-1.0
0,0.9,0.2,18,10.0,0.03,13,23.1,0.878,-2.42,-2.42,-1.0
0,0.9,0.2,18,10.0,0.025,13,23.1,0.878,-2.42,-2.42,-1.0
0,0.8,0.15,18,14.0,0.02,12,16.7,0.853,-2.69,-3.0,-0.9
1,1.0,0.15,18,11.0,0.025,10,20.0,0.822,-2.71,-2.71,-1.0
1,1.0,0.15,18,11.0,0.03,10,20.0,0.822,-2.71,-2.71,-1.0
1,1.0,0.2,22,14.0,0.02,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,10.0,0.03,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,11.0,0.02,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,11.0,0.03,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,11.0,0.025,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,20.0,0.03,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,20.0,0.025,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,14.0,0.025,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,14.0,0.03,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,20.0,0.02,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,16.0,0.03,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,16.0,0.02,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,16.0,0.025,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,12.0,0.03,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,10.0,0.02,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,12.0,0.02,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,12.0,0.025,2,0.0,0.0,-2.79,-2.79,-1.0
1,1.0,0.2,22,10.0,0.025,2,0.0,0.0,-2.79,-2.79,-1.0
0,0.9,0.2,18,16.0,0.025,13,15.4,0.863,-2.89,-2.89,-1.0
0,0.9,0.2,18,16.0,0.03,13,15.4,0.863,-2.89,-2.89,-1.0
0,1.0,0.2,18,12.0,0.02,11,18.2,0.818,-2.95,-2.95,-1.0
0,1.0,0.15,22,20.0,0.02,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.0,0.15,22,20.0,0.03,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.2,0.2,22,20.0,0.02,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.2,0.2,22,20.0,0.025,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.2,0.2,22,20.0,0.03,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.2,0.15,22,20.0,0.02,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.2,0.15,22,20.0,0.025,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.2,0.15,22,20.0,0.03,2,0.0,0.0,-2.98,-2.98,-1.0
0,1.0,0.15,22,20.0,0.025,2,0.0,0.0,-2.98,-2.98,-1.0
0,0.8,0.15,18,14.0,0.025,12,16.7,0.831,-3.17,-3.17,-1.0
0,0.8,0.15,18,14.0,0.03,12,16.7,0.831,-3.17,-3.17,-1.0
1,0.9,0.15,22,11.0,0.02,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,16.0,0.025,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,16.0,0.03,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,14.0,0.025,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,14.0,0.02,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,11.0,0.03,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,11.0,0.025,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,12.0,0.02,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,10.0,0.02,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,12.0,0.025,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,12.0,0.03,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,16.0,0.02,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,14.0,0.03,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,20.0,0.03,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,10.0,0.025,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,10.0,0.03,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,20.0,0.02,2,0.0,0.0,-3.34,-3.34,-1.0
1,0.9,0.15,22,20.0,0.025,2,0.0,0.0,-3.34,-3.34,-1.0
0,0.8,0.2,18,10.0,0.02,14,21.4,0.836,-3.36,-3.36,-1.0
1,0.8,0.2,20,12.0,0.025,7,14.3,0.642,-3.41,-7.57,-0.45
1,0.8,0.2,20,12.0,0.02,7,14.3,0.642,-3.41,-7.57,-0.45
1,0.8,0.2,20,12.0,0.03,7,14.3,0.642,-3.41,-7.57,-0.45
0,1.0,0.2,18,12.0,0.025,11,18.2,0.795,-3.42,-3.42,-1.0
0,1.0,0.2,18,12.0,0.03,11,18.2,0.795,-3.42,-3.42,-1.0
1,1.0,0.15,18,10.0,0.02,10,20.0,0.762,-3.49,-3.49,-1.0
0,0.9,0.15,18,12.0,0.02,11,18.2,0.792,-3.5,-3.5,-1.0
1,1.0,0.2,18,11.0,0.02,11,18.2,0.768,-3.73,-3.73,-1.0
0,0.8,0.2,18,16.0,0.02,14,14.3,0.824,-3.82,-3.82,-1.0
0,0.8,0.2,18,10.0,0.03,14,21.4,0.818,-3.83,-3.83,-1.0
0,0.8,0.2,18,10.0,0.025,14,21.4,0.818,-3.83,-3.83,-1.0
1,1.0,0.15,18,10.0,0.025,10,20.0,0.744,-3.85,-3.85,-1.0
1,1.0,0.15,18,10.0,0.03,10,20.0,0.744,-3.85,-3.85,-1.0
0,0.9,0.15,18,12.0,0.03,11,18.2,0.771,-3.96,-3.96,-1.0
0,0.9,0.15,18,12.0,0.025,11,18.2,0.771,-3.96,-3.96,-1.0
1,1.0,0.2,18,11.0,0.03,11,18.2,0.752,-4.09,-4.09,-1.0
1,1.0,0.2,18,11.0,0.025,11,18.2,0.752,-4.09,-4.09,-1.0
1,0.9,0.15,18,11.0,0.02,11,18.2,0.744,-4.28,-4.28,-1.0
0,0.8,0.2,18,16.0,0.03,14,14.3,0.806,-4.29,-4.29,-1.0
0,0.8,0.2,18,16.0,0.025,14,14.3,0.806,-4.29,-4.29,-1.0
1,1.2,0.15,18,16.0,0.02,8,12.5,0.659,-4.3,-7.7,-0.56
1,1.2,0.2,18,16.0,0.02,8,12.5,0.659,-4.3,-7.7,-0.56
0,1.0,0.2,22,20.0,0.02,3,0.0,0.0,-4.36,-4.36,-1.0
0,1.0,0.2,22,20.0,0.025,3,0.0,0.0,-4.36,-4.36,-1.0
0,1.0,0.2,22,20.0,0.03,3,0.0,0.0,-4.36,-4.36,-1.0
1,1.2,0.15,20,20.0,0.025,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.2,0.2,20,20.0,0.02,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.2,0.15,20,20.0,0.03,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.2,0.2,20,20.0,0.03,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.2,0.2,20,20.0,0.025,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.2,0.15,20,20.0,0.02,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.0,0.15,20,20.0,0.03,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.0,0.15,20,20.0,0.02,3,0.0,0.0,-4.4,-4.4,-1.0
1,1.0,0.15,20,20.0,0.025,3,0.0,0.0,-4.4,-4.4,-1.0
0,0.9,0.2,18,14.0,0.02,13,15.4,0.773,-4.59,-4.59,-1.0
1,0.9,0.15,18,11.0,0.03,11,18.2,0.729,-4.63,-4.63,-1.0
1,0.9,0.15,18,11.0,0.025,11,18.2,0.729,-4.63,-4.63,-1.0
1,1.2,0.2,18,16.0,0.025,8,12.5,0.641,-4.65,-7.7,-0.6
1,1.2,0.15,18,16.0,0.03,8,12.5,0.641,-4.65,-7.7,-0.6
1,1.2,0.2,18,16.0,0.03,8,12.5,0.641,-4.65,-7.7,-0.6
1,1.2,0.15,18,16.0,0.025,8,12.5,0.641,-4.65,-7.7,-0.6
1,0.8,0.15,22,11.0,0.02,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,11.0,0.025,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,12.0,0.025,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,14.0,0.02,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,14.0,0.025,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,20.0,0.03,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,16.0,0.02,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,14.0,0.03,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,16.0,0.025,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,10.0,0.03,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,10.0,0.025,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,10.0,0.02,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,20.0,0.02,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,20.0,0.025,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,11.0,0.03,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,12.0,0.02,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,12.0,0.03,3,0.0,0.0,-4.74,-4.74,-1.0
1,0.8,0.15,22,16.0,0.03,3,0.0,0.0,-4.74,-4.74,-1.0
1,1.0,0.2,18,10.0,0.02,11,18.2,0.696,-4.86,-4.86,-1.0
0,0.8,0.15,18,12.0,0.02,12,16.7,0.729,-4.89,-4.89,-1.0
0,0.9,0.15,22,20.0,0.03,3,0.0,0.0,-4.9,-4.9,-1.0
0,0.9,0.15,22,20.0,0.025,3,0.0,0.0,-4.9,-4.9,-1.0
0,0.9,0.15,22,20.0,0.02,3,0.0,0.0,-4.9,-4.9,-1.0
0,0.9,0.2,18,14.0,0.03,13,15.4,0.755,-5.05,-5.05,-1.0
0,0.9,0.2,18,14.0,0.025,13,15.4,0.755,-5.05,-5.05,-1.0
1,1.0,0.2,18,10.0,0.025,11,18.2,0.681,-5.21,-5.21,-1.0
1,1.0,0.2,18,10.0,0.03,11,18.2,0.681,-5.21,-5.21,-1.0
0,0.8,0.15,18,12.0,0.03,12,16.7,0.711,-5.35,-5.35,-1.0
0,0.8,0.15,18,12.0,0.025,12,16.7,0.711,-5.35,-5.35,-1.0
1,1.2,0.15,18,14.0,0.02,8,12.5,0.574,-5.36,-7.7,-0.7
1,1.2,0.2,18,14.0,0.02,8,12.5,0.574,-5.36,-7.7,-0.7
1,0.9,0.15,18,10.0,0.02,11,18.2,0.674,-5.4,-5.4,-1.0
1,0.8,0.15,18,11.0,0.02,12,16.7,0.684,-5.66,-5.66,-1.0
1,1.2,0.2,18,14.0,0.025,8,12.5,0.558,-5.7,-7.7,-0.74
1,1.2,0.15,18,14.0,0.03,8,12.5,0.558,-5.7,-7.7,-0.74
1,1.2,0.2,18,14.0,0.03,8,12.5,0.558,-5.7,-7.7,-0.74
1,1.2,0.15,18,14.0,0.025,8,12.5,0.558,-5.7,-7.7,-0.74
1,0.9,0.15,18,10.0,0.025,11,18.2,0.66,-5.75,-5.75,-1.0
1,0.9,0.15,18,10.0,0.03,11,18.2,0.66,-5.75,-5.75,-1.0
1,1.0,0.2,20,20.0,0.025,4,0.0,0.0,-5.76,-5.76,-1.0
1,1.0,0.2,20,20.0,0.02,4,0.0,0.0,-5.76,-5.76,-1.0
1,1.0,0.2,20,20.0,0.03,4,0.0,0.0,-5.76,-5.76,-1.0
0,1.2,0.15,20,20.0,0.02,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.0,0.15,20,20.0,0.03,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.2,0.15,20,20.0,0.03,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.2,0.2,20,20.0,0.02,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.2,0.2,20,20.0,0.03,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.2,0.15,20,20.0,0.025,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.2,0.2,20,20.0,0.025,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.0,0.15,20,20.0,0.025,4,0.0,0.0,-5.87,-5.87,-1.0
0,1.0,0.15,20,20.0,0.02,4,0.0,0.0,-5.87,-5.87,-1.0
0,0.8,0.2,18,14.0,0.02,14,14.3,0.72,-5.97,-5.97,-1.0
1,0.8,0.15,18,11.0,0.03,12,16.7,0.671,-6.01,-6.01,-1.0
1,0.8,0.15,18,11.0,0.025,12,16.7,0.671,-6.01,-6.01,-1.0
0,0.8,0.15,22,20.0,0.03,4,0.0,0.0,-6.28,-6.28,-1.0
0,0.8,0.15,22,20.0,0.025,4,0.0,0.0,-6.28,-6.28,-1.0
0,0.8,0.15,22,20.0,0.02,4,0.0,0.0,-6.28,-6.28,-1.0
1,0.9,0.15,20,20.0,0.03,4,0.0,0.0,-6.29,-6.29,-1.0
1,0.9,0.15,20,20.0,0.02,4,0.0,0.0,-6.29,-6.29,-1.0
1,0.9,0.15,20,20.0,0.025,4,0.0,0.0,-6.29,-6.29,-1.0
1,1.2,0.2,18,12.0,0.02,8,12.5,0.488,-6.41,-7.7,-0.83
1,1.2,0.15,18,12.0,0.02,8,12.5,0.488,-6.41,-7.7,-0.83
0,0.8,0.2,18,14.0,0.025,14,14.3,0.705,-6.43,-6.43,-1.0
0,0.8,0.2,18,14.0,0.03,14,14.3,0.705,-6.43,-6.43,-1.0
1,0.9,0.2,22,11.0,0.025,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,11.0,0.02,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,10.0,0.025,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,10.0,0.03,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,12.0,0.02,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,12.0,0.025,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,10.0,0.02,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,12.0,0.03,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,20.0,0.03,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,16.0,0.03,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,20.0,0.025,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,14.0,0.03,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,14.0,0.025,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,14.0,0.02,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,16.0,0.025,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,16.0,0.02,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,11.0,0.03,4,0.0,0.0,-6.6,-6.6,-1.0
1,0.9,0.2,22,20.0,0.02,4,0.0,0.0,-6.6,-6.6,-1.0
0,0.9,0.2,18,12.0,0.02,13,15.4,0.661,-6.74,-6.74,-1.0
1,1.2,0.15,18,12.0,0.025,8,12.5,0.475,-6.76,-7.7,-0.88
1,1.2,0.2,18,12.0,0.03,8,12.5,0.475,-6.76,-7.7,-0.88
1,1.2,0.2,18,12.0,0.025,8,12.5,0.475,-6.76,-7.7,-0.88
1,1.2,0.15,18,12.0,0.03,8,12.5,0.475,-6.76,-7.7,-0.88
1,0.8,0.15,18,10.0,0.02,12,16.7,0.62,-6.77,-6.77,-1.0
1,0.8,0.15,18,10.0,0.03,12,16.7,0.608,-7.11,-7.11,-1.0
1,0.8,0.15,18,10.0,0.025,12,16.7,0.608,-7.11,-7.11,-1.0
0,0.9,0.2,18,12.0,0.025,13,15.4,0.646,-7.2,-7.2,-1.0
0,0.9,0.2,18,12.0,0.03,13,15.4,0.646,-7.2,-7.2,-1.0
0,1.0,0.2,20,20.0,0.025,5,0.0,0.0,-7.21,-7.21,-1.0
0,1.0,0.2,20,20.0,0.02,5,0.0,0.0,-7.21,-7.21,-1.0
0,1.0,0.2,20,20.0,0.03,5,0.0,0.0,-7.21,-7.21,-1.0
1,1.0,0.15,18,16.0,0.02,10,10.0,0.53,-7.25,-9.26,-0.78
1,0.9,0.2,18,11.0,0.02,13,15.4,0.62,-7.5,-7.5,-1.0
1,1.0,0.15,18,16.0,0.025,10,10.0,0.519,-7.59,-9.26,-0.82
1,1.0,0.15,18,16.0,0.03,10,10.0,0.519,-7.59,-9.26,-0.82
1,0.8,0.15,20,20.0,0.03,5,0.0,0.0,-7.65,-7.65,-1.0
1,0.8,0.15,20,20.0,0.025,5,0.0,0.0,-7.65,-7.65,-1.0
1,0.8,0.15,20,20.0,0.02,5,0.0,0.0,-7.65,-7.65,-1.0
0,0.9,0.15,20,20.0,0.025,5,0.0,0.0,-7.73,-7.73,-1.0
0,0.9,0.15,20,20.0,0.02,5,0.0,0.0,-7.73,-7.73,-1.0
0,0.9,0.15,20,20.0,0.03,5,0.0,0.0,-7.73,-7.73,-1.0
1,0.9,0.2,18,11.0,0.03,13,15.4,0.61,-7.84,-7.84,-1.0
1,0.9,0.2,18,11.0,0.025,13,15.4,0.61,-7.84,-7.84,-1.0
1,0.8,0.2,22,20.0,0.03,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,12.0,0.02,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,20.0,0.025,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,10.0,0.025,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,14.0,0.025,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,10.0,0.02,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,16.0,0.025,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,16.0,0.02,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,14.0,0.03,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,12.0,0.025,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,11.0,0.03,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,11.0,0.025,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,14.0,0.02,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,12.0,0.03,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,11.0,0.02,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,10.0,0.03,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,20.0,0.02,5,0.0,0.0,-7.95,-7.95,-1.0
1,0.8,0.2,22,16.0,0.03,5,0.0,0.0,-7.95,-7.95,-1.0
0,0.8,0.2,18,12.0,0.02,14,14.3,0.615,-8.09,-8.09,-1.0
0,0.9,0.2,22,20.0,0.025,5,0.0,0.0,-8.1,-8.1,-1.0
0,0.9,0.2,22,20.0,0.02,5,0.0,0.0,-8.1,-8.1,-1.0
0,0.9,0.2,22,20.0,0.03,5,0.0,0.0,-8.1,-8.1,-1.0
1,1.0,0.15,18,14.0,0.02,10,10.0,0.462,-8.27,-9.26,-0.89
0,0.8,0.2,18,12.0,0.03,14,14.3,0.603,-8.54,-8.54,-1.0
0,0.8,0.2,18,12.0,0.025,14,14.3,0.603,-8.54,-8.54,-1.0
1,1.0,0.2,18,16.0,0.02,11,9.1,0.485,-8.56,-10.55,-0.81
1,0.9,0.2,18,10.0,0.02,13,15.4,0.562,-8.59,-8.59,-1.0
1,1.0,0.15,18,14.0,0.03,10,10.0,0.452,-8.61,-9.26,-0.93
1,1.0,0.15,18,14.0,0.025,10,10.0,0.452,-8.61,-9.26,-0.93
1,0.8,0.2,18,11.0,0.02,14,14.3,0.578,-8.84,-8.84,-1.0
1,1.0,0.2,18,16.0,0.025,11,9.1,0.475,-8.9,-10.55,-0.84
1,1.0,0.2,18,16.0,0.03,11,9.1,0.475,-8.9,-10.55,-0.84
1,0.9,0.2,18,10.0,0.03,13,15.4,0.552,-8.92,-8.92,-1.0
1,0.9,0.2,18,10.0,0.025,13,15.4,0.552,-8.92,-8.92,-1.0
0,0.8,0.15,20,20.0,0.02,6,0.0,0.0,-9.07,-9.07,-1.0
0,0.8,0.15,20,20.0,0.03,6,0.0,0.0,-9.07,-9.07,-1.0
0,0.8,0.15,20,20.0,0.025,6,0.0,0.0,-9.07,-9.07,-1.0
1,0.9,0.15,18,16.0,0.02,11,9.1,0.474,-9.08,-9.26,-0.98
1,0.8,0.2,18,11.0,0.03,14,14.3,0.568,-9.17,-9.17,-1.0
1,0.8,0.2,18,11.0,0.025,14,14.3,0.568,-9.17,-9.17,-1.0
1,1.0,0.15,18,12.0,0.02,10,10.0,0.392,-9.29,-9.29,-1.0
1,0.9,0.15,18,16.0,0.03,11,9.1,0.465,-9.42,-9.42,-1.0
1,0.9,0.15,18,16.0,0.025,11,9.1,0.465,-9.42,-9.42,-1.0
0,0.8,0.2,22,20.0,0.02,6,0.0,0.0,-9.43,-9.43,-1.0
0,0.8,0.2,22,20.0,0.025,6,0.0,0.0,-9.43,-9.43,-1.0
0,0.8,0.2,22,20.0,0.03,6,0.0,0.0,-9.43,-9.43,-1.0
1,0.9,0.2,20,20.0,0.025,6,0.0,0.0,-9.45,-9.45,-1.0
1,0.9,0.2,20,20.0,0.02,6,0.0,0.0,-9.45,-9.45,-1.0
1,0.9,0.2,20,20.0,0.03,6,0.0,0.0,-9.45,-9.45,-1.0
1,1.0,0.2,18,14.0,0.02,11,9.1,0.422,-9.57,-10.55,-0.91
1,1.0,0.15,18,12.0,0.03,10,10.0,0.384,-9.62,-9.62,-1.0
1,1.0,0.15,18,12.0,0.025,10,10.0,0.384,-9.62,-9.62,-1.0
1,0.8,0.2,18,10.0,0.02,14,14.3,0.523,-9.91,-9.91,-1.0
1,1.0,0.2,18,14.0,0.03,11,9.1,0.414,-9.91,-10.55,-0.94
1,1.0,0.2,18,14.0,0.025,11,9.1,0.414,-9.91,-10.55,-0.94
1,0.9,0.15,18,14.0,0.02,11,9.1,0.413,-10.08,-10.08,-1.0
1,0.8,0.2,18,10.0,0.025,14,14.3,0.514,-10.24,-10.24,-1.0
1,0.8,0.2,18,10.0,0.03,14,14.3,0.514,-10.24,-10.24,-1.0
1,0.8,0.15,18,16.0,0.02,12,8.3,0.437,-10.4,-10.57,-0.98
1,0.9,0.15,18,14.0,0.025,11,9.1,0.405,-10.42,-10.42,-1.0
1,0.9,0.15,18,14.0,0.03,11,9.1,0.405,-10.42,-10.42,-1.0
1,1.0,0.2,18,12.0,0.02,11,9.1,0.358,-10.58,-10.58,-1.0
1,0.8,0.15,18,16.0,0.03,12,8.3,0.429,-10.73,-10.73,-1.0
1,0.8,0.15,18,16.0,0.025,12,8.3,0.429,-10.73,-10.73,-1.0
1,0.8,0.2,20,20.0,0.025,7,0.0,0.0,-10.76,-10.76,-1.0
1,0.8,0.2,20,20.0,0.02,7,0.0,0.0,-10.76,-10.76,-1.0
1,0.8,0.2,20,20.0,0.03,7,0.0,0.0,-10.76,-10.76,-1.0
0,0.9,0.2,20,20.0,0.025,7,0.0,0.0,-10.84,-10.84,-1.0
0,0.9,0.2,20,20.0,0.03,7,0.0,0.0,-10.84,-10.84,-1.0
0,0.9,0.2,20,20.0,0.02,7,0.0,0.0,-10.84,-10.84,-1.0
1,1.0,0.2,18,12.0,0.025,11,9.1,0.351,-10.91,-10.91,-1.0
1,1.0,0.2,18,12.0,0.03,11,9.1,0.351,-10.91,-10.91,-1.0
1,0.9,0.15,18,12.0,0.02,11,9.1,0.351,-11.09,-11.09,-1.0
1,0.8,0.15,18,14.0,0.02,12,8.3,0.38,-11.38,-11.38,-1.0
1,0.9,0.15,18,12.0,0.025,11,9.1,0.344,-11.41,-11.41,-1.0
1,0.9,0.15,18,12.0,0.03,11,9.1,0.344,-11.41,-11.41,-1.0
1,0.8,0.15,18,14.0,0.03,12,8.3,0.374,-11.71,-11.71,-1.0
1,0.8,0.15,18,14.0,0.025,12,8.3,0.374,-11.71,-11.71,-1.0
0,0.8,0.2,20,20.0,0.025,8,0.0,0.0,-12.13,-12.13,-1.0
0,0.8,0.2,20,20.0,0.02,8,0.0,0.0,-12.13,-12.13,-1.0
0,0.8,0.2,20,20.0,0.03,8,0.0,0.0,-12.13,-12.13,-1.0
1,0.9,0.2,18,16.0,0.02,13,7.7,0.394,-12.14,-12.31,-0.99
1,0.8,0.15,18,12.0,0.02,12,8.3,0.323,-12.37,-12.37,-1.0
