ema_slope,vol_mult,pb_pct,adx_thresh,tp,risk,n,wr,pf,ret,mdd,calmar
1,0.9,0.2,20,11.0,0.02,6,33.3,1.771,5.51,0.0,inf
1,0.9,0.2,20,11.0,0.025,6,33.3,1.771,5.51,0.0,inf
1,0.9,0.2,20,11.0,0.03,6,33.3,1.771,5.51,0.0,inf
0,1.0,0.15,18,11.0,0.02,10,30.0,1.376,5.37,0.0,inf
0,1.2,0.15,22,11.0,0.025,2,50.0,4.602,5.34,0.0,inf
0,1.2,0.15,22,11.0,0.02,2,50.0,4.602,5.34,0.0,inf
0,1.2,0.15,22,11.0,0.03,2,50.0,4.602,5.34,0.0,inf
0,1.0,0.15,22,11.0,0.03,2,50.0,4.602,5.34,0.0,inf
0,1.2,0.2,22,11.0,0.025,2,50.0,4.602,5.34,0.0,inf
0,1.0,0.15,22,11.0,0.02,2,50.0,4.602,5.34,0.0,inf
0,1.0,0.15,22,11.0,0.025,2,50.0,4.602,5.34,0.0,inf
0,1.2,0.2,22,11.0,0.02,2,50.0,4.602,5.34,0.0,inf
0,1.2,0.2,22,11.0,0.03,2,50.0,4.602,5.34,0.0,inf
1,1.0,0.25,22,11.0,0.03,4,25.0,2.122,5.32,-4.74,1.12
1,1.0,0.25,22,11.0,0.025,4,25.0,2.122,5.32,-4.74,1.12
1,1.0,0.25,22,11.0,0.02,4,25.0,2.122,5.32,-4.74,1.12
0,0.9,0.15,22,14.0,0.025,3,33.3,2.435,5.22,0.0,inf
0,0.9,0.15,22,14.0,0.03,3,33.3,2.435,5.22,0.0,inf
0,0.9,0.15,22,14.0,0.02,3,33.3,2.435,5.22,0.0,inf
0,0.8,0.25,22,10.0,0.02,8,25.0,1.512,5.22,-2.01,2.59
0,0.8,0.25,22,10.0,0.025,8,25.0,1.512,5.22,-2.01,2.59
0,0.8,0.25,22,10.0,0.03,8,25.0,1.512,5.22,-2.01,2.59
0,1.2,0.2,18,11.0,0.03,10,30.0,1.343,5.02,0.0,inf
0,1.2,0.2,18,11.0,0.025,10,30.0,1.343,5.02,0.0,inf
0,1.2,0.15,18,11.0,0.025,10,30.0,1.343,5.02,0.0,inf
0,1.2,0.15,18,11.0,0.03,10,30.0,1.343,5.02,0.0,inf
0,0.8,0.15,22,16.0,0.03,4,25.0,1.982,4.98,-1.45,3.45
0,0.8,0.15,22,16.0,0.025,4,25.0,1.982,4.98,-1.45,3.45
0,0.8,0.15,22,16.0,0.02,4,25.0,1.982,4.98,-1.45,3.45
0,1.0,0.15,18,11.0,0.025,10,30.0,1.329,4.86,0.0,inf
0,1.0,0.15,18,11.0,0.03,10,30.0,1.329,4.86,0.0,inf
0,0.9,0.2,20,12.0,0.03,7,28.6,1.55,4.77,-1.58,3.03
0,0.9,0.2,20,12.0,0.025,7,28.6,1.55,4.77,-1.58,3.03
0,0.9,0.2,20,12.0,0.02,7,28.6,1.55,4.77,-1.58,3.03
0,1.2,0.2,22,10.0,0.03,2,50.0,4.173,4.68,0.0,inf
0,1.2,0.2,22,10.0,0.02,2,50.0,4.173,4.68,0.0,inf
0,1.0,0.15,22,10.0,0.025,2,50.0,4.173,4.68,0.0,inf
0,1.2,0.15,22,10.0,0.025,2,50.0,4.173,4.68,0.0,inf
0,1.2,0.15,22,10.0,0.02,2,50.0,4.173,4.68,0.0,inf
0,1.2,0.15,22,10.0,0.03,2,50.0,4.173,4.68,0.0,inf
0,1.2,0.2,22,10.0,0.025,2,50.0,4.173,4.68,0.0,inf
0,1.0,0.15,22,10.0,0.02,2,50.0,4.173,4.68,0.0,inf
0,1.0,0.15,22,10.0,0.03,2,50.0,4.173,4.68,0.0,inf
1,1.2,0.15,20,14.0,0.03,3,33.3,2.576,4.64,-2.94,1.58
1,1.2,0.15,20,14.0,0.025,3,33.3,2.576,4.64,-2.94,1.58
1,1.2,0.15,20,14.0,0.02,3,33.3,2.576,4.64,-2.94,1.58
1,1.0,0.15,20,14.0,0.02,3,33.3,2.576,4.64,-2.94,1.58
1,1.2,0.2,20,14.0,0.02,3,33.3,2.576,4.64,-2.94,1.58
1,1.2,0.2,20,14.0,0.03,3,33.3,2.576,4.64,-2.94,1.58
1,1.0,0.15,20,14.0,0.025,3,33.3,2.576,4.64,-2.94,1.58
1,1.2,0.2,20,14.0,0.025,3,33.3,2.576,4.64,-2.94,1.58
1,1.0,0.15,20,14.0,0.03,3,33.3,2.576,4.64,-2.94,1.58
1,0.8,0.25,22,16.0,0.03,7,14.3,1.472,4.63,-7.69,0.6
1,0.8,0.25,22,16.0,0.02,7,14.3,1.472,4.63,-7.69,0.6
1,0.8,0.25,22,16.0,0.025,7,14.3,1.472,4.63,-7.69,0.6
0,1.0,0.2,22,12.0,0.025,3,33.3,2.501,4.5,0.0,inf
0,1.0,0.2,22,12.0,0.02,3,33.3,2.501,4.5,0.0,inf
0,1.0,0.2,22,12.0,0.03,3,33.3,2.501,4.5,0.0,inf
1,1.0,0.25,22,10.0,0.03,4,25.0,1.918,4.35,-4.74,0.92
1,1.0,0.25,22,10.0,0.02,4,25.0,1.918,4.35,-4.74,0.92
1,1.0,0.25,22,10.0,0.025,4,25.0,1.918,4.35,-4.74,0.92
1,1.0,0.2,20,16.0,0.025,4,25.0,1.994,4.3,-4.32,0.99
1,1.0,0.2,20,16.0,0.02,4,25.0,1.994,4.3,-4.32,0.99
1,1.0,0.2,20,16.0,0.03,4,25.0,1.994,4.3,-4.32,0.99
1,0.9,0.2,20,10.0,0.02,6,33.3,1.603,4.27,0.0,inf
1,0.9,0.2,20,10.0,0.025,6,33.3,1.603,4.27,0.0,inf
1,0.9,0.2,20,10.0,0.03,6,33.3,1.603,4.27,0.0,inf
1,0.9,0.25,22,12.0,0.03,5,20.0,1.62,4.22,-4.71,0.9
1,0.9,0.25,22,12.0,0.025,5,20.0,1.62,4.22,-4.71,0.9
1,0.9,0.25,22,12.0,0.02,5,20.0,1.62,4.22,-4.71,0.9
1,0.8,0.2,20,11.0,0.02,7,28.6,1.47,3.99,-1.45,2.76
1,0.8,0.2,20,11.0,0.025,7,28.6,1.47,3.99,-1.45,2.76
1,0.8,0.2,20,11.0,0.03,7,28.6,1.47,3.99,-1.45,2.76
0,0.9,0.15,22,12.0,0.03,3,33.3,2.089,3.91,0.0,inf
0,0.9,0.15,22,12.0,0.025,3,33.3,2.089,3.91,0.0,inf
0,0.9,0.15,22,12.0,0.02,3,33.3,2.089,3.91,0.0,inf
0,1.0,0.2,18,11.0,0.02,11,27.3,1.247,3.87,0.0,inf
0,1.0,0.2,22,11.0,0.02,3,33.3,2.29,3.85,0.0,inf
0,1.0,0.2,22,11.0,0.03,3,33.3,2.29,3.85,0.0,inf
0,1.0,0.2,22,11.0,0.025,3,33.3,2.29,3.85,0.0,inf
1,0.9,0.15,20,16.0,0.03,4,25.0,1.736,3.71,-2.94,1.26
1,0.9,0.15,20,16.0,0.025,4,25.0,1.736,3.71,-2.94,1.26
1,0.9,0.15,20,16.0,0.02,4,25.0,1.736,3.71,-2.94,1.26
0,0.8,0.15,22,14.0,0.025,4,25.0,1.735,3.7,-1.45,2.56
0,0.8,0.15,22,14.0,0.03,4,25.0,1.735,3.7,-1.45,2.56
0,0.8,0.15,22,14.0,0.02,4,25.0,1.735,3.7,-1.45,2.56
0,1.2,0.2,18,10.0,0.02,10,30.0,1.264,3.68,0.0,inf
0,1.2,0.15,18,10.0,0.02,10,30.0,1.264,3.68,0.0,inf
0,1.0,0.15,18,10.0,0.02,10,30.0,1.25,3.52,0.0,inf
1,1.2,0.2,20,12.0,0.025,3,33.3,2.179,3.47,-2.94,1.18
1,1.2,0.15,20,12.0,0.02,3,33.3,2.179,3.47,-2.94,1.18
1,1.2,0.2,20,12.0,0.03,3,33.3,2.179,3.47,-2.94,1.18
1,1.0,0.15,20,12.0,0.03,3,33.3,2.179,3.47,-2.94,1.18
1,1.2,0.15,20,12.0,0.025,3,33.3,2.179,3.47,-2.94,1.18
1,1.2,0.15,20,12.0,0.03,3,33.3,2.179,3.47,-2.94,1.18
1,1.2,0.2,20,12.0,0.02,3,33.3,2.179,3.47,-2.94,1.18
1,1.0,0.15,20,12.0,0.02,3,33.3,2.179,3.47,-2.94,1.18
1,1.0,0.15,20,12.0,0.025,3,33.3,2.179,3.47,-2.94,1.18
0,1.0,0.2,18,11.0,0.03,11,27.3,1.208,3.37,0.0,inf
0,1.0,0.2,18,11.0,0.025,11,27.3,1.208,3.37,0.0,inf
0,0.9,0.15,18,11.0,0.02,11,27.3,1.201,3.29,0.0,inf
1,0.9,0.25,22,11.0,0.02,5,20.0,1.482,3.27,-4.71,0.7
1,0.9,0.25,22,11.0,0.025,5,20.0,1.482,3.27,-4.71,0.7
1,0.9,0.25,22,11.0,0.03,5,20.0,1.482,3.27,-4.71,0.7
0,0.8,0.2,20,12.0,0.03,8,25.0,1.326,3.26,-3.0,1.09
0,0.8,0.2,20,12.0,0.025,8,25.0,1.326,3.26,-3.0,1.09
0,0.9,0.15,22,11.0,0.03,3,33.3,1.913,3.26,0.0,inf
0,0.9,0.15,22,11.0,0.02,3,33.3,1.913,3.26,0.0,inf
0,0.9,0.15,22,11.0,0.025,3,33.3,1.913,3.26,0.0,inf
0,0.8,0.2,20,12.0,0.02,8,25.0,1.326,3.26,-3.0,1.09
0,1.0,0.2,22,10.0,0.02,3,33.3,2.077,3.19,0.0,inf
0,1.0,0.2,22,10.0,0.025,3,33.3,2.077,3.19,0.0,inf
0,1.0,0.2,22,10.0,0.03,3,33.3,2.077,3.19,0.0,inf
0,1.2,0.15,18,16.0,0.02,10,20.0,1.209,3.18,-1.58,2.02
0,1.2,0.2,18,16.0,0.02,10,20.0,1.209,3.18,-1.58,2.02
0,1.2,0.2,18,10.0,0.03,10,30.0,1.22,3.18,0.0,inf
0,1.2,0.2,18,10.0,0.025,10,30.0,1.22,3.18,0.0,inf
0,1.2,0.15,18,10.0,0.025,10,30.0,1.22,3.18,0.0,inf
0,1.2,0.15,18,10.0,0.03,10,30.0,1.22,3.18,0.0,inf
1,1.0,0.2,20,14.0,0.02,4,25.0,1.729,3.15,-4.32,0.73
1,1.0,0.2,20,14.0,0.03,4,25.0,1.729,3.15,-4.32,0.73
1,1.0,0.2,20,14.0,0.025,4,25.0,1.729,3.15,-4.32,0.73
0,1.0,0.15,18,16.0,0.02,10,20.0,1.197,3.03,-1.58,1.92
0,1.0,0.15,18,10.0,0.03,10,30.0,1.207,3.02,0.0,inf
0,1.0,0.15,18,10.0,0.025,10,30.0,1.207,3.02,0.0,inf
0,0.9,0.2,22,16.0,0.02,5,20.0,1.404,2.94,0.0,inf
0,0.9,0.2,22,16.0,0.025,5,20.0,1.404,2.94,0.0,inf
0,0.9,0.2,22,16.0,0.03,5,20.0,1.404,2.94,0.0,inf
0,0.9,0.15,18,11.0,0.025,11,27.3,1.165,2.79,0.0,inf
1,0.8,0.25,22,14.0,0.025,7,14.3,1.286,2.79,-7.69,0.36
1,0.8,0.25,22,14.0,0.02,7,14.3,1.286,2.79,-7.69,0.36
0,0.9,0.15,18,11.0,0.03,11,27.3,1.165,2.79,0.0,inf
1,0.8,0.25,22,14.0,0.03,7,14.3,1.286,2.79,-7.69,0.36
1,0.8,0.2,20,10.0,0.025,7,28.6,1.328,2.77,-1.45,1.91
1,0.8,0.2,20,10.0,0.02,7,28.6,1.328,2.77,-1.45,1.91
1,0.8,0.2,20,10.0,0.03,7,28.6,1.328,2.77,-1.45,1.91
0,1.2,0.15,18,16.0,0.025,10,20.0,1.171,2.68,-1.58,1.7
0,1.2,0.15,18,16.0,0.03,10,20.0,1.171,2.68,-1.58,1.7
0,1.2,0.2,18,16.0,0.03,10,20.0,1.171,2.68,-1.58,1.7
0,1.2,0.2,18,16.0,0.025,10,20.0,1.171,2.68,-1.58,1.7
0,0.9,0.15,22,10.0,0.03,3,33.3,1.735,2.61,0.0,inf
0,0.9,0.15,22,10.0,0.02,3,33.3,1.735,2.61,0.0,inf
0,0.9,0.15,22,10.0,0.025,3,33.3,1.735,2.61,0.0,inf
1,0.9,0.15,20,14.0,0.025,4,25.0,1.512,2.57,-2.94,0.87
1,0.9,0.15,20,14.0,0.02,4,25.0,1.512,2.57,-2.94,0.87
1,0.9,0.15,20,14.0,0.03,4,25.0,1.512,2.57,-2.94,0.87
0,1.0,0.15,18,16.0,0.025,10,20.0,1.159,2.53,-1.58,1.6
0,1.0,0.15,18,16.0,0.03,10,20.0,1.159,2.53,-1.58,1.6
0,0.8,0.15,22,12.0,0.02,4,25.0,1.483,2.41,-1.45,1.67
0,0.8,0.15,22,12.0,0.03,4,25.0,1.483,2.41,-1.45,1.67
0,0.8,0.15,22,12.0,0.025,4,25.0,1.483,2.41,-1.45,1.67
1,0.9,0.25,22,10.0,0.02,5,20.0,1.343,2.32,-4.71,0.49
1,0.9,0.25,22,10.0,0.03,5,20.0,1.343,2.32,-4.71,0.49
1,0.9,0.25,22,10.0,0.025,5,20.0,1.343,2.32,-4.71,0.49
1,0.8,0.15,20,16.0,0.03,5,20.0,1.345,2.21,-4.35,0.51
1,0.8,0.15,20,16.0,0.025,5,20.0,1.345,2.21,-4.35,0.51
1,0.8,0.15,20,16.0,0.02,5,20.0,1.345,2.21,-4.35,0.51
0,1.0,0.2,18,10.0,0.02,11,27.3,1.133,2.05,0.0,inf
1,1.0,0.2,20,12.0,0.02,4,25.0,1.463,2.0,-4.32,0.46
1,1.0,0.2,20,12.0,0.03,4,25.0,1.463,2.0,-4.32,0.46
1,1.0,0.2,20,12.0,0.025,4,25.0,1.463,2.0,-4.32,0.46
0,0.8,0.15,18,11.0,0.02,12,25.0,1.102,1.79,-1.45,1.24
0,0.8,0.15,22,11.0,0.03,4,25.0,1.356,1.77,-1.45,1.22
0,0.8,0.15,22,11.0,0.025,4,25.0,1.356,1.77,-1.45,1.22
0,0.8,0.15,22,11.0,0.02,4,25.0,1.356,1.77,-1.45,1.22
0,0.9,0.2,22,14.0,0.02,5,20.0,1.233,1.68,0.0,inf
0,0.9,0.2,22,14.0,0.025,5,20.0,1.233,1.68,0.0,inf
0,0.9,0.2,22,14.0,0.03,5,20.0,1.233,1.68,0.0,inf
0,1.0,0.2,18,16.0,0.02,11,18.2,1.093,1.56,-1.58,0.99
0,1.0,0.2,18,10.0,0.025,11,27.3,1.097,1.56,0.0,inf
0,1.0,0.2,18,10.0,0.03,11,27.3,1.097,1.56,0.0,inf
0,0.9,0.15,18,10.0,0.02,11,27.3,1.091,1.47,0.0,inf
0,0.8,0.2,22,16.0,0.025,6,16.7,1.168,1.45,-1.45,1.0
0,0.8,0.2,22,16.0,0.03,6,16.7,1.168,1.45,-1.45,1.0
0,0.8,0.2,22,16.0,0.02,6,16.7,1.168,1.45,-1.45,1.0
1,0.9,0.15,20,12.0,0.03,4,25.0,1.285,1.42,-2.94,0.48
1,0.9,0.15,20,12.0,0.02,4,25.0,1.285,1.42,-2.94,0.48
1,0.9,0.15,20,12.0,0.025,4,25.0,1.285,1.42,-2.94,0.48
0,0.8,0.15,18,11.0,0.025,12,25.0,1.072,1.3,-1.45,0.9
0,0.8,0.15,18,11.0,0.03,12,25.0,1.072,1.3,-1.45,0.9
0,0.8,0.15,22,10.0,0.025,4,25.0,1.227,1.12,-1.45,0.78
0,0.8,0.15,22,10.0,0.03,4,25.0,1.227,1.12,-1.45,0.78
0,0.8,0.15,22,10.0,0.02,4,25.0,1.227,1.12,-1.45,0.78
1,0.8,0.15,20,14.0,0.02,5,20.0,1.17,1.08,-4.35,0.25
1,0.8,0.15,20,14.0,0.025,5,20.0,1.17,1.08,-4.35,0.25
1,0.8,0.15,20,14.0,0.03,5,20.0,1.17,1.08,-4.35,0.25
0,1.0,0.2,18,16.0,0.025,11,18.2,1.062,1.07,-1.58,0.68
0,1.0,0.2,18,16.0,0.03,11,18.2,1.062,1.07,-1.58,0.68
0,0.9,0.15,18,16.0,0.02,11,18.2,1.057,0.99,-1.58,0.63
0,0.9,0.15,18,10.0,0.025,11,27.3,1.059,0.98,0.0,inf
0,0.9,0.15,18,10.0,0.03,11,27.3,1.059,0.98,0.0,inf
1,0.8,0.25,22,12.0,0.025,7,14.3,1.098,0.96,-7.69,0.12
1,0.8,0.25,22,12.0,0.02,7,14.3,1.098,0.96,-7.69,0.12
1,0.8,0.25,22,12.0,0.03,7,14.3,1.098,0.96,-7.69,0.12
0,1.2,0.2,18,14.0,0.02,10,20.0,1.059,0.88,-1.58,0.56
0,1.2,0.15,18,14.0,0.02,10,20.0,1.059,0.88,-1.58,0.56
1,1.2,0.2,18,11.0,0.02,8,25.0,1.064,0.75,-0.07,10.91
1,1.2,0.15,18,11.0,0.02,8,25.0,1.064,0.75,-0.07,10.91
0,1.0,0.15,18,14.0,0.02,10,20.0,1.048,0.73,-1.58,0.46
0,0.9,0.15,18,16.0,0.03,11,18.2,1.028,0.5,-1.58,0.32
0,0.9,0.15,18,16.0,0.025,11,18.2,1.028,0.5,-1.58,0.32
0,0.9,0.2,22,12.0,0.025,5,20.0,1.058,0.41,0.0,inf
0,0.9,0.2,22,12.0,0.02,5,20.0,1.058,0.41,0.0,inf
0,0.9,0.2,22,12.0,0.03,5,20.0,1.058,0.41,0.0,inf
0,1.2,0.15,18,14.0,0.03,10,20.0,1.025,0.39,-1.58,0.25
0,1.2,0.15,18,14.0,0.025,10,20.0,1.025,0.39,-1.58,0.25
0,1.2,0.2,18,14.0,0.03,10,20.0,1.025,0.39,-1.58,0.25
0,1.2,0.2,18,14.0,0.025,10,20.0,1.025,0.39,-1.58,0.25
1,1.2,0.15,18,11.0,0.025,8,25.0,1.031,0.38,-0.07,5.54
1,1.2,0.2,18,11.0,0.025,8,25.0,1.031,0.38,-0.07,5.54
1,1.2,0.15,18,11.0,0.03,8,25.0,1.031,0.38,-0.07,5.54
1,1.2,0.2,18,11.0,0.03,8,25.0,1.031,0.38,-0.07,5.54
0,1.0,0.15,18,14.0,0.03,10,20.0,1.015,0.24,-1.58,0.15
0,1.0,0.15,18,14.0,0.025,10,20.0,1.015,0.24,-1.58,0.15
1,0.9,0.2,20,16.0,0.03,6,16.7,1.026,0.22,-6.21,0.04
1,0.9,0.2,20,16.0,0.025,6,16.7,1.026,0.22,-6.21,0.04
1,0.9,0.2,20,16.0,0.02,6,16.7,1.026,0.22,-6.21,0.04
0,0.8,0.2,22,14.0,0.02,6,16.7,1.024,0.21,-1.45,0.14
0,0.8,0.2,22,14.0,0.03,6,16.7,1.024,0.21,-1.45,0.14
0,0.8,0.2,22,14.0,0.025,6,16.7,1.024,0.21,-1.45,0.14
1,0.8,0.25,22,11.0,0.025,7,14.3,1.004,0.04,-7.69,0.01
1,0.8,0.25,22,11.0,0.02,7,14.3,1.004,0.04,-7.69,0.01
1,0.8,0.25,22,11.0,0.03,7,14.3,1.004,0.04,-7.69,0.01
0,0.8,0.15,18,10.0,0.02,12,25.0,1.0,0.01,-1.45,0.0
1,0.8,0.15,20,12.0,0.02,5,20.0,0.993,-0.04,-4.35,-0.01
1,0.8,0.15,20,12.0,0.03,5,20.0,0.993,-0.04,-4.35,-0.01
1,0.8,0.15,20,12.0,0.025,5,20.0,0.993,-0.04,-4.35,-0.01
0,0.9,0.2,18,11.0,0.02,13,23.1,0.99,-0.19,-0.19,-1.0
0,0.9,0.2,22,11.0,0.02,5,20.0,0.969,-0.22,-0.22,-1.0
0,0.9,0.2,22,11.0,0.03,5,20.0,0.969,-0.22,-0.22,-1.0
0,0.9,0.2,22,11.0,0.025,5,20.0,0.969,-0.22,-0.22,-1.0
1,1.2,0.2,18,10.0,0.02,8,25.0,0.963,-0.43,-0.68,-0.63
1,1.2,0.15,18,10.0,0.02,8,25.0,0.963,-0.43,-0.68,-0.63
0,0.8,0.15,18,16.0,0.02,12,16.7,0.975,-0.47,-3.0,-0.16
0,0.8,0.15,18,10.0,0.025,12,25.0,0.973,-0.48,-1.45,-0.33
0,0.8,0.15,18,10.0,0.03,12,25.0,0.973,-0.48,-1.45,-0.33
0,0.9,0.2,18,11.0,0.025,13,23.1,0.966,-0.68,-0.68,-1.0
0,0.9,0.2,18,11.0,0.03,13,23.1,0.966,-0.68,-0.68,-1.0
0,1.0,0.2,18,14.0,0.02,11,18.2,0.957,-0.71,-1.58,-0.45
1,1.2,0.2,18,10.0,0.03,8,25.0,0.934,-0.79,-0.79,-1.0
1,1.2,0.15,18,10.0,0.025,8,25.0,0.934,-0.79,-0.79,-1.0
1,1.2,0.15,18,10.0,0.03,8,25.0,0.934,-0.79,-0.79,-1.0
1,1.2,0.2,18,10.0,0.025,8,25.0,0.934,-0.79,-0.79,-1.0
0,0.9,0.2,22,10.0,0.03,5,20.0,0.879,-0.85,-0.85,-1.0
0,0.9,0.2,22,10.0,0.02,5,20.0,0.879,-0.85,-0.85,-1.0
0,0.9,0.2,22,10.0,0.025,5,20.0,0.879,-0.85,-0.85,-1.0
1,0.8,0.25,22,10.0,0.03,7,14.3,0.909,-0.88,-7.69,-0.11
1,0.8,0.25,22,10.0,0.02,7,14.3,0.909,-0.88,-7.69,-0.11
1,0.8,0.25,22,10.0,0.025,7,14.3,0.909,-0.88,-7.69,-0.11
1,0.9,0.2,20,14.0,0.03,6,16.7,0.892,-0.89,-6.21,-0.14
1,0.9,0.2,20,14.0,0.025,6,16.7,0.892,-0.89,-6.21,-0.14
1,0.9,0.2,20,14.0,0.02,6,16.7,0.892,-0.89,-6.21,-0.14
0,0.8,0.15,18,16.0,0.025,12,16.7,0.95,-0.96,-3.0,-0.32
0,0.8,0.15,18,16.0,0.03,12,16.7,0.95,-0.96,-3.0,-0.32
0,0.8,0.2,22,12.0,0.02,6,16.7,0.877,-1.04,-1.45,-0.72
0,0.8,0.2,22,12.0,0.025,6,16.7,0.877,-1.04,-1.45,-0.72
0,0.8,0.2,22,12.0,0.03,6,16.7,0.877,-1.04,-1.45,-0.72
0,1.0,0.2,18,14.0,0.03,11,18.2,0.93,-1.19,-1.58,-0.75
0,1.0,0.2,18,14.0,0.025,11,18.2,0.93,-1.19,-1.58,-0.75
1,0.8,0.2,20,16.0,0.02,7,14.3,0.871,-1.23,-7.57,-0.16
1,0.8,0.2,20,16.0,0.03,7,14.3,0.871,-1.23,-7.57,-0.16
1,0.8,0.2,20,16.0,0.025,7,14.3,0.871,-1.23,-7.57,-0.16
0,0.9,0.15,18,14.0,0.02,11,18.2,0.926,-1.27,-1.58,-0.8
1,1.2,0.2,22,10.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,10.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,16.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,16.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,20.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,16.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,20.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,20.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,11.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,10.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,11.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,11.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,12.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,12.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,14.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,14.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,12.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.2,22,14.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,20.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,20.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,16.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,14.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,11.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,11.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,11.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,12.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,12.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,14.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,12.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,14.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,10.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,10.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,10.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,20.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,16.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.2,0.15,22,16.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,20.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,20.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,12.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,12.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,14.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,14.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,14.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,16.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,16.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,16.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,20.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,11.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,11.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,12.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,10.0,0.025,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,10.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,10.0,0.02,1,0.0,0.0,-1.39,-1.39,-1.0
1,1.0,0.15,22,11.0,0.03,1,0.0,0.0,-1.39,-1.39,-1.0
0,1.2,0.2,18,12.0,0.02,10,20.0,0.905,-1.4,-1.58,-0.89
0,1.2,0.15,18,12.0,0.02,10,20.0,0.905,-1.4,-1.58,-0.89
0,1.0,0.15,18,12.0,0.02,10,20.0,0.896,-1.55,-1.58,-0.98
0,0.8,0.2,18,11.0,0.02,14,21.4,0.922,-1.63,-1.63,-1.0
0,0.8,0.2,22,11.0,0.02,6,16.7,0.802,-1.66,-1.66,-1.0
0,0.8,0.2,22,11.0,0.03,6,16.7,0.802,-1.66,-1.66,-1.0
