adx,pb_pct,vol_mult,min_body,tp_mult,trail_dist,max_bars,risk_pct,trades,wr,pf,net_pct,final_eq,max_dd,calmar
18,0.4,0.5,0.2,7.0,0.3,30,2.5,15,40.0,1.363,7.07,10707.3,-10.78,0.656
18,0.4,0.5,0.2,7.0,0.4,20,2.5,15,60.0,1.705,10.33,11033.49,-5.74,1.801
18,0.4,0.5,0.2,7.0,0.4,25,2.5,15,46.7,1.741,11.73,11172.82,-6.6,1.778
18,0.4,0.5,0.2,7.0,0.4,30,2.5,15,40.0,1.346,6.72,10672.24,-10.78,0.624
18,0.4,0.5,0.2,8.0,0.2,20,1.5,15,60.0,1.802,9.61,10961.36,-5.42,1.775
18,0.4,0.5,0.2,8.0,0.2,25,1.5,15,46.7,1.757,9.9,10990.03,-6.32,1.567
18,0.4,0.5,0.2,8.0,0.2,30,1.5,15,40.0,1.358,5.82,10581.77,-9.8,0.594
18,0.4,0.5,0.2,8.0,0.3,20,1.5,15,60.0,1.78,9.33,10933.49,-5.42,1.724
18,0.4,0.5,0.2,8.0,0.3,25,1.5,15,46.7,1.731,9.54,10954.17,-6.32,1.51
18,0.4,0.5,0.2,8.0,0.3,30,1.5,15,40.0,1.337,5.47,10547.24,-9.8,0.559
18,0.4,0.5,0.2,8.0,0.4,20,1.5,15,60.0,1.758,9.06,10905.67,-5.42,1.672
18,0.4,0.5,0.2,8.0,0.4,25,1.5,15,46.7,1.704,9.18,10918.39,-6.32,1.454
18,0.4,0.5,0.2,8.0,0.4,30,1.5,15,40.0,1.317,5.13,10512.79,-9.8,0.523
18,0.4,0.5,0.2,8.0,0.2,20,2.0,15,60.0,1.797,11.14,11113.84,-5.77,1.93
18,0.4,0.5,0.2,8.0,0.2,25,2.0,15,46.7,1.807,12.22,11222.01,-6.66,1.836
18,0.4,0.5,0.2,8.0,0.2,30,2.0,15,40.0,1.391,7.33,10732.95,-10.73,0.683
18,0.4,0.5,0.2,8.0,0.3,20,2.0,15,60.0,1.777,10.84,11083.84,-5.77,1.878
18,0.4,0.5,0.2,8.0,0.3,25,2.0,15,46.7,1.782,11.81,11181.06,-6.66,1.774
18,0.4,0.5,0.2,8.0,0.3,30,2.0,15,40.0,1.371,6.94,10693.79,-10.73,0.647
18,0.4,0.5,0.2,8.0,0.4,20,2.0,15,60.0,1.756,10.54,11053.89,-5.77,1.826
18,0.4,0.5,0.2,8.0,0.4,25,2.0,15,46.7,1.756,11.4,11140.23,-6.66,1.713
18,0.4,0.5,0.2,8.0,0.4,30,2.0,15,40.0,1.35,6.55,10654.75,-10.73,0.61
18,0.4,0.5,0.2,8.0,0.2,20,2.5,15,60.0,1.813,11.99,11198.85,-5.74,2.089
18,0.4,0.5,0.2,8.0,0.2,25,2.5,15,46.7,1.857,13.65,11365.45,-6.6,2.07
18,0.4,0.5,0.2,8.0,0.2,30,2.5,15,40.0,1.438,8.56,10856.24,-10.78,0.794
18,0.4,0.5,0.2,8.0,0.3,20,2.5,15,60.0,1.794,11.69,11168.62,-5.74,2.036
18,0.4,0.5,0.2,8.0,0.3,25,2.5,15,46.7,1.832,13.22,11322.21,-6.6,2.004
18,0.4,0.5,0.2,8.0,0.3,30,2.5,15,40.0,1.417,8.15,10814.94,-10.78,0.756
18,0.4,0.5,0.2,8.0,0.4,20,2.5,15,60.0,1.775,11.38,11138.44,-5.74,1.983
18,0.4,0.5,0.2,8.0,0.4,25,2.5,15,46.7,1.806,12.79,11279.1,-6.6,1.939
18,0.4,0.5,0.2,8.0,0.4,30,2.5,15,40.0,1.397,7.74,10773.75,-10.78,0.718
18,0.4,0.5,0.2,9.0,0.2,20,1.5,15,60.0,1.866,10.39,11039.21,-5.42,1.919
18,0.4,0.5,0.2,9.0,0.2,25,1.5,15,46.7,1.816,10.68,11068.08,-6.32,1.691
18,0.4,0.5,0.2,9.0,0.2,30,1.5,15,40.0,1.404,6.57,10656.92,-9.8,0.671
18,0.4,0.5,0.2,9.0,0.3,20,1.5,15,60.0,1.844,10.11,11011.14,-5.42,1.867
18,0.4,0.5,0.2,9.0,0.3,25,1.5,15,46.7,1.789,10.32,11031.96,-6.32,1.634
18,0.4,0.5,0.2,9.0,0.3,30,1.5,15,40.0,1.383,6.22,10622.14,-9.8,0.635
18,0.4,0.5,0.2,9.0,0.4,20,1.5,15,60.0,1.822,9.83,10983.12,-5.42,1.815
18,0.4,0.5,0.2,9.0,0.4,25,1.5,15,46.7,1.763,9.96,10995.93,-6.32,1.577
18,0.4,0.5,0.2,9.0,0.4,30,1.5,15,40.0,1.362,5.87,10587.45,-9.8,0.6
18,0.4,0.5,0.2,9.0,0.2,20,2.0,15,60.0,1.869,12.17,11217.24,-5.77,2.109
18,0.4,0.5,0.2,9.0,0.2,25,2.0,15,46.7,1.875,13.26,11326.42,-6.66,1.992
18,0.4,0.5,0.2,9.0,0.2,30,2.0,15,40.0,1.444,8.33,10832.82,-10.73,0.777
18,0.4,0.5,0.2,9.0,0.3,20,2.0,15,60.0,1.849,11.87,11186.96,-5.77,2.057
18,0.4,0.5,0.2,9.0,0.3,25,2.0,15,46.7,1.849,12.85,11285.09,-6.66,1.93
18,0.4,0.5,0.2,9.0,0.3,30,2.0,15,40.0,1.423,7.93,10793.29,-10.73,0.74
18,0.4,0.5,0.2,9.0,0.4,20,2.0,15,60.0,1.829,11.57,11156.74,-5.77,2.004
18,0.4,0.5,0.2,9.0,0.4,25,2.0,15,46.7,1.823,12.44,11243.89,-6.66,1.868
18,0.4,0.5,0.2,9.0,0.4,30,2.0,15,40.0,1.403,7.54,10753.88,-10.73,0.703
18,0.4,0.5,0.2,9.0,0.2,20,2.5,15,60.0,1.892,13.17,11317.15,-5.74,2.295
18,0.4,0.5,0.2,9.0,0.2,25,2.5,15,46.7,1.931,14.86,11485.52,-6.6,2.252
18,0.4,0.5,0.2,9.0,0.2,30,2.5,15,40.0,1.496,9.71,10970.93,-10.78,0.901
18,0.4,0.5,0.2,9.0,0.3,20,2.5,15,60.0,1.872,12.87,11286.6,-5.74,2.242
18,0.4,0.5,0.2,9.0,0.3,25,2.5,15,46.7,1.905,14.42,11441.82,-6.6,2.186
18,0.4,0.5,0.2,9.0,0.3,30,2.5,15,40.0,1.475,9.29,10929.19,-10.78,0.862
18,0.4,0.5,0.2,9.0,0.4,20,2.5,15,60.0,1.853,12.56,11256.11,-5.74,2.188
18,0.4,0.5,0.2,9.0,0.4,25,2.5,15,46.7,1.879,13.98,11398.26,-6.6,2.12
18,0.4,0.5,0.2,9.0,0.4,30,2.5,15,40.0,1.455,8.88,10887.57,-10.78,0.823
18,0.4,0.6,0.15,7.0,0.2,20,1.5,15,60.0,1.739,8.84,10884.43,-5.42,1.633
18,0.4,0.6,0.15,7.0,0.2,25,1.5,15,46.7,1.699,9.13,10912.9,-6.32,1.445
18,0.4,0.6,0.15,7.0,0.2,30,1.5,15,40.0,1.312,5.08,10507.5,-9.8,0.518
18,0.4,0.6,0.15,7.0,0.3,20,1.5,15,60.0,1.722,8.63,10862.56,-5.42,1.593
18,0.4,0.6,0.15,7.0,0.3,25,1.5,15,46.7,1.677,8.83,10883.1,-6.32,1.398
18,0.4,0.6,0.15,7.0,0.3,30,1.5,15,40.0,1.295,4.79,10478.81,-9.8,0.489
18,0.4,0.6,0.15,7.0,0.4,20,1.5,15,60.0,1.704,8.41,10840.72,-5.42,1.552
18,0.4,0.6,0.15,7.0,0.4,25,1.5,15,46.7,1.655,8.53,10853.36,-6.32,1.351
18,0.4,0.6,0.15,7.0,0.4,30,1.5,15,40.0,1.278,4.5,10450.18,-9.8,0.459
18,0.4,0.6,0.15,7.0,0.2,20,2.0,15,60.0,1.725,10.11,11011.36,-5.77,1.752
18,0.4,0.6,0.15,7.0,0.2,25,2.0,15,46.7,1.74,11.19,11118.53,-6.66,1.68
18,0.4,0.6,0.15,7.0,0.2,30,2.0,15,40.0,1.339,6.34,10633.99,-10.73,0.591
18,0.4,0.6,0.15,7.0,0.3,20,2.0,15,60.0,1.709,9.88,10987.5,-5.77,1.711
18,0.4,0.6,0.15,7.0,0.3,25,2.0,15,46.7,1.718,10.84,11083.88,-6.66,1.628
18,0.4,0.6,0.15,7.0,0.3,30,2.0,15,40.0,1.321,6.01,10600.85,-10.73,0.56
18,0.4,0.6,0.15,7.0,0.4,20,2.0,15,60.0,1.693,9.64,10963.68,-5.77,1.67
18,0.4,0.6,0.15,7.0,0.4,25,2.0,15,46.7,1.697,10.49,11049.32,-6.66,1.576
18,0.4,0.6,0.15,7.0,0.4,30,2.0,15,40.0,1.304,5.68,10567.79,-10.73,0.529
18,0.4,0.6,0.15,7.0,0.2,20,2.5,15,60.0,1.736,10.81,11081.47,-5.74,1.884
18,0.4,0.6,0.15,7.0,0.2,25,2.5,15,46.7,1.784,12.46,11246.33,-6.6,1.889
18,0.4,0.6,0.15,7.0,0.2,30,2.5,15,40.0,1.38,7.42,10742.45,-10.78,0.689
18,0.4,0.6,0.15,7.0,0.3,20,2.5,15,60.0,1.72,10.57,11057.46,-5.74,1.842
18,0.4,0.6,0.15,7.0,0.3,25,2.5,15,46.7,1.763,12.1,11209.53,-6.6,1.834
18,0.4,0.6,0.15,7.0,0.3,30,2.5,15,40.0,1.363,7.07,10707.3,-10.78,0.656
18,0.4,0.6,0.15,7.0,0.4,20,2.5,15,60.0,1.705,10.33,11033.49,-5.74,1.801
18,0.4,0.6,0.15,7.0,0.4,25,2.5,15,46.7,1.741,11.73,11172.82,-6.6,1.778
18,0.4,0.6,0.15,7.0,0.4,30,2.5,15,40.0,1.346,6.72,10672.24,-10.78,0.624
18,0.4,0.6,0.15,8.0,0.2,20,1.5,15,60.0,1.802,9.61,10961.36,-5.42,1.775
18,0.4,0.6,0.15,8.0,0.2,25,1.5,15,46.7,1.757,9.9,10990.03,-6.32,1.567
18,0.4,0.6,0.15,8.0,0.2,30,1.5,15,40.0,1.358,5.82,10581.77,-9.8,0.594
18,0.4,0.6,0.15,8.0,0.3,20,1.5,15,60.0,1.78,9.33,10933.49,-5.42,1.724
18,0.4,0.6,0.15,8.0,0.3,25,1.5,15,46.7,1.731,9.54,10954.17,-6.32,1.51
18,0.4,0.6,0.15,8.0,0.3,30,1.5,15,40.0,1.337,5.47,10547.24,-9.8,0.559
18,0.4,0.6,0.15,8.0,0.4,20,1.5,15,60.0,1.758,9.06,10905.67,-5.42,1.672
18,0.4,0.6,0.15,8.0,0.4,25,1.5,15,46.7,1.704,9.18,10918.39,-6.32,1.454
18,0.4,0.6,0.15,8.0,0.4,30,1.5,15,40.0,1.317,5.13,10512.79,-9.8,0.523
18,0.4,0.6,0.15,8.0,0.2,20,2.0,15,60.0,1.797,11.14,11113.84,-5.77,1.93
18,0.4,0.6,0.15,8.0,0.2,25,2.0,15,46.7,1.807,12.22,11222.01,-6.66,1.836
18,0.4,0.6,0.15,8.0,0.2,30,2.0,15,40.0,1.391,7.33,10732.95,-10.73,0.683
18,0.4,0.6,0.15,8.0,0.3,20,2.0,15,60.0,1.777,10.84,11083.84,-5.77,1.878
18,0.4,0.6,0.15,8.0,0.3,25,2.0,15,46.7,1.782,11.81,11181.06,-6.66,1.774
18,0.4,0.6,0.15,8.0,0.3,30,2.0,15,40.0,1.371,6.94,10693.79,-10.73,0.647
18,0.4,0.6,0.15,8.0,0.4,20,2.0,15,60.0,1.756,10.54,11053.89,-5.77,1.826
18,0.4,0.6,0.15,8.0,0.4,25,2.0,15,46.7,1.756,11.4,11140.23,-6.66,1.713
18,0.4,0.6,0.15,8.0,0.4,30,2.0,15,40.0,1.35,6.55,10654.75,-10.73,0.61
18,0.4,0.6,0.15,8.0,0.2,20,2.5,15,60.0,1.813,11.99,11198.85,-5.74,2.089
18,0.4,0.6,0.15,8.0,0.2,25,2.5,15,46.7,1.857,13.65,11365.45,-6.6,2.07
18,0.4,0.6,0.15,8.0,0.2,30,2.5,15,40.0,1.438,8.56,10856.24,-10.78,0.794
18,0.4,0.6,0.15,8.0,0.3,20,2.5,15,60.0,1.794,11.69,11168.62,-5.74,2.036
18,0.4,0.6,0.15,8.0,0.3,25,2.5,15,46.7,1.832,13.22,11322.21,-6.6,2.004
18,0.4,0.6,0.15,8.0,0.3,30,2.5,15,40.0,1.417,8.15,10814.94,-10.78,0.756
18,0.4,0.6,0.15,8.0,0.4,20,2.5,15,60.0,1.775,11.38,11138.44,-5.74,1.983
18,0.4,0.6,0.15,8.0,0.4,25,2.5,15,46.7,1.806,12.79,11279.1,-6.6,1.939
18,0.4,0.6,0.15,8.0,0.4,30,2.5,15,40.0,1.397,7.74,10773.75,-10.78,0.718
18,0.4,0.6,0.15,9.0,0.2,20,1.5,15,60.0,1.866,10.39,11039.21,-5.42,1.919
18,0.4,0.6,0.15,9.0,0.2,25,1.5,15,46.7,1.816,10.68,11068.08,-6.32,1.691
18,0.4,0.6,0.15,9.0,0.2,30,1.5,15,40.0,1.404,6.57,10656.92,-9.8,0.671
18,0.4,0.6,0.15,9.0,0.3,20,1.5,15,60.0,1.844,10.11,11011.14,-5.42,1.867
18,0.4,0.6,0.15,9.0,0.3,25,1.5,15,46.7,1.789,10.32,11031.96,-6.32,1.634
18,0.4,0.6,0.15,9.0,0.3,30,1.5,15,40.0,1.383,6.22,10622.14,-9.8,0.635
18,0.4,0.6,0.15,9.0,0.4,20,1.5,15,60.0,1.822,9.83,10983.12,-5.42,1.815
18,0.4,0.6,0.15,9.0,0.4,25,1.5,15,46.7,1.763,9.96,10995.93,-6.32,1.577
18,0.4,0.6,0.15,9.0,0.4,30,1.5,15,40.0,1.362,5.87,10587.45,-9.8,0.6
18,0.4,0.6,0.15,9.0,0.2,20,2.0,15,60.0,1.869,12.17,11217.24,-5.77,2.109
18,0.4,0.6,0.15,9.0,0.2,25,2.0,15,46.7,1.875,13.26,11326.42,-6.66,1.992
18,0.4,0.6,0.15,9.0,0.2,30,2.0,15,40.0,1.444,8.33,10832.82,-10.73,0.777
18,0.4,0.6,0.15,9.0,0.3,20,2.0,15,60.0,1.849,11.87,11186.96,-5.77,2.057
18,0.4,0.6,0.15,9.0,0.3,25,2.0,15,46.7,1.849,12.85,11285.09,-6.66,1.93
18,0.4,0.6,0.15,9.0,0.3,30,2.0,15,40.0,1.423,7.93,10793.29,-10.73,0.74
18,0.4,0.6,0.15,9.0,0.4,20,2.0,15,60.0,1.829,11.57,11156.74,-5.77,2.004
18,0.4,0.6,0.15,9.0,0.4,25,2.0,15,46.7,1.823,12.44,11243.89,-6.66,1.868
18,0.4,0.6,0.15,9.0,0.4,30,2.0,15,40.0,1.403,7.54,10753.88,-10.73,0.703
18,0.4,0.6,0.15,9.0,0.2,20,2.5,15,60.0,1.892,13.17,11317.15,-5.74,2.295
18,0.4,0.6,0.15,9.0,0.2,25,2.5,15,46.7,1.931,14.86,11485.52,-6.6,2.252
18,0.4,0.6,0.15,9.0,0.2,30,2.5,15,40.0,1.496,9.71,10970.93,-10.78,0.901
18,0.4,0.6,0.15,9.0,0.3,20,2.5,15,60.0,1.872,12.87,11286.6,-5.74,2.242
18,0.4,0.6,0.15,9.0,0.3,25,2.5,15,46.7,1.905,14.42,11441.82,-6.6,2.186
18,0.4,0.6,0.15,9.0,0.3,30,2.5,15,40.0,1.475,9.29,10929.19,-10.78,0.862
18,0.4,0.6,0.15,9.0,0.4,20,2.5,15,60.0,1.853,12.56,11256.11,-5.74,2.188
18,0.4,0.6,0.15,9.0,0.4,25,2.5,15,46.7,1.879,13.98,11398.26,-6.6,2.12
18,0.4,0.6,0.15,9.0,0.4,30,2.5,15,40.0,1.455,8.88,10887.57,-10.78,0.823
18,0.4,0.6,0.2,7.0,0.2,20,1.5,15,60.0,1.739,8.84,10884.43,-5.42,1.633
18,0.4,0.6,0.2,7.0,0.2,25,1.5,15,46.7,1.699,9.13,10912.9,-6.32,1.445
18,0.4,0.6,0.2,7.0,0.2,30,1.5,15,40.0,1.312,5.08,10507.5,-9.8,0.518
18,0.4,0.6,0.2,7.0,0.3,20,1.5,15,60.0,1.722,8.63,10862.56,-5.42,1.593
18,0.4,0.6,0.2,7.0,0.3,25,1.5,15,46.7,1.677,8.83,10883.1,-6.32,1.398
18,0.4,0.6,0.2,7.0,0.3,30,1.5,15,40.0,1.295,4.79,10478.81,-9.8,0.489
18,0.4,0.6,0.2,7.0,0.4,20,1.5,15,60.0,1.704,8.41,10840.72,-5.42,1.552
18,0.4,0.6,0.2,7.0,0.4,25,1.5,15,46.7,1.655,8.53,10853.36,-6.32,1.351
18,0.4,0.6,0.2,7.0,0.4,30,1.5,15,40.0,1.278,4.5,10450.18,-9.8,0.459
18,0.4,0.6,0.2,7.0,0.2,20,2.0,15,60.0,1.725,10.11,11011.36,-5.77,1.752
18,0.4,0.6,0.2,7.0,0.2,25,2.0,15,46.7,1.74,11.19,11118.53,-6.66,1.68
18,0.4,0.6,0.2,7.0,0.2,30,2.0,15,40.0,1.339,6.34,10633.99,-10.73,0.591
18,0.4,0.6,0.2,7.0,0.3,20,2.0,15,60.0,1.709,9.88,10987.5,-5.77,1.711
18,0.4,0.6,0.2,7.0,0.3,25,2.0,15,46.7,1.718,10.84,11083.88,-6.66,1.628
18,0.4,0.6,0.2,7.0,0.3,30,2.0,15,40.0,1.321,6.01,10600.85,-10.73,0.56
18,0.4,0.6,0.2,7.0,0.4,20,2.0,15,60.0,1.693,9.64,10963.68,-5.77,1.67
18,0.4,0.6,0.2,7.0,0.4,25,2.0,15,46.7,1.697,10.49,11049.32,-6.66,1.576
18,0.4,0.6,0.2,7.0,0.4,30,2.0,15,40.0,1.304,5.68,10567.79,-10.73,0.529
18,0.4,0.6,0.2,7.0,0.2,20,2.5,15,60.0,1.736,10.81,11081.47,-5.74,1.884
18,0.4,0.6,0.2,7.0,0.2,25,2.5,15,46.7,1.784,12.46,11246.33,-6.6,1.889
18,0.4,0.6,0.2,7.0,0.2,30,2.5,15,40.0,1.38,7.42,10742.45,-10.78,0.689
18,0.4,0.6,0.2,7.0,0.3,20,2.5,15,60.0,1.72,10.57,11057.46,-5.74,1.842
18,0.4,0.6,0.2,7.0,0.3,25,2.5,15,46.7,1.763,12.1,11209.53,-6.6,1.834
18,0.4,0.6,0.2,7.0,0.3,30,2.5,15,40.0,1.363,7.07,10707.3,-10.78,0.656
18,0.4,0.6,0.2,7.0,0.4,20,2.5,15,60.0,1.705,10.33,11033.49,-5.74,1.801
18,0.4,0.6,0.2,7.0,0.4,25,2.5,15,46.7,1.741,11.73,11172.82,-6.6,1.778
18,0.4,0.6,0.2,7.0,0.4,30,2.5,15,40.0,1.346,6.72,10672.24,-10.78,0.624
18,0.4,0.6,0.2,8.0,0.2,20,1.5,15,60.0,1.802,9.61,10961.36,-5.42,1.775
18,0.4,0.6,0.2,8.0,0.2,25,1.5,15,46.7,1.757,9.9,10990.03,-6.32,1.567
18,0.4,0.6,0.2,8.0,0.2,30,1.5,15,40.0,1.358,5.82,10581.77,-9.8,0.594
18,0.4,0.6,0.2,8.0,0.3,20,1.5,15,60.0,1.78,9.33,10933.49,-5.42,1.724
18,0.4,0.6,0.2,8.0,0.3,25,1.5,15,46.7,1.731,9.54,10954.17,-6.32,1.51
18,0.4,0.6,0.2,8.0,0.3,30,1.5,15,40.0,1.337,5.47,10547.24,-9.8,0.559
18,0.4,0.6,0.2,8.0,0.4,20,1.5,15,60.0,1.758,9.06,10905.67,-5.42,1.672
18,0.4,0.6,0.2,8.0,0.4,25,1.5,15,46.7,1.704,9.18,10918.39,-6.32,1.454
18,0.4,0.6,0.2,8.0,0.4,30,1.5,15,40.0,1.317,5.13,10512.79,-9.8,0.523
18,0.4,0.6,0.2,8.0,0.2,20,2.0,15,60.0,1.797,11.14,11113.84,-5.77,1.93
18,0.4,0.6,0.2,8.0,0.2,25,2.0,15,46.7,1.807,12.22,11222.01,-6.66,1.836
18,0.4,0.6,0.2,8.0,0.2,30,2.0,15,40.0,1.391,7.33,10732.95,-10.73,0.683
18,0.4,0.6,0.2,8.0,0.3,20,2.0,15,60.0,1.777,10.84,11083.84,-5.77,1.878
18,0.4,0.6,0.2,8.0,0.3,25,2.0,15,46.7,1.782,11.81,11181.06,-6.66,1.774
18,0.4,0.6,0.2,8.0,0.3,30,2.0,15,40.0,1.371,6.94,10693.79,-10.73,0.647
18,0.4,0.6,0.2,8.0,0.4,20,2.0,15,60.0,1.756,10.54,11053.89,-5.77,1.826
18,0.4,0.6,0.2,8.0,0.4,25,2.0,15,46.7,1.756,11.4,11140.23,-6.66,1.713
18,0.4,0.6,0.2,8.0,0.4,30,2.0,15,40.0,1.35,6.55,10654.75,-10.73,0.61
18,0.4,0.6,0.2,8.0,0.2,20,2.5,15,60.0,1.813,11.99,11198.85,-5.74,2.089
18,0.4,0.6,0.2,8.0,0.2,25,2.5,15,46.7,1.857,13.65,11365.45,-6.6,2.07
18,0.4,0.6,0.2,8.0,0.2,30,2.5,15,40.0,1.438,8.56,10856.24,-10.78,0.794
18,0.4,0.6,0.2,8.0,0.3,20,2.5,15,60.0,1.794,11.69,11168.62,-5.74,2.036
18,0.4,0.6,0.2,8.0,0.3,25,2.5,15,46.7,1.832,13.22,11322.21,-6.6,2.004
18,0.4,0.6,0.2,8.0,0.3,30,2.5,15,40.0,1.417,8.15,10814.94,-10.78,0.756
18,0.4,0.6,0.2,8.0,0.4,20,2.5,15,60.0,1.775,11.38,11138.44,-5.74,1.983
18,0.4,0.6,0.2,8.0,0.4,25,2.5,15,46.7,1.806,12.79,11279.1,-6.6,1.939
18,0.4,0.6,0.2,8.0,0.4,30,2.5,15,40.0,1.397,7.74,10773.75,-10.78,0.718
18,0.4,0.6,0.2,9.0,0.2,20,1.5,15,60.0,1.866,10.39,11039.21,-5.42,1.919
18,0.4,0.6,0.2,9.0,0.2,25,1.5,15,46.7,1.816,10.68,11068.08,-6.32,1.691
18,0.4,0.6,0.2,9.0,0.2,30,1.5,15,40.0,1.404,6.57,10656.92,-9.8,0.671
18,0.4,0.6,0.2,9.0,0.3,20,1.5,15,60.0,1.844,10.11,11011.14,-5.42,1.867
18,0.4,0.6,0.2,9.0,0.3,25,1.5,15,46.7,1.789,10.32,11031.96,-6.32,1.634
18,0.4,0.6,0.2,9.0,0.3,30,1.5,15,40.0,1.383,6.22,10622.14,-9.8,0.635
18,0.4,0.6,0.2,9.0,0.4,20,1.5,15,60.0,1.822,9.83,10983.12,-5.42,1.815
18,0.4,0.6,0.2,9.0,0.4,25,1.5,15,46.7,1.763,9.96,10995.93,-6.32,1.577
18,0.4,0.6,0.2,9.0,0.4,30,1.5,15,40.0,1.362,5.87,10587.45,-9.8,0.6
18,0.4,0.6,0.2,9.0,0.2,20,2.0,15,60.0,1.869,12.17,11217.24,-5.77,2.109
18,0.4,0.6,0.2,9.0,0.2,25,2.0,15,46.7,1.875,13.26,11326.42,-6.66,1.992
18,0.4,0.6,0.2,9.0,0.2,30,2.0,15,40.0,1.444,8.33,10832.82,-10.73,0.777
18,0.4,0.6,0.2,9.0,0.3,20,2.0,15,60.0,1.849,11.87,11186.96,-5.77,2.057
18,0.4,0.6,0.2,9.0,0.3,25,2.0,15,46.7,1.849,12.85,11285.09,-6.66,1.93
18,0.4,0.6,0.2,9.0,0.3,30,2.0,15,40.0,1.423,7.93,10793.29,-10.73,0.74
18,0.4,0.6,0.2,9.0,0.4,20,2.0,15,60.0,1.829,11.57,11156.74,-5.77,2.004
18,0.4,0.6,0.2,9.0,0.4,25,2.0,15,46.7,1.823,12.44,11243.89,-6.66,1.868
18,0.4,0.6,0.2,9.0,0.4,30,2.0,15,40.0,1.403,7.54,10753.88,-10.73,0.703
18,0.4,0.6,0.2,9.0,0.2,20,2.5,15,60.0,1.892,13.17,11317.15,-5.74,2.295
18,0.4,0.6,0.2,9.0,0.2,25,2.5,15,46.7,1.931,14.86,11485.52,-6.6,2.252
18,0.4,0.6,0.2,9.0,0.2,30,2.5,15,40.0,1.496,9.71,10970.93,-10.78,0.901
18,0.4,0.6,0.2,9.0,0.3,20,2.5,15,60.0,1.872,12.87,11286.6,-5.74,2.242
18,0.4,0.6,0.2,9.0,0.3,25,2.5,15,46.7,1.905,14.42,11441.82,-6.6,2.186
18,0.4,0.6,0.2,9.0,0.3,30,2.5,15,40.0,1.475,9.29,10929.19,-10.78,0.862
18,0.4,0.6,0.2,9.0,0.4,20,2.5,15,60.0,1.853,12.56,11256.11,-5.74,2.188
18,0.4,0.6,0.2,9.0,0.4,25,2.5,15,46.7,1.879,13.98,11398.26,-6.6,2.12
18,0.4,0.6,0.2,9.0,0.4,30,2.5,15,40.0,1.455,8.88,10887.57,-10.78,0.823
18,0.4,0.7,0.15,7.0,0.2,20,1.5,14,64.3,2.076,11.0,11100.37,-5.42,2.032
18,0.4,0.7,0.15,7.0,0.2,25,1.5,14,50.0,1.996,11.29,11129.4,-6.32,1.788
18,0.4,0.7,0.15,7.0,0.2,30,1.5,14,42.9,1.491,7.16,10715.96,-9.8,0.731
18,0.4,0.7,0.15,7.0,0.3,20,1.5,14,64.3,2.056,10.78,11078.06,-5.42,1.991
18,0.4,0.7,0.15,7.0,0.3,25,1.5,14,50.0,1.971,10.99,11099.01,-6.32,1.74
18,0.4,0.7,0.15,7.0,0.3,30,1.5,14,42.9,1.472,6.87,10686.7,-9.8,0.701
18,0.4,0.7,0.15,7.0,0.4,20,1.5,14,64.3,2.036,10.56,11055.79,-5.42,1.95
18,0.4,0.7,0.15,7.0,0.4,25,1.5,14,50.0,1.946,10.69,11068.68,-6.32,1.692
18,0.4,0.7,0.15,7.0,0.4,30,1.5,14,42.9,1.453,6.57,10657.5,-9.8,0.671
18,0.4,0.7,0.15,7.0,0.2,20,2.0,14,64.3,2.119,13.05,11304.57,-5.77,2.261
18,0.4,0.7,0.15,7.0,0.2,25,2.0,14,50.0,2.101,14.15,11414.59,-6.66,2.125
18,0.4,0.7,0.15,7.0,0.2,30,2.0,14,42.9,1.554,9.17,10917.15,-10.73,0.855
18,0.4,0.7,0.15,7.0,0.3,20,2.0,14,64.3,2.1,12.8,11280.08,-5.77,2.218
18,0.4,0.7,0.15,7.0,0.3,25,2.0,14,50.0,2.075,13.79,11379.03,-6.66,2.071
18,0.4,0.7,0.15,7.0,0.3,30,2.0,14,42.9,1.534,8.83,10883.13,-10.73,0.823
18,0.4,0.7,0.15,7.0,0.4,20,2.0,14,64.3,2.081,12.56,11255.62,-5.77,2.176
18,0.4,0.7,0.15,7.0,0.4,25,2.0,14,50.0,2.049,13.44,11343.54,-6.66,2.018
18,0.4,0.7,0.15,7.0,0.4,30,2.0,14,42.9,1.515,8.49,10849.19,-10.73,0.792
18,0.4,0.7,0.15,7.0,0.2,20,2.5,14,64.3,2.112,13.8,11379.74,-5.74,2.404
18,0.4,0.7,0.15,7.0,0.2,25,2.5,14,50.0,2.137,15.49,11549.04,-6.6,2.348
18,0.4,0.7,0.15,7.0,0.2,30,2.5,14,42.9,1.594,10.32,11031.6,-10.78,0.957
18,0.4,0.7,0.15,7.0,0.3,20,2.5,14,64.3,2.094,13.55,11355.09,-5.74,2.361
18,0.4,0.7,0.15,7.0,0.3,25,2.5,14,50.0,2.111,15.11,11511.25,-6.6,2.291
18,0.4,0.7,0.15,7.0,0.3,30,2.5,14,42.9,1.575,9.96,10995.5,-10.78,0.923
18,0.4,0.7,0.15,7.0,0.4,20,2.5,14,64.3,2.076,13.3,11330.47,-5.74,2.318
18,0.4,0.7,0.15,7.0,0.4,25,2.5,14,50.0,2.086,14.74,11473.55,-6.6,2.234
18,0.4,0.7,0.15,7.0,0.4,30,2.5,14,42.9,1.555,9.59,10959.49,-10.78,0.89
18,0.4,0.7,0.15,8.0,0.2,20,1.5,14,64.3,2.151,11.79,11178.83,-5.42,2.177
