entry_time,exit_time,direction,entry,exit,result,pnl_pct,dollar_pnl,equity
2026-01-20 12:30:00-05:00,2026-01-20 17:30:00-05:00,short,89836.046875,88255.56621481653,TP,1.759,819.65,10819.65
2026-02-05 09:50:00-05:00,2026-02-05 10:10:00-05:00,short,69347.7890625,67940.0874312362,SL,2.03,508.85,11328.5
2026-02-10 09:40:00-05:00,2026-02-10 09:50:00-05:00,short,67931.1328125,68426.11610876507,SL,-0.729,-395.82,10932.67
2026-02-16 10:20:00-05:00,2026-02-16 10:30:00-05:00,short,68267.7734375,67392.73175665012,SL,1.282,587.51,11520.19
2026-02-17 09:30:00-05:00,2026-02-17 09:40:00-05:00,short,67579.6171875,66848.75533990719,SL,1.081,553.82,12074.01
2026-02-23 11:00:00-05:00,2026-02-23 12:10:00-05:00,short,65422.578125,64995.86775647484,SL,0.652,321.31,12395.32
2026-02-24 09:10:00-05:00,2026-02-24 09:40:00-05:00,short,62862.0390625,63120.092070470804,SL,-0.411,-328.79,12066.53
2026-03-08 12:10:00-04:00,2026-03-08 14:20:00-04:00,short,67106.0625,66817.60833316401,SL,0.43,186.94,12253.47
