entry_time,exit_time,direction,entry,exit,pnl,equity,exit_reason
2024-05-08 13:30:00+00:00,2024-05-10 14:30:00+00:00,long,7.57390022277832,7.647727471324164,87.62926047448471,10087.629260474485,TP
2024-06-05 15:30:00+00:00,2024-06-06 16:30:00+00:00,long,7.598499774932861,7.6594545328805275,85.72571947350977,10173.354979947995,TP
2024-09-27 15:30:00+00:00,2024-09-30 13:30:00+00:00,long,7.614699840545654,7.664887785212168,83.1500429557209,10256.505022903717,TP
2024-09-30 13:30:00+00:00,2024-10-03 15:30:00+00:00,long,7.661900043487549,7.71587942490035,85.0336593649072,10341.538682268625,TP
2024-10-07 15:30:00+00:00,2024-10-09 13:30:00+00:00,long,7.747300148010254,7.789754906751183,80.7073945095719,10422.246076778198,TP
2024-10-09 13:30:00+00:00,2024-10-09 18:30:00+00:00,long,7.780099868774414,7.819401278805423,79.40169639722464,10501.647773175422,TP
2024-11-29 14:30:00+00:00,2024-12-02 15:30:00+00:00,long,8.979999542236328,9.049656529115401,88.70732288460057,10590.355096060022,TP
2024-12-06 14:30:00+00:00,2024-12-06 17:30:00+00:00,long,9.265000343322754,9.182296704479926,-120.07681557378238,10470.27828048624,SL
2025-03-12 14:30:00+00:00,2025-03-18 15:30:00+00:00,short,7.740099906921387,7.606045156640991,97.51116554346169,10567.789446029701,TP
2025-06-06 13:30:00+00:00,2025-06-11 13:30:00+00:00,long,7.960000038146973,8.0600004196167,106.64661631965879,10674.43606234936,TP
2025-10-07 18:30:00+00:00,2025-10-08 14:30:00+00:00,long,8.395000457763672,8.435738981264397,80.2841009107262,10754.720163260086,TP
2025-10-21 13:30:00+00:00,2025-10-22 16:30:00+00:00,short,8.156499862670898,8.073666867304711,94.90362398973288,10849.623787249819,TP
2025-11-20 16:30:00+00:00,2025-11-21 14:30:00+00:00,short,8.12969970703125,8.010000228881836,118.8155377012462,10968.439324951065,TP
