timestamp,symbol,version,total_trades,wins,losses,win_rate,net_return,max_drawdown,final_portfolio_value
2026-03-27T08:50:51.863554,CLM,v1,0,0,0,0.00,98.65,0.00,19864.91
2026-03-27T08:50:54.177977,CLM,v1,0,0,0,0.00,98.65,0.00,19864.91
2026-03-27T08:50:56.356934,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:50:58.636919,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:00.893054,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:03.220501,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:05.274883,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:07.610684,CLM,v1,0,0,0,0.00,99.84,0.00,19983.76
2026-03-27T08:51:09.820455,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:12.041720,CLM,v1,0,0,0,0.00,100.62,0.00,20061.69
2026-03-27T08:51:14.197938,CLM,v1,0,0,0,0.00,99.92,0.00,19991.63
2026-03-27T08:51:16.500824,CLM,v1,0,0,0,0.00,99.92,0.00,19991.63
2026-03-27T08:51:18.513227,CLM,v1,0,0,0,0.00,99.92,0.00,19991.63
2026-03-27T08:51:20.891064,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:23.091567,CLM,v1,0,0,0,0.00,100.62,0.00,20061.69
2026-03-27T08:51:25.410496,CLM,v1,0,0,0,0.00,100.62,0.00,20061.69
2026-03-27T08:51:27.635297,CLM,v1,0,0,0,0.00,100.62,0.00,20061.69
2026-03-27T08:51:29.899067,CLM,v1,0,0,0,0.00,100.62,0.00,20061.69
2026-03-27T08:51:32.531287,CLM,v1,0,0,0,0.00,99.23,0.00,19923.24
2026-03-27T08:51:34.623221,CLM,v1,0,0,0,0.00,99.23,0.00,19923.24
2026-03-27T08:51:37.048499,CLM,v1,0,0,0,0.00,100.54,0.00,20053.81
2026-03-27T08:51:39.382040,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:51:41.399380,CLM,v1,0,0,0,0.00,100.54,0.00,20053.81
2026-03-27T08:51:43.685555,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:51:46.056906,CLM,v1,0,0,0,0.00,101.01,0.00,20101.04
2026-03-27T08:51:48.395764,CLM,v1,0,0,0,0.00,101.01,0.00,20101.04
2026-03-27T08:51:50.714325,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:52.943365,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:51:55.014041,CLM,v1,0,0,0,0.00,101.01,0.00,20101.04
2026-03-27T08:51:57.388031,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:51:59.431710,CLM,v1,0,0,0,0.00,99.83,0.00,19982.98
2026-03-27T08:52:01.740771,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:52:03.893470,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:52:06.079601,CLM,v1,0,0,0,0.00,99.84,0.00,19983.76
2026-03-27T08:52:08.401186,CLM,v1,0,0,0,0.00,99.84,0.00,19983.76
2026-03-27T08:52:10.581546,CLM,v1,0,0,0,0.00,99.84,0.00,19983.76
2026-03-27T08:52:12.787570,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:52:15.183714,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:52:17.476619,CLM,v1,0,0,0,0.00,100.22,0.00,20022.33
2026-03-27T08:52:19.464112,CLM,v1,0,0,0,0.00,99.84,0.00,19983.76
